model,forecast_date,target,location_name,point,quantile_0.025,quantile_0.975
CU-select,5/25/2020,1 day ahead inc hosp,AK,0,0,0
CU-select,5/25/2020,1 day ahead inc hosp,AL,41,27,51
CU-select,5/25/2020,1 day ahead inc hosp,Alabama,41,27,51
CU-select,5/25/2020,1 day ahead inc hosp,Alaska,0,0,0
CU-select,5/25/2020,1 day ahead inc hosp,AR,18,11,27
CU-select,5/25/2020,1 day ahead inc hosp,Arizona,52,38,64
CU-select,5/25/2020,1 day ahead inc hosp,Arkansas,18,11,27
CU-select,5/25/2020,1 day ahead inc hosp,AZ,52,38,64
CU-select,5/25/2020,1 day ahead inc hosp,CA,289,256,318
CU-select,5/25/2020,1 day ahead inc hosp,California,289,256,318
CU-select,5/25/2020,1 day ahead inc hosp,CO,61,48,75
CU-select,5/25/2020,1 day ahead inc hosp,Colorado,61,48,75
CU-select,5/25/2020,1 day ahead inc hosp,Connecticut,136,120,162
CU-select,5/25/2020,1 day ahead inc hosp,CT,136,120,162
CU-select,5/25/2020,1 day ahead inc hosp,DE,25,17,36
CU-select,5/25/2020,1 day ahead inc hosp,Delaware,25,17,36
CU-select,5/25/2020,1 day ahead inc hosp,FL,131,109,157
CU-select,5/25/2020,1 day ahead inc hosp,Florida,131,109,157
CU-select,5/25/2020,1 day ahead inc hosp,GA,83,67,100
CU-select,5/25/2020,1 day ahead inc hosp,Georgia,83,67,100
CU-select,5/25/2020,1 day ahead inc hosp,Hawaii,0,0,0
CU-select,5/25/2020,1 day ahead inc hosp,HI,0,0,0
CU-select,5/25/2020,1 day ahead inc hosp,IA,48,38,60
CU-select,5/25/2020,1 day ahead inc hosp,ID,1,0,4
CU-select,5/25/2020,1 day ahead inc hosp,Idaho,1,0,4
CU-select,5/25/2020,1 day ahead inc hosp,IL,330,291,366
CU-select,5/25/2020,1 day ahead inc hosp,Illinois,330,291,366
CU-select,5/25/2020,1 day ahead inc hosp,IN,90,77,106
CU-select,5/25/2020,1 day ahead inc hosp,Indiana,90,77,106
CU-select,5/25/2020,1 day ahead inc hosp,Iowa,48,38,60
CU-select,5/25/2020,1 day ahead inc hosp,Kansas,11,5,18
CU-select,5/25/2020,1 day ahead inc hosp,Kentucky,35,24,49
CU-select,5/25/2020,1 day ahead inc hosp,KS,11,5,18
CU-select,5/25/2020,1 day ahead inc hosp,KY,35,24,49
CU-select,5/25/2020,1 day ahead inc hosp,LA,59,50,74
CU-select,5/25/2020,1 day ahead inc hosp,Louisiana,59,50,74
CU-select,5/25/2020,1 day ahead inc hosp,MA,104,85,126
CU-select,5/25/2020,1 day ahead inc hosp,Maine,5,1,10
CU-select,5/25/2020,1 day ahead inc hosp,Maryland,187,164,216
CU-select,5/25/2020,1 day ahead inc hosp,Massachusetts,104,85,126
CU-select,5/25/2020,1 day ahead inc hosp,MD,187,164,216
CU-select,5/25/2020,1 day ahead inc hosp,ME,5,1,10
CU-select,5/25/2020,1 day ahead inc hosp,MI,64,48,81
CU-select,5/25/2020,1 day ahead inc hosp,Michigan,64,48,81
CU-select,5/25/2020,1 day ahead inc hosp,Minnesota,98,82,118
CU-select,5/25/2020,1 day ahead inc hosp,Mississippi,39,28,49
CU-select,5/25/2020,1 day ahead inc hosp,Missouri,21,15,28
CU-select,5/25/2020,1 day ahead inc hosp,MN,98,82,118
CU-select,5/25/2020,1 day ahead inc hosp,MO,21,15,28
CU-select,5/25/2020,1 day ahead inc hosp,Montana,0,0,0
CU-select,5/25/2020,1 day ahead inc hosp,MS,39,28,49
CU-select,5/25/2020,1 day ahead inc hosp,MT,0,0,0
CU-select,5/25/2020,1 day ahead inc hosp,National,3500,3350,3610
CU-select,5/25/2020,1 day ahead inc hosp,NC,99,83,117
CU-select,5/25/2020,1 day ahead inc hosp,ND,4,0,8
CU-select,5/25/2020,1 day ahead inc hosp,NE,39,29,51
CU-select,5/25/2020,1 day ahead inc hosp,Nebraska,39,29,51
CU-select,5/25/2020,1 day ahead inc hosp,Nevada,20,11,29
CU-select,5/25/2020,1 day ahead inc hosp,New Hampshire,9,4,14
CU-select,5/25/2020,1 day ahead inc hosp,New Jersey,162,140,189
CU-select,5/25/2020,1 day ahead inc hosp,New Mexico,18,11,28
CU-select,5/25/2020,1 day ahead inc hosp,New York,406,368,442
CU-select,5/25/2020,1 day ahead inc hosp,NH,9,4,14
CU-select,5/25/2020,1 day ahead inc hosp,NJ,162,140,189
CU-select,5/25/2020,1 day ahead inc hosp,NM,18,11,28
CU-select,5/25/2020,1 day ahead inc hosp,North Carolina,99,83,117
CU-select,5/25/2020,1 day ahead inc hosp,North Dakota,4,0,8
CU-select,5/25/2020,1 day ahead inc hosp,NV,20,11,29
CU-select,5/25/2020,1 day ahead inc hosp,NY,406,368,442
CU-select,5/25/2020,1 day ahead inc hosp,OH,96,80,114
CU-select,5/25/2020,1 day ahead inc hosp,Ohio,96,80,114
CU-select,5/25/2020,1 day ahead inc hosp,OK,17,10,24
CU-select,5/25/2020,1 day ahead inc hosp,Oklahoma,17,10,24
CU-select,5/25/2020,1 day ahead inc hosp,OR,7,3,13
CU-select,5/25/2020,1 day ahead inc hosp,Oregon,7,3,13
CU-select,5/25/2020,1 day ahead inc hosp,PA,116,101,137
CU-select,5/25/2020,1 day ahead inc hosp,Pennsylvania,116,101,137
CU-select,5/25/2020,1 day ahead inc hosp,Rhode Island,26,17,37
CU-select,5/25/2020,1 day ahead inc hosp,RI,26,17,37
CU-select,5/25/2020,1 day ahead inc hosp,SC,26,18,38
CU-select,5/25/2020,1 day ahead inc hosp,SD,4,1,7
CU-select,5/25/2020,1 day ahead inc hosp,South Carolina,26,18,38
CU-select,5/25/2020,1 day ahead inc hosp,South Dakota,4,1,7
CU-select,5/25/2020,1 day ahead inc hosp,Tennessee,27,20,39
CU-select,5/25/2020,1 day ahead inc hosp,Texas,168,147,190
CU-select,5/25/2020,1 day ahead inc hosp,TN,27,20,39
CU-select,5/25/2020,1 day ahead inc hosp,TX,168,147,190
CU-select,5/25/2020,1 day ahead inc hosp,UT,12,7,18
CU-select,5/25/2020,1 day ahead inc hosp,Utah,12,7,18
CU-select,5/25/2020,1 day ahead inc hosp,VA,186,164,208
CU-select,5/25/2020,1 day ahead inc hosp,Vermont,0,0,0
CU-select,5/25/2020,1 day ahead inc hosp,Virginia,186,164,208
CU-select,5/25/2020,1 day ahead inc hosp,VT,0,0,0
CU-select,5/25/2020,1 day ahead inc hosp,WA,28,20,41
CU-select,5/25/2020,1 day ahead inc hosp,Washington,28,20,41
CU-select,5/25/2020,1 day ahead inc hosp,West Virginia,3,1,6
CU-select,5/25/2020,1 day ahead inc hosp,WI,67,51,80
CU-select,5/25/2020,1 day ahead inc hosp,Wisconsin,67,51,80
CU-select,5/25/2020,1 day ahead inc hosp,WV,3,1,6
CU-select,5/25/2020,1 day ahead inc hosp,WY,1,0,4
CU-select,5/25/2020,1 day ahead inc hosp,Wyoming,1,0,4
CU-select,5/25/2020,2 day ahead inc hosp,AK,0,0,0
CU-select,5/25/2020,2 day ahead inc hosp,AL,42,31,54
CU-select,5/25/2020,2 day ahead inc hosp,Alabama,42,31,54
CU-select,5/25/2020,2 day ahead inc hosp,Alaska,0,0,0
CU-select,5/25/2020,2 day ahead inc hosp,AR,19,12,29
CU-select,5/25/2020,2 day ahead inc hosp,Arizona,53,36,66
CU-select,5/25/2020,2 day ahead inc hosp,Arkansas,19,12,29
CU-select,5/25/2020,2 day ahead inc hosp,AZ,53,36,66
CU-select,5/25/2020,2 day ahead inc hosp,CA,292,262,325
CU-select,5/25/2020,2 day ahead inc hosp,California,292,262,325
CU-select,5/25/2020,2 day ahead inc hosp,CO,62,48,83
CU-select,5/25/2020,2 day ahead inc hosp,Colorado,62,48,83
CU-select,5/25/2020,2 day ahead inc hosp,Connecticut,129,107,152
CU-select,5/25/2020,2 day ahead inc hosp,CT,129,107,152
CU-select,5/25/2020,2 day ahead inc hosp,DE,25,18,36
CU-select,5/25/2020,2 day ahead inc hosp,Delaware,25,18,36
CU-select,5/25/2020,2 day ahead inc hosp,FL,134,112,155
CU-select,5/25/2020,2 day ahead inc hosp,Florida,134,112,155
CU-select,5/25/2020,2 day ahead inc hosp,GA,85,67,102
CU-select,5/25/2020,2 day ahead inc hosp,Georgia,85,67,102
CU-select,5/25/2020,2 day ahead inc hosp,Hawaii,0,0,0
CU-select,5/25/2020,2 day ahead inc hosp,HI,0,0,0
CU-select,5/25/2020,2 day ahead inc hosp,IA,49,35,60
CU-select,5/25/2020,2 day ahead inc hosp,ID,1,0,4
CU-select,5/25/2020,2 day ahead inc hosp,Idaho,1,0,4
CU-select,5/25/2020,2 day ahead inc hosp,IL,328,292,366
CU-select,5/25/2020,2 day ahead inc hosp,Illinois,328,292,366
CU-select,5/25/2020,2 day ahead inc hosp,IN,88,75,103
CU-select,5/25/2020,2 day ahead inc hosp,Indiana,88,75,103
CU-select,5/25/2020,2 day ahead inc hosp,Iowa,49,35,60
CU-select,5/25/2020,2 day ahead inc hosp,Kansas,11,5,16
CU-select,5/25/2020,2 day ahead inc hosp,Kentucky,35,25,45
CU-select,5/25/2020,2 day ahead inc hosp,KS,11,5,16
CU-select,5/25/2020,2 day ahead inc hosp,KY,35,25,45
CU-select,5/25/2020,2 day ahead inc hosp,LA,61,47,76
CU-select,5/25/2020,2 day ahead inc hosp,Louisiana,61,47,76
CU-select,5/25/2020,2 day ahead inc hosp,MA,100,81,121
CU-select,5/25/2020,2 day ahead inc hosp,Maine,5,2,11
CU-select,5/25/2020,2 day ahead inc hosp,Maryland,189,164,210
CU-select,5/25/2020,2 day ahead inc hosp,Massachusetts,100,81,121
CU-select,5/25/2020,2 day ahead inc hosp,MD,189,164,210
CU-select,5/25/2020,2 day ahead inc hosp,ME,5,2,11
CU-select,5/25/2020,2 day ahead inc hosp,MI,60,46,77
CU-select,5/25/2020,2 day ahead inc hosp,Michigan,60,46,77
CU-select,5/25/2020,2 day ahead inc hosp,Minnesota,101,84,117
CU-select,5/25/2020,2 day ahead inc hosp,Mississippi,40,29,53
CU-select,5/25/2020,2 day ahead inc hosp,Missouri,20,13,28
CU-select,5/25/2020,2 day ahead inc hosp,MN,101,84,117
CU-select,5/25/2020,2 day ahead inc hosp,MO,20,13,28
CU-select,5/25/2020,2 day ahead inc hosp,Montana,0,0,0
CU-select,5/25/2020,2 day ahead inc hosp,MS,40,29,53
CU-select,5/25/2020,2 day ahead inc hosp,MT,0,0,0
CU-select,5/25/2020,2 day ahead inc hosp,National,3497,3395,3606
CU-select,5/25/2020,2 day ahead inc hosp,NC,108,89,126
CU-select,5/25/2020,2 day ahead inc hosp,ND,4,1,8
CU-select,5/25/2020,2 day ahead inc hosp,NE,38,28,51
CU-select,5/25/2020,2 day ahead inc hosp,Nebraska,38,28,51
CU-select,5/25/2020,2 day ahead inc hosp,Nevada,23,14,31
CU-select,5/25/2020,2 day ahead inc hosp,New Hampshire,9,3,13
CU-select,5/25/2020,2 day ahead inc hosp,New Jersey,151,129,176
CU-select,5/25/2020,2 day ahead inc hosp,New Mexico,16,10,24
CU-select,5/25/2020,2 day ahead inc hosp,New York,395,358,427
CU-select,5/25/2020,2 day ahead inc hosp,NH,9,3,13
CU-select,5/25/2020,2 day ahead inc hosp,NJ,151,129,176
CU-select,5/25/2020,2 day ahead inc hosp,NM,16,10,24
CU-select,5/25/2020,2 day ahead inc hosp,North Carolina,108,89,126
CU-select,5/25/2020,2 day ahead inc hosp,North Dakota,4,1,8
CU-select,5/25/2020,2 day ahead inc hosp,NV,23,14,31
CU-select,5/25/2020,2 day ahead inc hosp,NY,395,358,427
CU-select,5/25/2020,2 day ahead inc hosp,OH,100,82,119
CU-select,5/25/2020,2 day ahead inc hosp,Ohio,100,82,119
CU-select,5/25/2020,2 day ahead inc hosp,OK,16,8,24
CU-select,5/25/2020,2 day ahead inc hosp,Oklahoma,16,8,24
CU-select,5/25/2020,2 day ahead inc hosp,OR,7,3,13
CU-select,5/25/2020,2 day ahead inc hosp,Oregon,7,3,13
CU-select,5/25/2020,2 day ahead inc hosp,PA,116,99,138
CU-select,5/25/2020,2 day ahead inc hosp,Pennsylvania,116,99,138
CU-select,5/25/2020,2 day ahead inc hosp,Rhode Island,28,20,38
CU-select,5/25/2020,2 day ahead inc hosp,RI,28,20,38
CU-select,5/25/2020,2 day ahead inc hosp,SC,29,19,40
CU-select,5/25/2020,2 day ahead inc hosp,SD,4,1,7
CU-select,5/25/2020,2 day ahead inc hosp,South Carolina,29,19,40
CU-select,5/25/2020,2 day ahead inc hosp,South Dakota,4,1,7
CU-select,5/25/2020,2 day ahead inc hosp,Tennessee,26,17,37
CU-select,5/25/2020,2 day ahead inc hosp,Texas,167,146,188
CU-select,5/25/2020,2 day ahead inc hosp,TN,26,17,37
CU-select,5/25/2020,2 day ahead inc hosp,TX,167,146,188
CU-select,5/25/2020,2 day ahead inc hosp,UT,13,7,19
CU-select,5/25/2020,2 day ahead inc hosp,Utah,13,7,19
CU-select,5/25/2020,2 day ahead inc hosp,VA,189,168,214
CU-select,5/25/2020,2 day ahead inc hosp,Vermont,0,0,0
CU-select,5/25/2020,2 day ahead inc hosp,Virginia,189,168,214
CU-select,5/25/2020,2 day ahead inc hosp,VT,0,0,0
CU-select,5/25/2020,2 day ahead inc hosp,WA,31,20,40
CU-select,5/25/2020,2 day ahead inc hosp,Washington,31,20,40
CU-select,5/25/2020,2 day ahead inc hosp,West Virginia,4,1,6
CU-select,5/25/2020,2 day ahead inc hosp,WI,70,57,86
CU-select,5/25/2020,2 day ahead inc hosp,Wisconsin,70,57,86
CU-select,5/25/2020,2 day ahead inc hosp,WV,4,1,6
CU-select,5/25/2020,2 day ahead inc hosp,WY,1,0,4
CU-select,5/25/2020,2 day ahead inc hosp,Wyoming,1,0,4
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,AK,0,0,1
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,Alaska,0,0,1
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,AR,21,2,33
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,Arizona,49,38,63
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,Arkansas,21,2,33
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,AZ,49,38,63
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,CA,381,0,599
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,California,381,0,599
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,CO,43,0,135
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,Colorado,43,0,135
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,DE,18,0,36
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,Delaware,18,0,36
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,GA,113,0,179
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,Georgia,113,0,179
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,IA,0,0,0
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,ID,2,0,3
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,Idaho,2,0,3
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,IL,262,0,726
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,Illinois,262,0,726
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,IN,105,0,831
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,Indiana,105,0,831
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,Iowa,0,0,0
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,Kansas,10,5,14
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,Kentucky,31,0,50
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,KS,10,5,14
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,KY,31,0,50
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,LA,78,14,125
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,Louisiana,78,14,125
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,Maine,4,0,8
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,ME,4,0,8
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,MI,99,9,168
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,Michigan,99,9,168
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,Minnesota,80,0,114
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,Mississippi,48,17,97
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,Missouri,51,7,101
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,MN,80,0,114
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,MO,51,7,101
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,Montana,0,0,0
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,MS,48,17,97
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,MT,0,0,0
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,National,1752,191,2937
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,ND,3,0,4
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,New Hampshire,22,13,29
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,New Jersey,332,0,772
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,New Mexico,46,17,62
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,NH,22,13,29
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,NJ,332,0,772
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,NM,46,17,62
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,North Dakota,3,0,4
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,OK,9,0,15
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,Oklahoma,9,0,15
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,SD,7,0,10
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,South Dakota,7,0,10
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,Tennessee,10,0,26
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,Texas,162,0,227
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,TN,10,0,26
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,TX,162,0,227
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,UT,102,7,171
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,Utah,102,7,171
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,VA,104,0,175
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,Vermont,0,0,0
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,Virginia,104,0,175
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,VT,0,0,0
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,West Virginia,4,0,18
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,WI,52,0,70
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,Wisconsin,52,0,70
GT-DeepCOVID,5/25/2020,1 day ahead inc hosp,WV,4,0,18
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,AK,0,0,1
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,AL,47,20,87
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,Alabama,47,20,87
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,Alaska,0,0,1
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,AR,21,8,39
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,Arizona,47,19,87
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,Arkansas,21,8,39
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,AZ,47,19,87
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,CA,235,107,377
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,California,235,107,377
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,CO,54,21,105
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,Colorado,54,21,105
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,Connecticut,52,21,99
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,CT,52,21,99
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,DC,18,7,35
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,DE,21,9,43
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,Delaware,21,9,43
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,District of Columbia,18,7,35
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,FL,137,60,246
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,Florida,137,60,246
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,GA,129,59,224
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,Georgia,129,59,224
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,Hawaii,0,0,1
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,HI,0,0,1
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,IA,53,23,95
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,ID,3,1,6
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,Idaho,3,1,6
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,IL,336,166,539
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,Illinois,336,166,539
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,IN,68,30,126
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,Indiana,68,30,126
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,Iowa,53,23,95
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,Kansas,10,4,21
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,Kentucky,23,8,47
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,KS,10,4,21
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,KY,23,8,47
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,LA,45,19,86
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,Louisiana,45,19,86
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,MA,88,39,156
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,Maine,8,3,16
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,Maryland,149,62,261
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,Massachusetts,88,39,156
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,MD,149,62,261
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,ME,8,3,16
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,MI,60,22,124
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,Michigan,60,22,124
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,Minnesota,97,49,155
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,Mississippi,48,21,89
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,Missouri,20,8,40
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,MN,97,49,155
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,MO,20,8,40
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,Montana,0,0,1
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,MS,48,21,89
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,MT,0,0,1
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,NC,98,46,164
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,ND,5,2,10
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,NE,33,12,64
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,Nebraska,33,12,64
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,Nevada,23,10,46
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,New Hampshire,8,3,17
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,New Jersey,118,48,226
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,New Mexico,27,11,52
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,New York,330,139,644
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,NH,8,3,17
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,NJ,118,48,226
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,NM,27,11,52
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,North Carolina,98,46,164
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,North Dakota,5,2,10
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,NV,23,10,46
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,NY,330,139,644
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,OH,96,43,175
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,Ohio,96,43,175
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,OK,17,7,35
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,Oklahoma,17,7,35
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,OR,7,2,15
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,Oregon,7,2,15
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,PA,104,44,191
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,Pennsylvania,104,44,191
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,Puerto Rico,11,4,22
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,Rhode Island,23,9,43
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,RI,23,9,43
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,SC,34,14,64
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,SD,8,3,16
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,South Carolina,34,14,64
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,South Dakota,8,3,16
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,Tennessee,27,11,51
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,Texas,145,63,245
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,TN,27,11,51
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,TX,145,63,245
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,UT,16,6,30
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,Utah,16,6,30
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,VA,123,55,219
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,Vermont,0,0,1
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,Virgin Islands,1,0,2
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,Virginia,123,55,219
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,VT,0,0,1
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,WA,30,11,58
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,Washington,30,11,58
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,West Virginia,7,3,15
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,WI,75,32,129
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,Wisconsin,75,32,129
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,WV,7,3,15
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,WY,1,0,2
LANL-GrowthRate,5/25/2020,1 day ahead inc hosp,Wyoming,1,0,2
CU-select,5/25/2020,3 day ahead inc hosp,AK,0,0,0
CU-select,5/25/2020,3 day ahead inc hosp,AL,43,33,53
CU-select,5/25/2020,3 day ahead inc hosp,Alabama,43,33,53
CU-select,5/25/2020,3 day ahead inc hosp,Alaska,0,0,0
CU-select,5/25/2020,3 day ahead inc hosp,AR,18,13,28
