model,forecast_date,target,location_name,point,quantile_0.025,quantile_0.975
GT-DeepCOVID,5/25/2020,15 day ahead inc hosp,Virginia,183,0,686
GT-DeepCOVID,5/25/2020,15 day ahead inc hosp,VT,0,0,1
GT-DeepCOVID,5/25/2020,15 day ahead inc hosp,West Virginia,3,0,13
GT-DeepCOVID,5/25/2020,15 day ahead inc hosp,WI,85,0,116
GT-DeepCOVID,5/25/2020,15 day ahead inc hosp,Wisconsin,85,0,116
GT-DeepCOVID,5/25/2020,15 day ahead inc hosp,WV,3,0,13
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,AK,0,0,1
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,AL,41,10,158
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,Alabama,41,10,158
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,Alaska,0,0,1
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,AR,18,4,72
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,Arizona,36,6,114
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,Arkansas,18,4,72
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,AZ,36,6,114
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,CA,189,70,474
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,California,189,70,474
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,CO,42,8,116
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,Colorado,42,8,116
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,Connecticut,35,11,87
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,CT,35,11,87
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,DC,14,3,49
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,DE,17,3,53
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,Delaware,17,3,53
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,District of Columbia,14,3,49
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,FL,101,27,327
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,Florida,101,27,327
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,GA,96,29,336
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,Georgia,96,29,336
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,Hawaii,0,0,0
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,HI,0,0,0
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,IA,46,10,137
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,ID,2,0,6
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,Idaho,2,0,6
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,IL,287,83,813
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,Illinois,287,83,813
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,IN,51,14,148
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,Indiana,51,14,148
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,Iowa,46,10,137
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,Kansas,7,2,22
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,Kentucky,14,3,58
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,KS,7,2,22
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,KY,14,3,58
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,LA,30,5,95
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,Louisiana,30,5,95
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,MA,61,18,142
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,Maine,7,2,27
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,Maryland,117,34,364
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,Massachusetts,61,18,142
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,MD,117,34,364
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,ME,7,2,27
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,MI,40,10,112
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,Michigan,40,10,112
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,Minnesota,95,29,267
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,Mississippi,41,11,161
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,Missouri,15,4,50
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,MN,95,29,267
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,MO,15,4,50
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,Montana,0,0,0
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,MS,41,11,161
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,MT,0,0,0
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,NC,84,25,316
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,ND,5,1,20
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,NE,23,5,75
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,Nebraska,23,5,75
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,Nevada,19,5,68
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,New Hampshire,7,2,27
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,New Jersey,83,24,251
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,New Mexico,23,7,107
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,New York,230,69,742
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,NH,7,2,27
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,NJ,83,24,251
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,NM,23,7,107
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,North Carolina,84,25,316
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,North Dakota,5,1,20
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,NV,19,5,68
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,NY,230,69,742
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,OH,78,19,206
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,Ohio,78,19,206
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,OK,14,3,42
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,Oklahoma,14,3,42
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,OR,5,1,18
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,Oregon,5,1,18
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,PA,74,22,259
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,Pennsylvania,74,22,259
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,Puerto Rico,9,3,39
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,Rhode Island,16,4,55
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,RI,16,4,55
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,SC,28,8,110
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,SD,6,2,22
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,South Carolina,28,8,110
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,South Dakota,6,2,22
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,Tennessee,21,5,61
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,Texas,109,26,435
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,TN,21,5,61
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,TX,109,26,435
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,UT,12,3,44
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,Utah,12,3,44
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,VA,96,30,372
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,Vermont,0,0,1
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,Virgin Islands,1,0,5
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,Virginia,96,30,372
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,VT,0,0,1
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,WA,22,7,57
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,Washington,22,7,57
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,West Virginia,7,1,23
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,WI,63,9,236
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,Wisconsin,63,9,236
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,WV,7,1,23
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,WY,1,0,3
LANL-GrowthRate,5/25/2020,15 day ahead inc hosp,Wyoming,1,0,3
CU-select,5/25/2020,17 day ahead inc hosp,AK,0,0,0
CU-select,5/25/2020,17 day ahead inc hosp,AL,43,20,84
CU-select,5/25/2020,17 day ahead inc hosp,Alabama,43,20,84
CU-select,5/25/2020,17 day ahead inc hosp,Alaska,0,0,0
CU-select,5/25/2020,17 day ahead inc hosp,AR,19,9,36
CU-select,5/25/2020,17 day ahead inc hosp,Arizona,28,16,49
CU-select,5/25/2020,17 day ahead inc hosp,Arkansas,19,9,36
CU-select,5/25/2020,17 day ahead inc hosp,AZ,28,16,49
CU-select,5/25/2020,17 day ahead inc hosp,CA,164,102,241
CU-select,5/25/2020,17 day ahead inc hosp,California,164,102,241
CU-select,5/25/2020,17 day ahead inc hosp,CO,34,20,57
CU-select,5/25/2020,17 day ahead inc hosp,Colorado,34,20,57
CU-select,5/25/2020,17 day ahead inc hosp,Connecticut,62,42,89
CU-select,5/25/2020,17 day ahead inc hosp,CT,62,42,89
CU-select,5/25/2020,17 day ahead inc hosp,DE,16,9,30
CU-select,5/25/2020,17 day ahead inc hosp,Delaware,16,9,30
CU-select,5/25/2020,17 day ahead inc hosp,FL,120,71,189
CU-select,5/25/2020,17 day ahead inc hosp,Florida,120,71,189
CU-select,5/25/2020,17 day ahead inc hosp,GA,46,20,99
CU-select,5/25/2020,17 day ahead inc hosp,Georgia,46,20,99
CU-select,5/25/2020,17 day ahead inc hosp,Hawaii,0,0,0
CU-select,5/25/2020,17 day ahead inc hosp,HI,0,0,0
CU-select,5/25/2020,17 day ahead inc hosp,IA,42,23,72
CU-select,5/25/2020,17 day ahead inc hosp,ID,0,0,3
CU-select,5/25/2020,17 day ahead inc hosp,Idaho,0,0,3
CU-select,5/25/2020,17 day ahead inc hosp,IL,137,91,211
CU-select,5/25/2020,17 day ahead inc hosp,Illinois,137,91,211
CU-select,5/25/2020,17 day ahead inc hosp,IN,62,30,121
CU-select,5/25/2020,17 day ahead inc hosp,Indiana,62,30,121
CU-select,5/25/2020,17 day ahead inc hosp,Iowa,42,23,72
CU-select,5/25/2020,17 day ahead inc hosp,Kansas,1,0,6
CU-select,5/25/2020,17 day ahead inc hosp,Kentucky,36,15,72
CU-select,5/25/2020,17 day ahead inc hosp,KS,1,0,6
CU-select,5/25/2020,17 day ahead inc hosp,KY,36,15,72
CU-select,5/25/2020,17 day ahead inc hosp,LA,34,20,63
CU-select,5/25/2020,17 day ahead inc hosp,Louisiana,34,20,63
CU-select,5/25/2020,17 day ahead inc hosp,MA,35,23,50
CU-select,5/25/2020,17 day ahead inc hosp,Maine,5,1,12
CU-select,5/25/2020,17 day ahead inc hosp,Maryland,96,61,141
CU-select,5/25/2020,17 day ahead inc hosp,Massachusetts,35,23,50
CU-select,5/25/2020,17 day ahead inc hosp,MD,96,61,141
CU-select,5/25/2020,17 day ahead inc hosp,ME,5,1,12
CU-select,5/25/2020,17 day ahead inc hosp,MI,44,23,70
CU-select,5/25/2020,17 day ahead inc hosp,Michigan,44,23,70
CU-select,5/25/2020,17 day ahead inc hosp,Minnesota,107,62,183
CU-select,5/25/2020,17 day ahead inc hosp,Mississippi,33,14,64
CU-select,5/25/2020,17 day ahead inc hosp,Missouri,9,3,18
CU-select,5/25/2020,17 day ahead inc hosp,MN,107,62,183
CU-select,5/25/2020,17 day ahead inc hosp,MO,9,3,18
CU-select,5/25/2020,17 day ahead inc hosp,Montana,0,0,0
CU-select,5/25/2020,17 day ahead inc hosp,MS,33,14,64
CU-select,5/25/2020,17 day ahead inc hosp,MT,0,0,0
CU-select,5/25/2020,17 day ahead inc hosp,National,2099,1382,3542
CU-select,5/25/2020,17 day ahead inc hosp,NC,160,83,300
CU-select,5/25/2020,17 day ahead inc hosp,ND,6,1,12
CU-select,5/25/2020,17 day ahead inc hosp,NE,45,22,94
CU-select,5/25/2020,17 day ahead inc hosp,Nebraska,45,22,94
CU-select,5/25/2020,17 day ahead inc hosp,Nevada,19,8,33
CU-select,5/25/2020,17 day ahead inc hosp,New Hampshire,3,1,8
CU-select,5/25/2020,17 day ahead inc hosp,New Jersey,32,22,45
CU-select,5/25/2020,17 day ahead inc hosp,New Mexico,4,0,9
CU-select,5/25/2020,17 day ahead inc hosp,New York,138,103,194
CU-select,5/25/2020,17 day ahead inc hosp,NH,3,1,8
CU-select,5/25/2020,17 day ahead inc hosp,NJ,32,22,45
CU-select,5/25/2020,17 day ahead inc hosp,NM,4,0,9
CU-select,5/25/2020,17 day ahead inc hosp,North Carolina,160,83,300
CU-select,5/25/2020,17 day ahead inc hosp,North Dakota,6,1,12
CU-select,5/25/2020,17 day ahead inc hosp,NV,19,8,33
CU-select,5/25/2020,17 day ahead inc hosp,NY,138,103,194
CU-select,5/25/2020,17 day ahead inc hosp,OH,72,41,126
CU-select,5/25/2020,17 day ahead inc hosp,Ohio,72,41,126
CU-select,5/25/2020,17 day ahead inc hosp,OK,8,2,23
CU-select,5/25/2020,17 day ahead inc hosp,Oklahoma,8,2,23
CU-select,5/25/2020,17 day ahead inc hosp,OR,3,0,10
CU-select,5/25/2020,17 day ahead inc hosp,Oregon,3,0,10
CU-select,5/25/2020,17 day ahead inc hosp,PA,54,33,79
CU-select,5/25/2020,17 day ahead inc hosp,Pennsylvania,54,33,79
CU-select,5/25/2020,17 day ahead inc hosp,Rhode Island,12,5,25
CU-select,5/25/2020,17 day ahead inc hosp,RI,12,5,25
CU-select,5/25/2020,17 day ahead inc hosp,SC,21,9,41
CU-select,5/25/2020,17 day ahead inc hosp,SD,1,0,4
CU-select,5/25/2020,17 day ahead inc hosp,South Carolina,21,9,41
CU-select,5/25/2020,17 day ahead inc hosp,South Dakota,1,0,4
CU-select,5/25/2020,17 day ahead inc hosp,Tennessee,21,10,43
CU-select,5/25/2020,17 day ahead inc hosp,Texas,118,76,209
CU-select,5/25/2020,17 day ahead inc hosp,TN,21,10,43
CU-select,5/25/2020,17 day ahead inc hosp,TX,118,76,209
CU-select,5/25/2020,17 day ahead inc hosp,UT,8,3,15
CU-select,5/25/2020,17 day ahead inc hosp,Utah,8,3,15
CU-select,5/25/2020,17 day ahead inc hosp,VA,138,84,228
CU-select,5/25/2020,17 day ahead inc hosp,Vermont,0,0,1
CU-select,5/25/2020,17 day ahead inc hosp,Virginia,138,84,228
CU-select,5/25/2020,17 day ahead inc hosp,VT,0,0,1
CU-select,5/25/2020,17 day ahead inc hosp,WA,13,5,24
CU-select,5/25/2020,17 day ahead inc hosp,Washington,13,5,24
CU-select,5/25/2020,17 day ahead inc hosp,West Virginia,3,0,10
CU-select,5/25/2020,17 day ahead inc hosp,WI,55,29,103
CU-select,5/25/2020,17 day ahead inc hosp,Wisconsin,55,29,103
CU-select,5/25/2020,17 day ahead inc hosp,WV,3,0,10
CU-select,5/25/2020,17 day ahead inc hosp,WY,0,0,1
CU-select,5/25/2020,17 day ahead inc hosp,Wyoming,0,0,1
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,AK,0,0,1
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,Alaska,0,0,1
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,AR,25,0,60
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,Arizona,87,0,133
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,Arkansas,25,0,60
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,AZ,87,0,133
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,CA,389,105,600
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,California,389,105,600
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,CO,56,0,314
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,Colorado,56,0,314
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,DE,29,0,77
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,Delaware,29,0,77
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,GA,143,0,298
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,Georgia,143,0,298
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,IA,0,0,1
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,ID,3,0,6
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,Idaho,3,0,6
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,IL,279,0,1064
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,Illinois,279,0,1064
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,IN,177,0,618
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,Indiana,177,0,618
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,Iowa,0,0,1
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,Kansas,11,0,20
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,Kentucky,45,0,94
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,KS,11,0,20
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,KY,45,0,94
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,LA,85,0,195
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,Louisiana,85,0,195
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,Maine,6,0,15
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,ME,6,0,15
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,MI,110,0,216
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,Michigan,110,0,216
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,Minnesota,116,0,199
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,Mississippi,77,0,156
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,Missouri,44,0,96
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,MN,116,0,199
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,MO,44,0,96
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,Montana,1,0,2
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,MS,77,0,156
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,MT,1,0,2
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,National,975,0,2588
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,ND,4,0,6
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,New Hampshire,39,1,82
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,New Jersey,716,0,1698
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,New Mexico,75,0,109
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,NH,39,1,82
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,NJ,716,0,1698
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,NM,75,0,109
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,North Dakota,4,0,6
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,OK,9,0,15
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,Oklahoma,9,0,15
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,SD,7,0,11
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,South Dakota,7,0,11
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,Tennessee,7,0,29
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,Texas,157,0,252
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,TN,7,0,29
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,TX,157,0,252
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,UT,216,40,398
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,Utah,216,40,398
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,VA,183,0,686
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,Vermont,0,0,1
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,Virginia,183,0,686
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,VT,0,0,1
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,West Virginia,3,0,13
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,WI,85,0,116
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,Wisconsin,85,0,116
GT-DeepCOVID,5/25/2020,16 day ahead inc hosp,WV,3,0,13
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,AK,0,0,0
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,AL,43,9,159
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,Alabama,43,9,159
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,Alaska,0,0,0
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,AR,20,4,70
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,Arizona,31,6,116
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,Arkansas,20,4,70
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,AZ,31,6,116
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,CA,184,49,541
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,California,184,49,541
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,CO,43,16,136
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,Colorado,43,16,136
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,Connecticut,33,10,108
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,CT,33,10,108
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,DC,13,4,42
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,DE,16,5,50
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,Delaware,16,5,50
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,District of Columbia,13,4,42
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,FL,98,37,320
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,Florida,98,37,320
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,GA,95,23,304
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,Georgia,95,23,304
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,Hawaii,0,0,0
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,HI,0,0,0
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,IA,44,12,150
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,ID,2,1,7
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,Idaho,2,1,7
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,IL,273,85,854
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,Illinois,273,85,854
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,IN,52,14,178
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,Indiana,52,14,178
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,Iowa,44,12,150
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,Kansas,7,2,22
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,Kentucky,14,3,50
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,KS,7,2,22
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,KY,14,3,50
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,LA,26,7,93
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,Louisiana,26,7,93
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,MA,55,15,160
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,Maine,8,2,29
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,Maryland,119,25,358
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,Massachusetts,55,15,160
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,MD,119,25,358
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,ME,8,2,29
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,MI,38,9,111
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,Michigan,38,9,111
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,Minnesota,96,18,366
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,Mississippi,40,9,111
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,Missouri,15,4,49
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,MN,96,18,366
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,MO,15,4,49
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,Montana,0,0,0
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,MS,40,9,111
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,MT,0,0,0
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,NC,90,16,354
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,ND,5,1,21
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,NE,23,6,77
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,Nebraska,23,6,77
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,Nevada,19,4,80
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,New Hampshire,6,1,23
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,New Jersey,83,26,239
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,New Mexico,22,8,62
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,New York,217,54,586
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,NH,6,1,23
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,NJ,83,26,239
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,NM,22,8,62
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,North Carolina,90,16,354
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,North Dakota,5,1,21
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,NV,19,4,80
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,NY,217,54,586
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,OH,79,21,215
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,Ohio,79,21,215
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,OK,14,4,48
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,Oklahoma,14,4,48
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,OR,4,1,12
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,Oregon,4,1,12
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,PA,71,23,239
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,Pennsylvania,71,23,239
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,Puerto Rico,9,2,41
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,Rhode Island,17,4,50
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,RI,17,4,50
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,SC,27,7,89
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,SD,6,1,25
LANL-GrowthRate,5/25/2020,16 day ahead inc hosp,South Carolina,27,7,89
