CBSA,FIPS,NAME,LSAD
24020,36115,"Washington County, NY",County or equivalent
24140,,"Goldsboro, NC",Metropolitan Statistical Area
24140,37191,"Wayne County, NC",County or equivalent
24220,,"Grand Forks, ND-MN",Metropolitan Statistical Area
24220,27119,"Polk County, MN",County or equivalent
24220,38035,"Grand Forks County, ND",County or equivalent
24260,,"Grand Island, NE",Metropolitan Statistical Area
24260,31079,"Hall County, NE",County or equivalent
24260,31093,"Howard County, NE",County or equivalent
24260,31121,"Merrick County, NE",County or equivalent
24300,,"Grand Junction, CO",Metropolitan Statistical Area
24300,8077,"Mesa County, CO",County or equivalent
24340,,"Grand Rapids-Kentwood, MI",Metropolitan Statistical Area
24340,26067,"Ionia County, MI",County or equivalent
24340,26081,"Kent County, MI",County or equivalent
24340,26117,"Montcalm County, MI",County or equivalent
24340,26139,"Ottawa County, MI",County or equivalent
24420,,"Grants Pass, OR",Metropolitan Statistical Area
24420,41033,"Josephine County, OR",County or equivalent
24500,,"Great Falls, MT",Metropolitan Statistical Area
24500,30013,"Cascade County, MT",County or equivalent
24540,,"Greeley, CO",Metropolitan Statistical Area
24540,8123,"Weld County, CO",County or equivalent
24580,,"Green Bay, WI",Metropolitan Statistical Area
24580,55009,"Brown County, WI",County or equivalent
24580,55061,"Kewaunee County, WI",County or equivalent
24580,55083,"Oconto County, WI",County or equivalent
24660,,"Greensboro-High Point, NC",Metropolitan Statistical Area
24660,37081,"Guilford County, NC",County or equivalent
24660,37151,"Randolph County, NC",County or equivalent
24660,37157,"Rockingham County, NC",County or equivalent
24780,,"Greenville, NC",Metropolitan Statistical Area
24780,37147,"Pitt County, NC",County or equivalent
24860,,"Greenville-Anderson, SC",Metropolitan Statistical Area
24860,45007,"Anderson County, SC",County or equivalent
24860,45045,"Greenville County, SC",County or equivalent
24860,45059,"Laurens County, SC",County or equivalent
24860,45077,"Pickens County, SC",County or equivalent
25060,,"Gulfport-Biloxi, MS",Metropolitan Statistical Area
25060,28045,"Hancock County, MS",County or equivalent
25060,28047,"Harrison County, MS",County or equivalent
25060,28059,"Jackson County, MS",County or equivalent
25060,28131,"Stone County, MS",County or equivalent
25180,,"Hagerstown-Martinsburg, MD-WV",Metropolitan Statistical Area
25180,24043,"Washington County, MD",County or equivalent
25180,54003,"Berkeley County, WV",County or equivalent
25180,54065,"Morgan County, WV",County or equivalent
25220,,"Hammond, LA",Metropolitan Statistical Area
25220,22105,"Tangipahoa Parish, LA",County or equivalent
25260,,"Hanford-Corcoran, CA",Metropolitan Statistical Area
25260,6031,"Kings County, CA",County or equivalent
25420,,"Harrisburg-Carlisle, PA",Metropolitan Statistical Area
25420,42041,"Cumberland County, PA",County or equivalent
25420,42043,"Dauphin County, PA",County or equivalent
25420,42099,"Perry County, PA",County or equivalent
25500,,"Harrisonburg, VA",Metropolitan Statistical Area
25500,51165,"Rockingham County, VA",County or equivalent
25500,51660,"Harrisonburg city, VA",County or equivalent
25540,,"Hartford-East Hartford-Middletown, CT",Metropolitan Statistical Area
25540,9003,"Hartford County, CT",County or equivalent
25540,9007,"Middlesex County, CT",County or equivalent
25540,9013,"Tolland County, CT",County or equivalent
25620,,"Hattiesburg, MS",Metropolitan Statistical Area
25620,28031,"Covington County, MS",County or equivalent
25620,28035,"Forrest County, MS",County or equivalent
25620,28073,"Lamar County, MS",County or equivalent
25620,28111,"Perry County, MS",County or equivalent
25860,,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area
25860,37003,"Alexander County, NC",County or equivalent
25860,37023,"Burke County, NC",County or equivalent
25860,37027,"Caldwell County, NC",County or equivalent
25860,37035,"Catawba County, NC",County or equivalent
25940,,"Hilton Head Island-Bluffton, SC",Metropolitan Statistical Area
25940,45013,"Beaufort County, SC",County or equivalent
25940,45053,"Jasper County, SC",County or equivalent
25980,,"Hinesville, GA",Metropolitan Statistical Area
25980,13179,"Liberty County, GA",County or equivalent
25980,13183,"Long County, GA",County or equivalent
26140,,"Homosassa Springs, FL",Metropolitan Statistical Area
26140,12017,"Citrus County, FL",County or equivalent
26300,,"Hot Springs, AR",Metropolitan Statistical Area
26300,5051,"Garland County, AR",County or equivalent
26380,,"Houma-Thibodaux, LA",Metropolitan Statistical Area
26380,22057,"Lafourche Parish, LA",County or equivalent
26380,22109,"Terrebonne Parish, LA",County or equivalent
26420,,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area
26420,48015,"Austin County, TX",County or equivalent
26420,48039,"Brazoria County, TX",County or equivalent
26420,48071,"Chambers County, TX",County or equivalent
26420,48157,"Fort Bend County, TX",County or equivalent
26420,48167,"Galveston County, TX",County or equivalent
26420,48201,"Harris County, TX",County or equivalent
26420,48291,"Liberty County, TX",County or equivalent
26420,48339,"Montgomery County, TX",County or equivalent
26420,48473,"Waller County, TX",County or equivalent
26580,,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area
26580,21019,"Boyd County, KY",County or equivalent
26580,21043,"Carter County, KY",County or equivalent
26580,21089,"Greenup County, KY",County or equivalent
26580,39087,"Lawrence County, OH",County or equivalent
26580,54011,"Cabell County, WV",County or equivalent
26580,54079,"Putnam County, WV",County or equivalent
26580,54099,"Wayne County, WV",County or equivalent
26620,,"Huntsville, AL",Metropolitan Statistical Area
26620,1083,"Limestone County, AL",County or equivalent
26620,1089,"Madison County, AL",County or equivalent
26820,,"Idaho Falls, ID",Metropolitan Statistical Area
26820,16019,"Bonneville County, ID",County or equivalent
26820,16023,"Butte County, ID",County or equivalent
26820,16051,"Jefferson County, ID",County or equivalent
26900,,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area
26900,18011,"Boone County, IN",County or equivalent
26900,18013,"Brown County, IN",County or equivalent
26900,18057,"Hamilton County, IN",County or equivalent
26900,18059,"Hancock County, IN",County or equivalent
26900,18063,"Hendricks County, IN",County or equivalent
26900,18081,"Johnson County, IN",County or equivalent
26900,18095,"Madison County, IN",County or equivalent
26900,18097,"Marion County, IN",County or equivalent
26900,18109,"Morgan County, IN",County or equivalent
26900,18133,"Putnam County, IN",County or equivalent
26900,18145,"Shelby County, IN",County or equivalent
26980,,"Iowa City, IA",Metropolitan Statistical Area
26980,19103,"Johnson County, IA",County or equivalent
26980,19183,"Washington County, IA",County or equivalent
27060,,"Ithaca, NY",Metropolitan Statistical Area
27060,36109,"Tompkins County, NY",County or equivalent
27100,,"Jackson, MI",Metropolitan Statistical Area
27100,26075,"Jackson County, MI",County or equivalent
27140,,"Jackson, MS",Metropolitan Statistical Area
27140,28029,"Copiah County, MS",County or equivalent
27140,28049,"Hinds County, MS",County or equivalent
27140,28051,"Holmes County, MS",County or equivalent
27140,28089,"Madison County, MS",County or equivalent
27140,28121,"Rankin County, MS",County or equivalent
27140,28127,"Simpson County, MS",County or equivalent
27140,28163,"Yazoo County, MS",County or equivalent
27180,,"Jackson, TN",Metropolitan Statistical Area
27180,47023,"Chester County, TN",County or equivalent
27180,47033,"Crockett County, TN",County or equivalent
27180,47053,"Gibson County, TN",County or equivalent
27180,47113,"Madison County, TN",County or equivalent
27260,,"Jacksonville, FL",Metropolitan Statistical Area
27260,12003,"Baker County, FL",County or equivalent
27260,12019,"Clay County, FL",County or equivalent
27260,12031,"Duval County, FL",County or equivalent
27260,12089,"Nassau County, FL",County or equivalent
27260,12109,"St. Johns County, FL",County or equivalent
27340,,"Jacksonville, NC",Metropolitan Statistical Area
27340,37133,"Onslow County, NC",County or equivalent
27500,,"Janesville-Beloit, WI",Metropolitan Statistical Area
27500,55105,"Rock County, WI",County or equivalent
27620,,"Jefferson City, MO",Metropolitan Statistical Area
27620,29027,"Callaway County, MO",County or equivalent
27620,29051,"Cole County, MO",County or equivalent
27620,29135,"Moniteau County, MO",County or equivalent
27620,29151,"Osage County, MO",County or equivalent
27740,,"Johnson City, TN",Metropolitan Statistical Area
27740,47019,"Carter County, TN",County or equivalent
27740,47171,"Unicoi County, TN",County or equivalent
27740,47179,"Washington County, TN",County or equivalent
27780,,"Johnstown, PA",Metropolitan Statistical Area
27780,42021,"Cambria County, PA",County or equivalent
27860,,"Jonesboro, AR",Metropolitan Statistical Area
27860,5031,"Craighead County, AR",County or equivalent
27860,5111,"Poinsett County, AR",County or equivalent
27900,,"Joplin, MO",Metropolitan Statistical Area
27900,29097,"Jasper County, MO",County or equivalent
27900,29145,"Newton County, MO",County or equivalent
27980,,"Kahului-Wailuku-Lahaina, HI",Metropolitan Statistical Area
27980,15009,"Maui County, HI",County or equivalent
28020,,"Kalamazoo-Portage, MI",Metropolitan Statistical Area
28020,26077,"Kalamazoo County, MI",County or equivalent
28100,,"Kankakee, IL",Metropolitan Statistical Area
28100,17091,"Kankakee County, IL",County or equivalent
28140,,"Kansas City, MO-KS",Metropolitan Statistical Area
28140,20091,"Johnson County, KS",County or equivalent
28140,20103,"Leavenworth County, KS",County or equivalent
28140,20107,"Linn County, KS",County or equivalent
28140,20121,"Miami County, KS",County or equivalent
28140,20209,"Wyandotte County, KS",County or equivalent
28140,29013,"Bates County, MO",County or equivalent
28140,29025,"Caldwell County, MO",County or equivalent
28140,29037,"Cass County, MO",County or equivalent
28140,29047,"Clay County, MO",County or equivalent
28140,29049,"Clinton County, MO",County or equivalent
28140,29095,"Jackson County, MO",County or equivalent
28140,29107,"Lafayette County, MO",County or equivalent
28140,29165,"Platte County, MO",County or equivalent
28140,29177,"Ray County, MO",County or equivalent
28420,,"Kennewick-Richland, WA",Metropolitan Statistical Area
28420,53005,"Benton County, WA",County or equivalent
28420,53021,"Franklin County, WA",County or equivalent
28660,,"Killeen-Temple, TX",Metropolitan Statistical Area
28660,48027,"Bell County, TX",County or equivalent
28660,48099,"Coryell County, TX",County or equivalent
28660,48281,"Lampasas County, TX",County or equivalent
28700,,"Kingsport-Bristol, TN-VA",Metropolitan Statistical Area
28700,47073,"Hawkins County, TN",County or equivalent
28700,47163,"Sullivan County, TN",County or equivalent
28700,51169,"Scott County, VA",County or equivalent
28700,51191,"Washington County, VA",County or equivalent
28700,51520,"Bristol city, VA",County or equivalent
28740,,"Kingston, NY",Metropolitan Statistical Area
28740,36111,"Ulster County, NY",County or equivalent
28940,,"Knoxville, TN",Metropolitan Statistical Area
28940,47001,"Anderson County, TN",County or equivalent
28940,47009,"Blount County, TN",County or equivalent
28940,47013,"Campbell County, TN",County or equivalent
28940,47093,"Knox County, TN",County or equivalent
28940,47105,"Loudon County, TN",County or equivalent
28940,47129,"Morgan County, TN",County or equivalent
28940,47145,"Roane County, TN",County or equivalent
28940,47173,"Union County, TN",County or equivalent
29020,,"Kokomo, IN",Metropolitan Statistical Area
29020,18067,"Howard County, IN",County or equivalent
29100,,"La Crosse-Onalaska, WI-MN",Metropolitan Statistical Area
29100,27055,"Houston County, MN",County or equivalent
29100,55063,"La Crosse County, WI",County or equivalent
29180,,"Lafayette, LA",Metropolitan Statistical Area
29180,22001,"Acadia Parish, LA",County or equivalent
29180,22045,"Iberia Parish, LA",County or equivalent
29180,22055,"Lafayette Parish, LA",County or equivalent
29180,22099,"St. Martin Parish, LA",County or equivalent
29180,22113,"Vermilion Parish, LA",County or equivalent
29200,,"Lafayette-West Lafayette, IN",Metropolitan Statistical Area
29200,18007,"Benton County, IN",County or equivalent
29200,18015,"Carroll County, IN",County or equivalent
29200,18157,"Tippecanoe County, IN",County or equivalent
29200,18171,"Warren County, IN",County or equivalent
29340,,"Lake Charles, LA",Metropolitan Statistical Area
29340,22019,"Calcasieu Parish, LA",County or equivalent
29340,22023,"Cameron Parish, LA",County or equivalent
29420,,"Lake Havasu City-Kingman, AZ",Metropolitan Statistical Area
29420,4015,"Mohave County, AZ",County or equivalent
29460,,"Lakeland-Winter Haven, FL",Metropolitan Statistical Area
29460,12105,"Polk County, FL",County or equivalent
29540,,"Lancaster, PA",Metropolitan Statistical Area
29540,42071,"Lancaster County, PA",County or equivalent
29620,,"Lansing-East Lansing, MI",Metropolitan Statistical Area
29620,26037,"Clinton County, MI",County or equivalent
29620,26045,"Eaton County, MI",County or equivalent
29620,26065,"Ingham County, MI",County or equivalent
29620,26155,"Shiawassee County, MI",County or equivalent
29700,,"Laredo, TX",Metropolitan Statistical Area
29700,48479,"Webb County, TX",County or equivalent
29740,,"Las Cruces, NM",Metropolitan Statistical Area
29740,35013,"Doña Ana County, NM",County or equivalent
29820,,"Las Vegas-Henderson-Paradise, NV",Metropolitan Statistical Area
29820,32003,"Clark County, NV",County or equivalent
29940,,"Lawrence, KS",Metropolitan Statistical Area
29940,20045,"Douglas County, KS",County or equivalent
30020,,"Lawton, OK",Metropolitan Statistical Area
30020,40031,"Comanche County, OK",County or equivalent
30020,40033,"Cotton County, OK",County or equivalent
30140,,"Lebanon, PA",Metropolitan Statistical Area
30140,42075,"Lebanon County, PA",County or equivalent
30300,,"Lewiston, ID-WA",Metropolitan Statistical Area
30300,16069,"Nez Perce County, ID",County or equivalent
30300,53003,"Asotin County, WA",County or equivalent
30340,,"Lewiston-Auburn, ME",Metropolitan Statistical Area
30340,23001,"Androscoggin County, ME",County or equivalent
30460,,"Lexington-Fayette, KY",Metropolitan Statistical Area
30460,21017,"Bourbon County, KY",County or equivalent
30460,21049,"Clark County, KY",County or equivalent
30460,21067,"Fayette County, KY",County or equivalent
30460,21113,"Jessamine County, KY",County or equivalent
30460,21209,"Scott County, KY",County or equivalent
30460,21239,"Woodford County, KY",County or equivalent
30620,,"Lima, OH",Metropolitan Statistical Area
30620,39003,"Allen County, OH",County or equivalent
30700,,"Lincoln, NE",Metropolitan Statistical Area
30700,31109,"Lancaster County, NE",County or equivalent
30700,31159,"Seward County, NE",County or equivalent
30780,,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area
30780,5045,"Faulkner County, AR",County or equivalent
30780,5053,"Grant County, AR",County or equivalent
30780,5085,"Lonoke County, AR",County or equivalent
30780,5105,"Perry County, AR",County or equivalent
30780,5119,"Pulaski County, AR",County or equivalent
30780,5125,"Saline County, AR",County or equivalent
30860,,"Logan, UT-ID",Metropolitan Statistical Area
30860,16041,"Franklin County, ID",County or equivalent
30860,49005,"Cache County, UT",County or equivalent
30980,,"Longview, TX",Metropolitan Statistical Area
30980,48183,"Gregg County, TX",County or equivalent
30980,48203,"Harrison County, TX",County or equivalent
30980,48401,"Rusk County, TX",County or equivalent
30980,48459,"Upshur County, TX",County or equivalent
31020,,"Longview, WA",Metropolitan Statistical Area
31020,53015,"Cowlitz County, WA",County or equivalent
31080,,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area
31080,,"Anaheim-Santa Ana-Irvine, CA",Metropolitan Division
31080,6059,"Orange County, CA",County or equivalent
31080,,"Los Angeles-Long Beach-Glendale, CA",Metropolitan Division
31080,6037,"Los Angeles County, CA",County or equivalent
31140,,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area
31140,18019,"Clark County, IN",County or equivalent
31140,18043,"Floyd County, IN",County or equivalent
31140,18061,"Harrison County, IN",County or equivalent
31140,18175,"Washington County, IN",County or equivalent
31140,21029,"Bullitt County, KY",County or equivalent
31140,21103,"Henry County, KY",County or equivalent
31140,21111,"Jefferson County, KY",County or equivalent
31140,21185,"Oldham County, KY",County or equivalent
31140,21211,"Shelby County, KY",County or equivalent
31140,21215,"Spencer County, KY",County or equivalent
31180,,"Lubbock, TX",Metropolitan Statistical Area
31180,48107,"Crosby County, TX",County or equivalent
31180,48303,"Lubbock County, TX",County or equivalent
31180,48305,"Lynn County, TX",County or equivalent
31340,,"Lynchburg, VA",Metropolitan Statistical Area
31340,51009,"Amherst County, VA",County or equivalent
31340,51011,"Appomattox County, VA",County or equivalent
31340,51019,"Bedford County, VA",County or equivalent
31340,51031,"Campbell County, VA",County or equivalent
31340,51680,"Lynchburg city, VA",County or equivalent
31420,,"Macon-Bibb County, GA",Metropolitan Statistical Area
31420,13021,"Bibb County, GA",County or equivalent
31420,13079,"Crawford County, GA",County or equivalent
31420,13169,"Jones County, GA",County or equivalent
31420,13207,"Monroe County, GA",County or equivalent
31420,13289,"Twiggs County, GA",County or equivalent
31460,,"Madera, CA",Metropolitan Statistical Area
31460,6039,"Madera County, CA",County or equivalent
31540,,"Madison, WI",Metropolitan Statistical Area
31540,55021,"Columbia County, WI",County or equivalent
31540,55025,"Dane County, WI",County or equivalent
31540,55045,"Green County, WI",County or equivalent
31540,55049,"Iowa County, WI",County or equivalent
31700,,"Manchester-Nashua, NH",Metropolitan Statistical Area
31700,33011,"Hillsborough County, NH",County or equivalent
31740,,"Manhattan, KS",Metropolitan Statistical Area
31740,20061,"Geary County, KS",County or equivalent
31740,20149,"Pottawatomie County, KS",County or equivalent
31740,20161,"Riley County, KS",County or equivalent
31860,,"Mankato, MN",Metropolitan Statistical Area
31860,27013,"Blue Earth County, MN",County or equivalent
31860,27103,"Nicollet County, MN",County or equivalent
31900,,"Mansfield, OH",Metropolitan Statistical Area
31900,39139,"Richland County, OH",County or equivalent
32580,,"McAllen-Edinburg-Mission, TX",Metropolitan Statistical Area
32580,48215,"Hidalgo County, TX",County or equivalent
32780,,"Medford, OR",Metropolitan Statistical Area
32780,41029,"Jackson County, OR",County or equivalent
32820,,"Memphis, TN-MS-AR",Metropolitan Statistical Area
32820,5035,"Crittenden County, AR",County or equivalent
32820,28033,"DeSoto County, MS",County or equivalent
32820,28093,"Marshall County, MS",County or equivalent
32820,28137,"Tate County, MS",County or equivalent
32820,28143,"Tunica County, MS",County or equivalent
32820,47047,"Fayette County, TN",County or equivalent
32820,47157,"Shelby County, TN",County or equivalent
32820,47167,"Tipton County, TN",County or equivalent
32900,,"Merced, CA",Metropolitan Statistical Area
32900,6047,"Merced County, CA",County or equivalent
33100,,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area
33100,,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Metropolitan Division
33100,12011,"Broward County, FL",County or equivalent
33100,,"Miami-Miami Beach-Kendall, FL",Metropolitan Division
33100,12086,"Miami-Dade County, FL",County or equivalent
33100,,"West Palm Beach-Boca Raton-Boynton Beach, FL",Metropolitan Division
33100,12099,"Palm Beach County, FL",County or equivalent
33140,,"Michigan City-La Porte, IN",Metropolitan Statistical Area
33140,18091,"LaPorte County, IN",County or equivalent
33220,,"Midland, MI",Metropolitan Statistical Area
33220,26111,"Midland County, MI",County or equivalent
33260,,"Midland, TX",Metropolitan Statistical Area
33260,48317,"Martin County, TX",County or equivalent
33260,48329,"Midland County, TX",County or equivalent
33340,,"Milwaukee-Waukesha, WI",Metropolitan Statistical Area
33340,55079,"Milwaukee County, WI",County or equivalent
33340,55089,"Ozaukee County, WI",County or equivalent
33340,55131,"Washington County, WI",County or equivalent
33340,55133,"Waukesha County, WI",County or equivalent
33460,,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area
33460,27003,"Anoka County, MN",County or equivalent
33460,27019,"Carver County, MN",County or equivalent
33460,27025,"Chisago County, MN",County or equivalent
33460,27037,"Dakota County, MN",County or equivalent
33460,27053,"Hennepin County, MN",County or equivalent
33460,27059,"Isanti County, MN",County or equivalent
33460,27079,"Le Sueur County, MN",County or equivalent
33460,27095,"Mille Lacs County, MN",County or equivalent
33460,27123,"Ramsey County, MN",County or equivalent
33460,27139,"Scott County, MN",County or equivalent
33460,27141,"Sherburne County, MN",County or equivalent
33460,27163,"Washington County, MN",County or equivalent
33460,27171,"Wright County, MN",County or equivalent
33460,55093,"Pierce County, WI",County or equivalent
33460,55109,"St. Croix County, WI",County or equivalent
33540,,"Missoula, MT",Metropolitan Statistical Area
33540,30063,"Missoula County, MT",County or equivalent
33660,,"Mobile, AL",Metropolitan Statistical Area
33660,1097,"Mobile County, AL",County or equivalent
33660,1129,"Washington County, AL",County or equivalent
33700,,"Modesto, CA",Metropolitan Statistical Area
33700,6099,"Stanislaus County, CA",County or equivalent
33740,,"Monroe, LA",Metropolitan Statistical Area
33740,22067,"Morehouse Parish, LA",County or equivalent
33740,22073,"Ouachita Parish, LA",County or equivalent
33740,22111,"Union Parish, LA",County or equivalent
33780,,"Monroe, MI",Metropolitan Statistical Area
33780,26115,"Monroe County, MI",County or equivalent
33860,,"Montgomery, AL",Metropolitan Statistical Area
33860,1001,"Autauga County, AL",County or equivalent
33860,1051,"Elmore County, AL",County or equivalent
33860,1085,"Lowndes County, AL",County or equivalent
33860,1101,"Montgomery County, AL",County or equivalent
34060,,"Morgantown, WV",Metropolitan Statistical Area
34060,54061,"Monongalia County, WV",County or equivalent
34060,54077,"Preston County, WV",County or equivalent
34100,,"Morristown, TN",Metropolitan Statistical Area
34100,47057,"Grainger County, TN",County or equivalent
34100,47063,"Hamblen County, TN",County or equivalent
34100,47089,"Jefferson County, TN",County or equivalent
34580,,"Mount Vernon-Anacortes, WA",Metropolitan Statistical Area
34580,53057,"Skagit County, WA",County or equivalent
34620,,"Muncie, IN",Metropolitan Statistical Area
34620,18035,"Delaware County, IN",County or equivalent
34740,,"Muskegon, MI",Metropolitan Statistical Area
34740,26121,"Muskegon County, MI",County or equivalent
34820,,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Metropolitan Statistical Area
34820,37019,"Brunswick County, NC",County or equivalent
34820,45051,"Horry County, SC",County or equivalent
34900,,"Napa, CA",Metropolitan Statistical Area
34900,6055,"Napa County, CA",County or equivalent
34940,,"Naples-Marco Island, FL",Metropolitan Statistical Area
34940,12021,"Collier County, FL",County or equivalent
34980,,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area
34980,47015,"Cannon County, TN",County or equivalent
34980,47021,"Cheatham County, TN",County or equivalent
34980,47037,"Davidson County, TN",County or equivalent
34980,47043,"Dickson County, TN",County or equivalent
34980,47111,"Macon County, TN",County or equivalent
34980,47119,"Maury County, TN",County or equivalent
34980,47147,"Robertson County, TN",County or equivalent
34980,47149,"Rutherford County, TN",County or equivalent
34980,47159,"Smith County, TN",County or equivalent
34980,47165,"Sumner County, TN",County or equivalent
34980,47169,"Trousdale County, TN",County or equivalent
34980,47187,"Williamson County, TN",County or equivalent
34980,47189,"Wilson County, TN",County or equivalent
35100,,"New Bern, NC",Metropolitan Statistical Area
35100,37049,"Craven County, NC",County or equivalent
35100,37103,"Jones County, NC",County or equivalent
35100,37137,"Pamlico County, NC",County or equivalent
35300,,"New Haven-Milford, CT",Metropolitan Statistical Area
35300,9009,"New Haven County, CT",County or equivalent
35380,,"New Orleans-Metairie, LA",Metropolitan Statistical Area
35380,22051,"Jefferson Parish, LA",County or equivalent
35380,22071,"Orleans Parish, LA",County or equivalent
35380,22075,"Plaquemines Parish, LA",County or equivalent
35380,22087,"St. Bernard Parish, LA",County or equivalent
35380,22089,"St. Charles Parish, LA",County or equivalent
35380,22093,"St. James Parish, LA",County or equivalent
35380,22095,"St. John the Baptist Parish, LA",County or equivalent
35380,22103,"St. Tammany Parish, LA",County or equivalent
35620,,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area
35620,,"Nassau County-Suffolk County, NY",Metropolitan Division
35620,36059,"Nassau County, NY",County or equivalent
35620,36103,"Suffolk County, NY",County or equivalent
35620,,"Newark, NJ-PA",Metropolitan Division
35620,34013,"Essex County, NJ",County or equivalent
35620,34019,"Hunterdon County, NJ",County or equivalent
35620,34027,"Morris County, NJ",County or equivalent
35620,34037,"Sussex County, NJ",County or equivalent
35620,34039,"Union County, NJ",County or equivalent
35620,42103,"Pike County, PA",County or equivalent
35620,,"New Brunswick-Lakewood, NJ",Metropolitan Division
35620,34023,"Middlesex County, NJ",County or equivalent
35620,34025,"Monmouth County, NJ",County or equivalent
35620,34029,"Ocean County, NJ",County or equivalent
35620,34035,"Somerset County, NJ",County or equivalent
35620,,"New York-Jersey City-White Plains, NY-NJ",Metropolitan Division
35620,34003,"Bergen County, NJ",County or equivalent
35620,34017,"Hudson County, NJ",County or equivalent
35620,34031,"Passaic County, NJ",County or equivalent
35620,36005,"Bronx County, NY",County or equivalent
35620,36047,"Kings County, NY",County or equivalent
35620,36061,"New York County, NY",County or equivalent
35620,36079,"Putnam County, NY",County or equivalent
35620,36081,"Queens County, NY",County or equivalent
35620,36085,"Richmond County, NY",County or equivalent
35620,36087,"Rockland County, NY",County or equivalent
35620,36119,"Westchester County, NY",County or equivalent
35660,,"Niles, MI",Metropolitan Statistical Area
35660,26021,"Berrien County, MI",County or equivalent
35840,,"North Port-Sarasota-Bradenton, FL",Metropolitan Statistical Area
35840,12081,"Manatee County, FL",County or equivalent
35840,12115,"Sarasota County, FL",County or equivalent
35980,,"Norwich-New London, CT",Metropolitan Statistical Area
35980,9011,"New London County, CT",County or equivalent
36100,,"Ocala, FL",Metropolitan Statistical Area
36100,12083,"Marion County, FL",County or equivalent
36140,,"Ocean City, NJ",Metropolitan Statistical Area
36140,34009,"Cape May County, NJ",County or equivalent
36220,,"Odessa, TX",Metropolitan Statistical Area
36220,48135,"Ector County, TX",County or equivalent
36260,,"Ogden-Clearfield, UT",Metropolitan Statistical Area
36260,49003,"Box Elder County, UT",County or equivalent
36260,49011,"Davis County, UT",County or equivalent
36260,49029,"Morgan County, UT",County or equivalent
36260,49057,"Weber County, UT",County or equivalent
36420,,"Oklahoma City, OK",Metropolitan Statistical Area
36420,40017,"Canadian County, OK",County or equivalent
36420,40027,"Cleveland County, OK",County or equivalent
36420,40051,"Grady County, OK",County or equivalent
36420,40081,"Lincoln County, OK",County or equivalent
36420,40083,"Logan County, OK",County or equivalent
36420,40087,"McClain County, OK",County or equivalent
36420,40109,"Oklahoma County, OK",County or equivalent
36500,,"Olympia-Lacey-Tumwater, WA",Metropolitan Statistical Area
36500,53067,"Thurston County, WA",County or equivalent
36540,,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area
36540,19085,"Harrison County, IA",County or equivalent
36540,19129,"Mills County, IA",County or equivalent
36540,19155,"Pottawattamie County, IA",County or equivalent
36540,31025,"Cass County, NE",County or equivalent
36540,31055,"Douglas County, NE",County or equivalent
36540,31153,"Sarpy County, NE",County or equivalent
36540,31155,"Saunders County, NE",County or equivalent
36540,31177,"Washington County, NE",County or equivalent
36740,,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area
36740,12069,"Lake County, FL",County or equivalent
36740,12095,"Orange County, FL",County or equivalent
36740,12097,"Osceola County, FL",County or equivalent
36740,12117,"Seminole County, FL",County or equivalent
36780,,"Oshkosh-Neenah, WI",Metropolitan Statistical Area
36780,55139,"Winnebago County, WI",County or equivalent
36980,,"Owensboro, KY",Metropolitan Statistical Area
36980,21059,"Daviess County, KY",County or equivalent
36980,21091,"Hancock County, KY",County or equivalent
36980,21149,"McLean County, KY",County or equivalent
37100,,"Oxnard-Thousand Oaks-Ventura, CA",Metropolitan Statistical Area
37100,6111,"Ventura County, CA",County or equivalent
37340,,"Palm Bay-Melbourne-Titusville, FL",Metropolitan Statistical Area
37340,12009,"Brevard County, FL",County or equivalent
37460,,"Panama City, FL",Metropolitan Statistical Area
37460,12005,"Bay County, FL",County or equivalent
37620,,"Parkersburg-Vienna, WV",Metropolitan Statistical Area
37620,54105,"Wirt County, WV",County or equivalent
37620,54107,"Wood County, WV",County or equivalent
37860,,"Pensacola-Ferry Pass-Brent, FL",Metropolitan Statistical Area
37860,12033,"Escambia County, FL",County or equivalent
37860,12113,"Santa Rosa County, FL",County or equivalent
37900,,"Peoria, IL",Metropolitan Statistical Area
37900,17057,"Fulton County, IL",County or equivalent
37900,17123,"Marshall County, IL",County or equivalent
37900,17143,"Peoria County, IL",County or equivalent
37900,17175,"Stark County, IL",County or equivalent
37900,17179,"Tazewell County, IL",County or equivalent
37900,17203,"Woodford County, IL",County or equivalent
37980,,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area
37980,,"Camden, NJ",Metropolitan Division
