CBSA,FIPS,NAME,LSAD
37980,34005,"Burlington County, NJ",County or equivalent
37980,34007,"Camden County, NJ",County or equivalent
37980,34015,"Gloucester County, NJ",County or equivalent
37980,,"Montgomery County-Bucks County-Chester County, PA",Metropolitan Division
37980,42017,"Bucks County, PA",County or equivalent
37980,42029,"Chester County, PA",County or equivalent
37980,42091,"Montgomery County, PA",County or equivalent
37980,,"Philadelphia, PA",Metropolitan Division
37980,42045,"Delaware County, PA",County or equivalent
37980,42101,"Philadelphia County, PA",County or equivalent
37980,,"Wilmington, DE-MD-NJ",Metropolitan Division
37980,10003,"New Castle County, DE",County or equivalent
37980,24015,"Cecil County, MD",County or equivalent
37980,34033,"Salem County, NJ",County or equivalent
38060,,"Phoenix-Mesa-Chandler, AZ",Metropolitan Statistical Area
38060,4013,"Maricopa County, AZ",County or equivalent
38060,4021,"Pinal County, AZ",County or equivalent
38220,,"Pine Bluff, AR",Metropolitan Statistical Area
38220,5025,"Cleveland County, AR",County or equivalent
38220,5069,"Jefferson County, AR",County or equivalent
38220,5079,"Lincoln County, AR",County or equivalent
38300,,"Pittsburgh, PA",Metropolitan Statistical Area
38300,42003,"Allegheny County, PA",County or equivalent
38300,42005,"Armstrong County, PA",County or equivalent
38300,42007,"Beaver County, PA",County or equivalent
38300,42019,"Butler County, PA",County or equivalent
38300,42051,"Fayette County, PA",County or equivalent
38300,42125,"Washington County, PA",County or equivalent
38300,42129,"Westmoreland County, PA",County or equivalent
38340,,"Pittsfield, MA",Metropolitan Statistical Area
38340,25003,"Berkshire County, MA",County or equivalent
38540,,"Pocatello, ID",Metropolitan Statistical Area
38540,16005,"Bannock County, ID",County or equivalent
38540,16077,"Power County, ID",County or equivalent
38860,,"Portland-South Portland, ME",Metropolitan Statistical Area
38860,23005,"Cumberland County, ME",County or equivalent
38860,23023,"Sagadahoc County, ME",County or equivalent
38860,23031,"York County, ME",County or equivalent
38900,,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area
38900,41005,"Clackamas County, OR",County or equivalent
38900,41009,"Columbia County, OR",County or equivalent
38900,41051,"Multnomah County, OR",County or equivalent
38900,41067,"Washington County, OR",County or equivalent
38900,41071,"Yamhill County, OR",County or equivalent
38900,53011,"Clark County, WA",County or equivalent
38900,53059,"Skamania County, WA",County or equivalent
38940,,"Port St. Lucie, FL",Metropolitan Statistical Area
38940,12085,"Martin County, FL",County or equivalent
38940,12111,"St. Lucie County, FL",County or equivalent
39100,,"Poughkeepsie-Newburgh-Middletown, NY",Metropolitan Statistical Area
39100,36027,"Dutchess County, NY",County or equivalent
39100,36071,"Orange County, NY",County or equivalent
39150,,"Prescott Valley-Prescott, AZ",Metropolitan Statistical Area
39150,4025,"Yavapai County, AZ",County or equivalent
39300,,"Providence-Warwick, RI-MA",Metropolitan Statistical Area
39300,25005,"Bristol County, MA",County or equivalent
39300,44001,"Bristol County, RI",County or equivalent
39300,44003,"Kent County, RI",County or equivalent
39300,44005,"Newport County, RI",County or equivalent
39300,44007,"Providence County, RI",County or equivalent
39300,44009,"Washington County, RI",County or equivalent
39340,,"Provo-Orem, UT",Metropolitan Statistical Area
39340,49023,"Juab County, UT",County or equivalent
39340,49049,"Utah County, UT",County or equivalent
39380,,"Pueblo, CO",Metropolitan Statistical Area
39380,8101,"Pueblo County, CO",County or equivalent
39460,,"Punta Gorda, FL",Metropolitan Statistical Area
39460,12015,"Charlotte County, FL",County or equivalent
39540,,"Racine, WI",Metropolitan Statistical Area
39540,55101,"Racine County, WI",County or equivalent
39580,,"Raleigh-Cary, NC",Metropolitan Statistical Area
39580,37069,"Franklin County, NC",County or equivalent
39580,37101,"Johnston County, NC",County or equivalent
39580,37183,"Wake County, NC",County or equivalent
39660,,"Rapid City, SD",Metropolitan Statistical Area
39660,46093,"Meade County, SD",County or equivalent
39660,46103,"Pennington County, SD",County or equivalent
39740,,"Reading, PA",Metropolitan Statistical Area
39740,42011,"Berks County, PA",County or equivalent
39820,,"Redding, CA",Metropolitan Statistical Area
39820,6089,"Shasta County, CA",County or equivalent
39900,,"Reno, NV",Metropolitan Statistical Area
39900,32029,"Storey County, NV",County or equivalent
39900,32031,"Washoe County, NV",County or equivalent
40060,,"Richmond, VA",Metropolitan Statistical Area
40060,51007,"Amelia County, VA",County or equivalent
40060,51036,"Charles City County, VA",County or equivalent
40060,51041,"Chesterfield County, VA",County or equivalent
40060,51053,"Dinwiddie County, VA",County or equivalent
40060,51075,"Goochland County, VA",County or equivalent
40060,51085,"Hanover County, VA",County or equivalent
40060,51087,"Henrico County, VA",County or equivalent
40060,51097,"King and Queen County, VA",County or equivalent
40060,51101,"King William County, VA",County or equivalent
40060,51127,"New Kent County, VA",County or equivalent
40060,51145,"Powhatan County, VA",County or equivalent
40060,51149,"Prince George County, VA",County or equivalent
40060,51183,"Sussex County, VA",County or equivalent
40060,51570,"Colonial Heights city, VA",County or equivalent
40060,51670,"Hopewell city, VA",County or equivalent
40060,51730,"Petersburg city, VA",County or equivalent
40060,51760,"Richmond city, VA",County or equivalent
40140,,"Riverside-San Bernardino-Ontario, CA",Metropolitan Statistical Area
40140,6065,"Riverside County, CA",County or equivalent
40140,6071,"San Bernardino County, CA",County or equivalent
40220,,"Roanoke, VA",Metropolitan Statistical Area
40220,51023,"Botetourt County, VA",County or equivalent
40220,51045,"Craig County, VA",County or equivalent
40220,51067,"Franklin County, VA",County or equivalent
40220,51161,"Roanoke County, VA",County or equivalent
40220,51770,"Roanoke city, VA",County or equivalent
40220,51775,"Salem city, VA",County or equivalent
40340,,"Rochester, MN",Metropolitan Statistical Area
40340,27039,"Dodge County, MN",County or equivalent
40340,27045,"Fillmore County, MN",County or equivalent
40340,27109,"Olmsted County, MN",County or equivalent
40340,27157,"Wabasha County, MN",County or equivalent
40380,,"Rochester, NY",Metropolitan Statistical Area
40380,36051,"Livingston County, NY",County or equivalent
40380,36055,"Monroe County, NY",County or equivalent
40380,36069,"Ontario County, NY",County or equivalent
40380,36073,"Orleans County, NY",County or equivalent
40380,36117,"Wayne County, NY",County or equivalent
40380,36123,"Yates County, NY",County or equivalent
40420,,"Rockford, IL",Metropolitan Statistical Area
40420,17007,"Boone County, IL",County or equivalent
40420,17201,"Winnebago County, IL",County or equivalent
40580,,"Rocky Mount, NC",Metropolitan Statistical Area
40580,37065,"Edgecombe County, NC",County or equivalent
40580,37127,"Nash County, NC",County or equivalent
40660,,"Rome, GA",Metropolitan Statistical Area
40660,13115,"Floyd County, GA",County or equivalent
40900,,"Sacramento-Roseville-Folsom, CA",Metropolitan Statistical Area
40900,6017,"El Dorado County, CA",County or equivalent
40900,6061,"Placer County, CA",County or equivalent
40900,6067,"Sacramento County, CA",County or equivalent
40900,6113,"Yolo County, CA",County or equivalent
40980,,"Saginaw, MI",Metropolitan Statistical Area
40980,26145,"Saginaw County, MI",County or equivalent
41060,,"St. Cloud, MN",Metropolitan Statistical Area
41060,27009,"Benton County, MN",County or equivalent
41060,27145,"Stearns County, MN",County or equivalent
41100,,"St. George, UT",Metropolitan Statistical Area
41100,49053,"Washington County, UT",County or equivalent
41140,,"St. Joseph, MO-KS",Metropolitan Statistical Area
41140,20043,"Doniphan County, KS",County or equivalent
41140,29003,"Andrew County, MO",County or equivalent
41140,29021,"Buchanan County, MO",County or equivalent
41140,29063,"DeKalb County, MO",County or equivalent
41180,,"St. Louis, MO-IL",Metropolitan Statistical Area
41180,17005,"Bond County, IL",County or equivalent
41180,17013,"Calhoun County, IL",County or equivalent
41180,17027,"Clinton County, IL",County or equivalent
41180,17083,"Jersey County, IL",County or equivalent
41180,17117,"Macoupin County, IL",County or equivalent
41180,17119,"Madison County, IL",County or equivalent
41180,17133,"Monroe County, IL",County or equivalent
41180,17163,"St. Clair County, IL",County or equivalent
41180,29071,"Franklin County, MO",County or equivalent
41180,29099,"Jefferson County, MO",County or equivalent
41180,29113,"Lincoln County, MO",County or equivalent
41180,29183,"St. Charles County, MO",County or equivalent
41180,29189,"St. Louis County, MO",County or equivalent
41180,29219,"Warren County, MO",County or equivalent
41180,29510,"St. Louis city, MO",County or equivalent
41420,,"Salem, OR",Metropolitan Statistical Area
41420,41047,"Marion County, OR",County or equivalent
41420,41053,"Polk County, OR",County or equivalent
41500,,"Salinas, CA",Metropolitan Statistical Area
41500,6053,"Monterey County, CA",County or equivalent
41540,,"Salisbury, MD-DE",Metropolitan Statistical Area
41540,10005,"Sussex County, DE",County or equivalent
41540,24039,"Somerset County, MD",County or equivalent
41540,24045,"Wicomico County, MD",County or equivalent
41540,24047,"Worcester County, MD",County or equivalent
41620,,"Salt Lake City, UT",Metropolitan Statistical Area
41620,49035,"Salt Lake County, UT",County or equivalent
41620,49045,"Tooele County, UT",County or equivalent
41660,,"San Angelo, TX",Metropolitan Statistical Area
41660,48235,"Irion County, TX",County or equivalent
41660,48431,"Sterling County, TX",County or equivalent
41660,48451,"Tom Green County, TX",County or equivalent
41700,,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area
41700,48013,"Atascosa County, TX",County or equivalent
41700,48019,"Bandera County, TX",County or equivalent
41700,48029,"Bexar County, TX",County or equivalent
41700,48091,"Comal County, TX",County or equivalent
41700,48187,"Guadalupe County, TX",County or equivalent
41700,48259,"Kendall County, TX",County or equivalent
41700,48325,"Medina County, TX",County or equivalent
41700,48493,"Wilson County, TX",County or equivalent
41740,,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan Statistical Area
41740,6073,"San Diego County, CA",County or equivalent
41860,,"San Francisco-Oakland-Berkeley, CA",Metropolitan Statistical Area
41860,,"Oakland-Berkeley-Livermore, CA",Metropolitan Division
41860,6001,"Alameda County, CA",County or equivalent
41860,6013,"Contra Costa County, CA",County or equivalent
41860,,"San Francisco-San Mateo-Redwood City, CA",Metropolitan Division
41860,6075,"San Francisco County, CA",County or equivalent
41860,6081,"San Mateo County, CA",County or equivalent
41860,,"San Rafael, CA",Metropolitan Division
41860,6041,"Marin County, CA",County or equivalent
41940,,"San Jose-Sunnyvale-Santa Clara, CA",Metropolitan Statistical Area
41940,6069,"San Benito County, CA",County or equivalent
41940,6085,"Santa Clara County, CA",County or equivalent
42020,,"San Luis Obispo-Paso Robles, CA",Metropolitan Statistical Area
42020,6079,"San Luis Obispo County, CA",County or equivalent
42100,,"Santa Cruz-Watsonville, CA",Metropolitan Statistical Area
42100,6087,"Santa Cruz County, CA",County or equivalent
42140,,"Santa Fe, NM",Metropolitan Statistical Area
42140,35049,"Santa Fe County, NM",County or equivalent
42200,,"Santa Maria-Santa Barbara, CA",Metropolitan Statistical Area
42200,6083,"Santa Barbara County, CA",County or equivalent
42220,,"Santa Rosa-Petaluma, CA",Metropolitan Statistical Area
42220,6097,"Sonoma County, CA",County or equivalent
42340,,"Savannah, GA",Metropolitan Statistical Area
42340,13029,"Bryan County, GA",County or equivalent
42340,13051,"Chatham County, GA",County or equivalent
42340,13103,"Effingham County, GA",County or equivalent
42540,,"Scranton--Wilkes-Barre, PA",Metropolitan Statistical Area
42540,42069,"Lackawanna County, PA",County or equivalent
42540,42079,"Luzerne County, PA",County or equivalent
42540,42131,"Wyoming County, PA",County or equivalent
42660,,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area
42660,,"Seattle-Bellevue-Kent, WA",Metropolitan Division
42660,53033,"King County, WA",County or equivalent
42660,53061,"Snohomish County, WA",County or equivalent
42660,,"Tacoma-Lakewood, WA",Metropolitan Division
42660,53053,"Pierce County, WA",County or equivalent
42680,,"Sebastian-Vero Beach, FL",Metropolitan Statistical Area
42680,12061,"Indian River County, FL",County or equivalent
42700,,"Sebring-Avon Park, FL",Metropolitan Statistical Area
42700,12055,"Highlands County, FL",County or equivalent
43100,,"Sheboygan, WI",Metropolitan Statistical Area
43100,55117,"Sheboygan County, WI",County or equivalent
43300,,"Sherman-Denison, TX",Metropolitan Statistical Area
43300,48181,"Grayson County, TX",County or equivalent
43340,,"Shreveport-Bossier City, LA",Metropolitan Statistical Area
43340,22015,"Bossier Parish, LA",County or equivalent
43340,22017,"Caddo Parish, LA",County or equivalent
43340,22031,"De Soto Parish, LA",County or equivalent
43420,,"Sierra Vista-Douglas, AZ",Metropolitan Statistical Area
43420,4003,"Cochise County, AZ",County or equivalent
43580,,"Sioux City, IA-NE-SD",Metropolitan Statistical Area
43580,19193,"Woodbury County, IA",County or equivalent
43580,31043,"Dakota County, NE",County or equivalent
43580,31051,"Dixon County, NE",County or equivalent
43580,46127,"Union County, SD",County or equivalent
43620,,"Sioux Falls, SD",Metropolitan Statistical Area
43620,46083,"Lincoln County, SD",County or equivalent
43620,46087,"McCook County, SD",County or equivalent
43620,46099,"Minnehaha County, SD",County or equivalent
43620,46125,"Turner County, SD",County or equivalent
43780,,"South Bend-Mishawaka, IN-MI",Metropolitan Statistical Area
43780,18141,"St. Joseph County, IN",County or equivalent
43780,26027,"Cass County, MI",County or equivalent
43900,,"Spartanburg, SC",Metropolitan Statistical Area
43900,45083,"Spartanburg County, SC",County or equivalent
44060,,"Spokane-Spokane Valley, WA",Metropolitan Statistical Area
44060,53063,"Spokane County, WA",County or equivalent
44060,53065,"Stevens County, WA",County or equivalent
44100,,"Springfield, IL",Metropolitan Statistical Area
44100,17129,"Menard County, IL",County or equivalent
44100,17167,"Sangamon County, IL",County or equivalent
44140,,"Springfield, MA",Metropolitan Statistical Area
44140,25011,"Franklin County, MA",County or equivalent
44140,25013,"Hampden County, MA",County or equivalent
44140,25015,"Hampshire County, MA",County or equivalent
44180,,"Springfield, MO",Metropolitan Statistical Area
44180,29043,"Christian County, MO",County or equivalent
44180,29059,"Dallas County, MO",County or equivalent
44180,29077,"Greene County, MO",County or equivalent
44180,29167,"Polk County, MO",County or equivalent
44180,29225,"Webster County, MO",County or equivalent
44220,,"Springfield, OH",Metropolitan Statistical Area
44220,39023,"Clark County, OH",County or equivalent
44300,,"State College, PA",Metropolitan Statistical Area
44300,42027,"Centre County, PA",County or equivalent
44420,,"Staunton, VA",Metropolitan Statistical Area
44420,51015,"Augusta County, VA",County or equivalent
44420,51790,"Staunton city, VA",County or equivalent
44420,51820,"Waynesboro city, VA",County or equivalent
44700,,"Stockton, CA",Metropolitan Statistical Area
44700,6077,"San Joaquin County, CA",County or equivalent
44940,,"Sumter, SC",Metropolitan Statistical Area
44940,45027,"Clarendon County, SC",County or equivalent
44940,45085,"Sumter County, SC",County or equivalent
45060,,"Syracuse, NY",Metropolitan Statistical Area
45060,36053,"Madison County, NY",County or equivalent
45060,36067,"Onondaga County, NY",County or equivalent
45060,36075,"Oswego County, NY",County or equivalent
45220,,"Tallahassee, FL",Metropolitan Statistical Area
45220,12039,"Gadsden County, FL",County or equivalent
45220,12065,"Jefferson County, FL",County or equivalent
45220,12073,"Leon County, FL",County or equivalent
45220,12129,"Wakulla County, FL",County or equivalent
45300,,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan Statistical Area
45300,12053,"Hernando County, FL",County or equivalent
45300,12057,"Hillsborough County, FL",County or equivalent
45300,12101,"Pasco County, FL",County or equivalent
45300,12103,"Pinellas County, FL",County or equivalent
45460,,"Terre Haute, IN",Metropolitan Statistical Area
45460,18021,"Clay County, IN",County or equivalent
45460,18121,"Parke County, IN",County or equivalent
45460,18153,"Sullivan County, IN",County or equivalent
45460,18165,"Vermillion County, IN",County or equivalent
45460,18167,"Vigo County, IN",County or equivalent
45500,,"Texarkana, TX-AR",Metropolitan Statistical Area
45500,5081,"Little River County, AR",County or equivalent
45500,5091,"Miller County, AR",County or equivalent
45500,48037,"Bowie County, TX",County or equivalent
45540,,"The Villages, FL",Metropolitan Statistical Area
45540,12119,"Sumter County, FL",County or equivalent
45780,,"Toledo, OH",Metropolitan Statistical Area
45780,39051,"Fulton County, OH",County or equivalent
45780,39095,"Lucas County, OH",County or equivalent
45780,39123,"Ottawa County, OH",County or equivalent
45780,39173,"Wood County, OH",County or equivalent
45820,,"Topeka, KS",Metropolitan Statistical Area
45820,20085,"Jackson County, KS",County or equivalent
45820,20087,"Jefferson County, KS",County or equivalent
45820,20139,"Osage County, KS",County or equivalent
45820,20177,"Shawnee County, KS",County or equivalent
45820,20197,"Wabaunsee County, KS",County or equivalent
45940,,"Trenton-Princeton, NJ",Metropolitan Statistical Area
45940,34021,"Mercer County, NJ",County or equivalent
46060,,"Tucson, AZ",Metropolitan Statistical Area
46060,4019,"Pima County, AZ",County or equivalent
46140,,"Tulsa, OK",Metropolitan Statistical Area
46140,40037,"Creek County, OK",County or equivalent
46140,40111,"Okmulgee County, OK",County or equivalent
46140,40113,"Osage County, OK",County or equivalent
46140,40117,"Pawnee County, OK",County or equivalent
46140,40131,"Rogers County, OK",County or equivalent
46140,40143,"Tulsa County, OK",County or equivalent
46140,40145,"Wagoner County, OK",County or equivalent
46220,,"Tuscaloosa, AL",Metropolitan Statistical Area
46220,1063,"Greene County, AL",County or equivalent
46220,1065,"Hale County, AL",County or equivalent
46220,1107,"Pickens County, AL",County or equivalent
46220,1125,"Tuscaloosa County, AL",County or equivalent
46300,,"Twin Falls, ID",Metropolitan Statistical Area
46300,16053,"Jerome County, ID",County or equivalent
46300,16083,"Twin Falls County, ID",County or equivalent
46340,,"Tyler, TX",Metropolitan Statistical Area
46340,48423,"Smith County, TX",County or equivalent
46520,,"Urban Honolulu, HI",Metropolitan Statistical Area
46520,15003,"Honolulu County, HI",County or equivalent
46540,,"Utica-Rome, NY",Metropolitan Statistical Area
46540,36043,"Herkimer County, NY",County or equivalent
46540,36065,"Oneida County, NY",County or equivalent
46660,,"Valdosta, GA",Metropolitan Statistical Area
46660,13027,"Brooks County, GA",County or equivalent
46660,13101,"Echols County, GA",County or equivalent
46660,13173,"Lanier County, GA",County or equivalent
46660,13185,"Lowndes County, GA",County or equivalent
46700,,"Vallejo, CA",Metropolitan Statistical Area
46700,6095,"Solano County, CA",County or equivalent
47020,,"Victoria, TX",Metropolitan Statistical Area
47020,48175,"Goliad County, TX",County or equivalent
47020,48469,"Victoria County, TX",County or equivalent
47220,,"Vineland-Bridgeton, NJ",Metropolitan Statistical Area
47220,34011,"Cumberland County, NJ",County or equivalent
47260,,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area
47260,37029,"Camden County, NC",County or equivalent
47260,37053,"Currituck County, NC",County or equivalent
47260,37073,"Gates County, NC",County or equivalent
47260,51073,"Gloucester County, VA",County or equivalent
47260,51093,"Isle of Wight County, VA",County or equivalent
47260,51095,"James City County, VA",County or equivalent
47260,51115,"Mathews County, VA",County or equivalent
47260,51175,"Southampton County, VA",County or equivalent
47260,51199,"York County, VA",County or equivalent
47260,51550,"Chesapeake city, VA",County or equivalent
47260,51620,"Franklin city, VA",County or equivalent
47260,51650,"Hampton city, VA",County or equivalent
47260,51700,"Newport News city, VA",County or equivalent
47260,51710,"Norfolk city, VA",County or equivalent
47260,51735,"Poquoson city, VA",County or equivalent
47260,51740,"Portsmouth city, VA",County or equivalent
47260,51800,"Suffolk city, VA",County or equivalent
47260,51810,"Virginia Beach city, VA",County or equivalent
47260,51830,"Williamsburg city, VA",County or equivalent
47300,,"Visalia, CA",Metropolitan Statistical Area
47300,6107,"Tulare County, CA",County or equivalent
47380,,"Waco, TX",Metropolitan Statistical Area
47380,48145,"Falls County, TX",County or equivalent
47380,48309,"McLennan County, TX",County or equivalent
47460,,"Walla Walla, WA",Metropolitan Statistical Area
47460,53071,"Walla Walla County, WA",County or equivalent
47580,,"Warner Robins, GA",Metropolitan Statistical Area
47580,13153,"Houston County, GA",County or equivalent
47580,13225,"Peach County, GA",County or equivalent
47900,,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area
47900,,"Frederick-Gaithersburg-Rockville, MD",Metropolitan Division
47900,24021,"Frederick County, MD",County or equivalent
47900,24031,"Montgomery County, MD",County or equivalent
47900,,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Division
47900,11001,"District of Columbia, DC",County or equivalent
47900,24009,"Calvert County, MD",County or equivalent
47900,24017,"Charles County, MD",County or equivalent
47900,24033,"Prince George's County, MD",County or equivalent
47900,51013,"Arlington County, VA",County or equivalent
47900,51043,"Clarke County, VA",County or equivalent
47900,51047,"Culpeper County, VA",County or equivalent
47900,51059,"Fairfax County, VA",County or equivalent
47900,51061,"Fauquier County, VA",County or equivalent
47900,51107,"Loudoun County, VA",County or equivalent
47900,51113,"Madison County, VA",County or equivalent
47900,51153,"Prince William County, VA",County or equivalent
47900,51157,"Rappahannock County, VA",County or equivalent
47900,51177,"Spotsylvania County, VA",County or equivalent
47900,51179,"Stafford County, VA",County or equivalent
47900,51187,"Warren County, VA",County or equivalent
47900,51510,"Alexandria city, VA",County or equivalent
47900,51600,"Fairfax city, VA",County or equivalent
47900,51610,"Falls Church city, VA",County or equivalent
47900,51630,"Fredericksburg city, VA",County or equivalent
47900,51683,"Manassas city, VA",County or equivalent
47900,51685,"Manassas Park city, VA",County or equivalent
47900,54037,"Jefferson County, WV",County or equivalent
47940,,"Waterloo-Cedar Falls, IA",Metropolitan Statistical Area
47940,19013,"Black Hawk County, IA",County or equivalent
47940,19017,"Bremer County, IA",County or equivalent
47940,19075,"Grundy County, IA",County or equivalent
48060,,"Watertown-Fort Drum, NY",Metropolitan Statistical Area
48060,36045,"Jefferson County, NY",County or equivalent
48140,,"Wausau-Weston, WI",Metropolitan Statistical Area
48140,55069,"Lincoln County, WI",County or equivalent
48140,55073,"Marathon County, WI",County or equivalent
48260,,"Weirton-Steubenville, WV-OH",Metropolitan Statistical Area
48260,39081,"Jefferson County, OH",County or equivalent
48260,54009,"Brooke County, WV",County or equivalent
48260,54029,"Hancock County, WV",County or equivalent
48300,,"Wenatchee, WA",Metropolitan Statistical Area
48300,53007,"Chelan County, WA",County or equivalent
48300,53017,"Douglas County, WA",County or equivalent
48540,,"Wheeling, WV-OH",Metropolitan Statistical Area
48540,39013,"Belmont County, OH",County or equivalent
48540,54051,"Marshall County, WV",County or equivalent
48540,54069,"Ohio County, WV",County or equivalent
48620,,"Wichita, KS",Metropolitan Statistical Area
48620,20015,"Butler County, KS",County or equivalent
48620,20079,"Harvey County, KS",County or equivalent
48620,20173,"Sedgwick County, KS",County or equivalent
48620,20191,"Sumner County, KS",County or equivalent
48660,,"Wichita Falls, TX",Metropolitan Statistical Area
48660,48009,"Archer County, TX",County or equivalent
48660,48077,"Clay County, TX",County or equivalent
48660,48485,"Wichita County, TX",County or equivalent
48700,,"Williamsport, PA",Metropolitan Statistical Area
48700,42081,"Lycoming County, PA",County or equivalent
48900,,"Wilmington, NC",Metropolitan Statistical Area
48900,37129,"New Hanover County, NC",County or equivalent
48900,37141,"Pender County, NC",County or equivalent
49020,,"Winchester, VA-WV",Metropolitan Statistical Area
49020,51069,"Frederick County, VA",County or equivalent
49020,51840,"Winchester city, VA",County or equivalent
49020,54027,"Hampshire County, WV",County or equivalent
49180,,"Winston-Salem, NC",Metropolitan Statistical Area
49180,37057,"Davidson County, NC",County or equivalent
49180,37059,"Davie County, NC",County or equivalent
49180,37067,"Forsyth County, NC",County or equivalent
49180,37169,"Stokes County, NC",County or equivalent
49180,37197,"Yadkin County, NC",County or equivalent
49340,,"Worcester, MA-CT",Metropolitan Statistical Area
49340,9015,"Windham County, CT",County or equivalent
49340,25027,"Worcester County, MA",County or equivalent
49420,,"Yakima, WA",Metropolitan Statistical Area
49420,53077,"Yakima County, WA",County or equivalent
49620,,"York-Hanover, PA",Metropolitan Statistical Area
49620,42133,"York County, PA",County or equivalent
49660,,"Youngstown-Warren-Boardman, OH-PA",Metropolitan Statistical Area
49660,39099,"Mahoning County, OH",County or equivalent
49660,39155,"Trumbull County, OH",County or equivalent
49660,42085,"Mercer County, PA",County or equivalent
49700,,"Yuba City, CA",Metropolitan Statistical Area
49700,6101,"Sutter County, CA",County or equivalent
49700,6115,"Yuba County, CA",County or equivalent
49740,,"Yuma, AZ",Metropolitan Statistical Area
49740,4027,"Yuma County, AZ",County or equivalent
10100,,"Aberdeen, SD",Micropolitan Statistical Area
10100,46013,"Brown County, SD",County or equivalent
10100,46045,"Edmunds County, SD",County or equivalent
10140,,"Aberdeen, WA",Micropolitan Statistical Area
10140,53027,"Grays Harbor County, WA",County or equivalent
10220,,"Ada, OK",Micropolitan Statistical Area
10220,40123,"Pontotoc County, OK",County or equivalent
10300,,"Adrian, MI",Micropolitan Statistical Area
10300,26091,"Lenawee County, MI",County or equivalent
10460,,"Alamogordo, NM",Micropolitan Statistical Area
10460,35035,"Otero County, NM",County or equivalent
10620,,"Albemarle, NC",Micropolitan Statistical Area
10620,37167,"Stanly County, NC",County or equivalent
10660,,"Albert Lea, MN",Micropolitan Statistical Area
10660,27047,"Freeborn County, MN",County or equivalent
10700,,"Albertville, AL",Micropolitan Statistical Area
10700,1095,"Marshall County, AL",County or equivalent
10760,,"Alexander City, AL",Micropolitan Statistical Area
10760,1037,"Coosa County, AL",County or equivalent
10760,1123,"Tallapoosa County, AL",County or equivalent
10820,,"Alexandria, MN",Micropolitan Statistical Area
10820,27041,"Douglas County, MN",County or equivalent
10860,,"Alice, TX",Micropolitan Statistical Area
10860,48131,"Duval County, TX",County or equivalent
10860,48249,"Jim Wells County, TX",County or equivalent
10940,,"Alma, MI",Micropolitan Statistical Area
10940,26057,"Gratiot County, MI",County or equivalent
10980,,"Alpena, MI",Micropolitan Statistical Area
10980,26007,"Alpena County, MI",County or equivalent
11060,,"Altus, OK",Micropolitan Statistical Area
11060,40065,"Jackson County, OK",County or equivalent
11140,,"Americus, GA",Micropolitan Statistical Area
11140,13249,"Schley County, GA",County or equivalent
11140,13261,"Sumter County, GA",County or equivalent
11220,,"Amsterdam, NY",Micropolitan Statistical Area
11220,36057,"Montgomery County, NY",County or equivalent
11380,,"Andrews, TX",Micropolitan Statistical Area
11380,48003,"Andrews County, TX",County or equivalent
11420,,"Angola, IN",Micropolitan Statistical Area
11420,18151,"Steuben County, IN",County or equivalent
11580,,"Arcadia, FL",Micropolitan Statistical Area
11580,12027,"DeSoto County, FL",County or equivalent
11620,,"Ardmore, OK",Micropolitan Statistical Area
11620,40019,"Carter County, OK",County or equivalent
11620,40085,"Love County, OK",County or equivalent
11660,,"Arkadelphia, AR",Micropolitan Statistical Area
11660,5019,"Clark County, AR",County or equivalent
11740,,"Ashland, OH",Micropolitan Statistical Area
11740,39005,"Ashland County, OH",County or equivalent
11780,,"Ashtabula, OH",Micropolitan Statistical Area
11780,39007,"Ashtabula County, OH",County or equivalent
11820,,"Astoria, OR",Micropolitan Statistical Area
11820,41007,"Clatsop County, OR",County or equivalent
11860,,"Atchison, KS",Micropolitan Statistical Area
11860,20005,"Atchison County, KS",County or equivalent
11900,,"Athens, OH",Micropolitan Statistical Area
11900,39009,"Athens County, OH",County or equivalent
11940,,"Athens, TN",Micropolitan Statistical Area
11940,47107,"McMinn County, TN",County or equivalent
11980,,"Athens, TX",Micropolitan Statistical Area
11980,48213,"Henderson County, TX",County or equivalent
12120,,"Atmore, AL",Micropolitan Statistical Area
12120,1053,"Escambia County, AL",County or equivalent
12140,,"Auburn, IN",Micropolitan Statistical Area
12140,18033,"DeKalb County, IN",County or equivalent
12180,,"Auburn, NY",Micropolitan Statistical Area
12180,36011,"Cayuga County, NY",County or equivalent
12300,,"Augusta-Waterville, ME",Micropolitan Statistical Area
12300,23011,"Kennebec County, ME",County or equivalent
12380,,"Austin, MN",Micropolitan Statistical Area
12380,27099,"Mower County, MN",County or equivalent
12460,,"Bainbridge, GA",Micropolitan Statistical Area
12460,13087,"Decatur County, GA",County or equivalent
12660,,"Baraboo, WI",Micropolitan Statistical Area
12660,55111,"Sauk County, WI",County or equivalent
12680,,"Bardstown, KY",Micropolitan Statistical Area
12680,21179,"Nelson County, KY",County or equivalent
