category,code,title,regional_components
Metropolitan Area,33260,"Midland, TX","Midland County, TX (48329)"
Metropolitan Area,33340,"Milwaukee-Waukesha-West Allis, WI","Milwaukee County, WI (55079); Ozaukee County, WI (55089); Washington County, WI (55131); Waukesha County, WI (55133)"
Metropolitan Area,33460,"Minneapolis-St. Paul-Bloomington, MN-WI","Anoka County, MN (27003); Carver County, MN (27019); Chisago County, MN (27025); Dakota County, MN (27037); Hennepin County, MN (27053); Isanti County, MN (27059); Ramsey County, MN (27123); Scott County, MN (27139); Sherburne County, MN (27141); Washington County, MN (27163); Wright County, MN (27171); Pierce County, WI (55093); St. Croix County, WI (55109)"
Metropolitan Area,33540,"Missoula, MT","Missoula County, MT (30063)"
Metropolitan Area,33660,"Mobile, AL","Mobile County, AL (01097)"
Metropolitan Area,33700,"Modesto, CA","Stanislaus County, CA (06099)"
Metropolitan Area,33740,"Monroe, LA","Ouachita Parish, LA (22073); Union Parish, LA (22111)"
Metropolitan Area,33780,"Monroe, MI","Monroe County, MI (26115)"
Metropolitan Area,33860,"Montgomery, AL","Autauga County, AL (01001); Elmore County, AL (01051); Lowndes County, AL (01085); Montgomery County, AL (01101)"
Metropolitan Area,34060,"Morgantown, WV","Monongalia County, WV (54061); Preston County, WV (54077)"
Metropolitan Area,34100,"Morristown, TN","Grainger County, TN (47057); Hamblen County, TN (47063); Jefferson County, TN (47089)"
Metropolitan Area,34580,"Mount Vernon-Anacortes, WA","Skagit County, WA (53057)"
Metropolitan Area,34620,"Muncie, IN","Delaware County, IN (18035)"
Metropolitan Area,34740,"Muskegon-Norton Shores, MI","Muskegon County, MI (26121)"
Metropolitan Area,34820,"Myrtle Beach-North Myrtle Beach-Conway, SC","Horry County, SC (45051)"
Metropolitan Area,34900,"Napa, CA","Napa County, CA (06055)"
Metropolitan Area,34940,"Naples-Marco Island, FL","Collier County, FL (12021)"
Metropolitan Area,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN","Cannon County, TN (47015); Cheatham County, TN (47021); Davidson County, TN (47037); Dickson County, TN (47043); Hickman County, TN (47081); Macon County, TN (47111); Robertson County, TN (47147); Rutherford County, TN (47149); Smith County, TN (47159); Sumner County, TN (47165); Trousdale County, TN (47169); Williamson County, TN (47187); Wilson County, TN (47189)"
Metropolitan Area,35300,"New Haven-Milford, CT","New Haven County, CT (09009)"
Metropolitan Area,35380,"New Orleans-Metairie-Kenner, LA","Jefferson Parish, LA (22051); Orleans Parish, LA (22071); Plaquemines Parish, LA (22075); St. Bernard Parish, LA (22087); St. Charles Parish, LA (22089); St. John the Baptist Parish, LA (22095); St. Tammany Parish, LA (22103)"
Metropolitan Area,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Bergen County, NJ (34003); Essex County, NJ (34013); Hudson County, NJ (34017); Hunterdon County, NJ (34019); Middlesex County, NJ (34023); Monmouth County, NJ (34025); Morris County, NJ (34027); Ocean County, NJ (34029); Passaic County, NJ (34031); Somerset County, NJ (34035); Sussex County, NJ (34037); Union County, NJ (34039); Bronx County, NY (36005); Kings County, NY (36047); Nassau County, NY (36059); New York County, NY (36061); Putnam County, NY (36079); Queens County, NY (36081); Richmond County, NY (36085); Rockland County, NY (36087); Suffolk County, NY (36103); Westchester County, NY (36119); Pike County, PA (42103)"
Metropolitan Area,35660,"Niles-Benton Harbor, MI","Berrien County, MI (26021)"
Metropolitan Area,35840,"North Port-Bradenton-Sarasota, FL","Manatee County, FL (12081); Sarasota County, FL (12115)"
Metropolitan Area,35980,"Norwich-New London, CT","New London County, CT (09011)"
Metropolitan Area,36100,"Ocala, FL","Marion County, FL (12083)"
Metropolitan Area,36140,"Ocean City, NJ","Cape May County, NJ (34009)"
Metropolitan Area,36220,"Odessa, TX","Ector County, TX (48135)"
Metropolitan Area,36260,"Ogden-Clearfield, UT","Davis County, UT (49011); Morgan County, UT (49029); Weber County, UT (49057)"
Metropolitan Area,36420,"Oklahoma City, OK","Canadian County, OK (40017); Cleveland County, OK (40027); Grady County, OK (40051); Lincoln County, OK (40081); Logan County, OK (40083); McClain County, OK (40087); Oklahoma County, OK (40109)"
Metropolitan Area,36500,"Olympia, WA","Thurston County, WA (53067)"
Metropolitan Area,36540,"Omaha-Council Bluffs, NE-IA","Harrison County, IA (19085); Mills County, IA (19129); Pottawattamie County, IA (19155); Cass County, NE (31025); Douglas County, NE (31055); Sarpy County, NE (31153); Saunders County, NE (31155); Washington County, NE (31177)"
Metropolitan Area,36740,"Orlando-Kissimmee-Sanford, FL","Lake County, FL (12069); Orange County, FL (12095); Osceola County, FL (12097); Seminole County, FL (12117)"
Metropolitan Area,36780,"Oshkosh-Neenah, WI","Winnebago County, WI (55139)"
Metropolitan Area,36980,"Owensboro, KY","Daviess County, KY (21059); Hancock County, KY (21091); McLean County, KY (21149)"
Metropolitan Area,37100,"Oxnard-Thousand Oaks-Ventura, CA","Ventura County, CA (06111)"
Metropolitan Area,37340,"Palm Bay-Melbourne-Titusville, FL","Brevard County, FL (12009)"
Metropolitan Area,37380,"Palm Coast, FL","Flagler County, FL (12035)"
Metropolitan Area,37460,"Panama City-Lynn Haven-Panama City Beach, FL","Bay County, FL (12005)"
Metropolitan Area,37620,"Parkersburg-Marietta-Vienna, WV-OH","Washington County, OH (39167); Pleasants County, WV (54073); Wirt County, WV (54105); Wood County, WV (54107)"
Metropolitan Area,37700,"Pascagoula, MS","George County, MS (28039); Jackson County, MS (28059)"
Metropolitan Area,37860,"Pensacola-Ferry Pass-Brent, FL","Escambia County, FL (12033); Santa Rosa County, FL (12113)"
Metropolitan Area,37900,"Peoria, IL","Marshall County, IL (17123); Peoria County, IL (17143); Stark County, IL (17175); Tazewell County, IL (17179); Woodford County, IL (17203)"
Metropolitan Area,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","New Castle County, DE (10003); Cecil County, MD (24015); Burlington County, NJ (34005); Camden County, NJ (34007); Gloucester County, NJ (34015); Salem County, NJ (34033); Bucks County, PA (42017); Chester County, PA (42029); Delaware County, PA (42045); Montgomery County, PA (42091); Philadelphia County, PA (42101)"
Metropolitan Area,38060,"Phoenix-Mesa-Glendale, AZ","Maricopa County, AZ (04013); Pinal County, AZ (04021)"
Metropolitan Area,38220,"Pine Bluff, AR","Cleveland County, AR (05025); Jefferson County, AR (05069); Lincoln County, AR (05079)"
Metropolitan Area,38300,"Pittsburgh, PA","Allegheny County, PA (42003); Armstrong County, PA (42005); Beaver County, PA (42007); Butler County, PA (42019); Fayette County, PA (42051); Washington County, PA (42125); Westmoreland County, PA (42129)"
Metropolitan Area,38340,"Pittsfield, MA","Berkshire County, MA (25003)"
Metropolitan Area,38540,"Pocatello, ID","Bannock County, ID (16005); Power County, ID (16077)"
Metropolitan Area,38660,"Ponce, PR","Juana Díaz Municipio, PR (72075); Ponce Municipio, PR (72113); Villalba Municipio, PR (72149)"
Metropolitan Area,38860,"Portland-South Portland-Biddeford, ME","Cumberland County, ME (23005); Sagadahoc County, ME (23023); York County, ME (23031)"
Metropolitan Area,38900,"Portland-Vancouver-Hillsboro, OR-WA","Clackamas County, OR (41005); Columbia County, OR (41009); Multnomah County, OR (41051); Washington County, OR (41067); Yamhill County, OR (41071); Clark County, WA (53011); Skamania County, WA (53059)"
Metropolitan Area,38940,"Port St. Lucie, FL","Martin County, FL (12085); St. Lucie County, FL (12111)"
Metropolitan Area,39100,"Poughkeepsie-Newburgh-Middletown, NY","Dutchess County, NY (36027); Orange County, NY (36071)"
Metropolitan Area,39140,"Prescott, AZ","Yavapai County, AZ (04025)"
Metropolitan Area,39300,"Providence-New Bedford-Fall River, RI-MA","Bristol County, MA (25005); Bristol County, RI (44001); Kent County, RI (44003); Newport County, RI (44005); Providence County, RI (44007); Washington County, RI (44009)"
Metropolitan Area,39340,"Provo-Orem, UT","Juab County, UT (49023); Utah County, UT (49049)"
Metropolitan Area,39380,"Pueblo, CO","Pueblo County, CO (08101)"
Metropolitan Area,39460,"Punta Gorda, FL","Charlotte County, FL (12015)"
Metropolitan Area,39540,"Racine, WI","Racine County, WI (55101)"
Metropolitan Area,39580,"Raleigh-Cary, NC","Franklin County, NC (37069); Johnston County, NC (37101); Wake County, NC (37183)"
Metropolitan Area,39660,"Rapid City, SD","Meade County, SD (46093); Pennington County, SD (46103)"
Metropolitan Area,39740,"Reading, PA","Berks County, PA (42011)"
Metropolitan Area,39820,"Redding, CA","Shasta County, CA (06089)"
Metropolitan Area,39900,"Reno-Sparks, NV","Storey County, NV (32029); Washoe County, NV (32031)"
Metropolitan Area,40060,"Richmond, VA","Amelia County, VA (51007); Caroline County, VA (51033); Charles City County, VA (51036); Chesterfield County, VA (51041); Cumberland County, VA (51049); Dinwiddie County, VA (51053); Goochland County, VA (51075); Hanover County, VA (51085); Henrico County, VA (51087); King and Queen County, VA (51097); King William County, VA (51101); Louisa County, VA (51109); New Kent County, VA (51127); Powhatan County, VA (51145); Prince George County, VA (51149); Sussex County, VA (51183); Colonial Heights city, VA (51570); Hopewell city, VA (51670); Petersburg city, VA (51730); Richmond city, VA (51760)"
Metropolitan Area,40140,"Riverside-San Bernardino-Ontario, CA","Riverside County, CA (06065); San Bernardino County, CA (06071)"
Metropolitan Area,40220,"Roanoke, VA","Botetourt County, VA (51023); Craig County, VA (51045); Franklin County, VA (51067); Roanoke County, VA (51161); Roanoke city, VA (51770); Salem city, VA (51775)"
Metropolitan Area,40340,"Rochester, MN","Dodge County, MN (27039); Olmsted County, MN (27109); Wabasha County, MN (27157)"
Metropolitan Area,40380,"Rochester, NY","Livingston County, NY (36051); Monroe County, NY (36055); Ontario County, NY (36069); Orleans County, NY (36073); Wayne County, NY (36117)"
Metropolitan Area,40420,"Rockford, IL","Boone County, IL (17007); Winnebago County, IL (17201)"
Metropolitan Area,40580,"Rocky Mount, NC","Edgecombe County, NC (37065); Nash County, NC (37127)"
Metropolitan Area,40660,"Rome, GA","Floyd County, GA (13115)"
Metropolitan Area,40900,"Sacramento--Arden-Arcade--Roseville, CA","El Dorado County, CA (06017); Placer County, CA (06061); Sacramento County, CA (06067); Yolo County, CA (06113)"
Metropolitan Area,40980,"Saginaw-Saginaw Township North, MI","Saginaw County, MI (26145)"
Metropolitan Area,41060,"St. Cloud, MN","Benton County, MN (27009); Stearns County, MN (27145)"
Metropolitan Area,41100,"St. George, UT","Washington County, UT (49053)"
Metropolitan Area,41140,"St. Joseph, MO-KS","Doniphan County, KS (20043); Andrew County, MO (29003); Buchanan County, MO (29021); DeKalb County, MO (29063)"
Metropolitan Area,41180,"St. Louis, MO-IL","Bond County, IL (17005); Calhoun County, IL (17013); Clinton County, IL (17027); Jersey County, IL (17083); Macoupin County, IL (17117); Madison County, IL (17119); Monroe County, IL (17133); St. Clair County, IL (17163); Franklin County, MO (29071); Jefferson County, MO (29099); Lincoln County, MO (29113); St. Charles County, MO (29183); St. Louis County, MO (29189); Warren County, MO (29219); Washington County, MO (29221); St. Louis city, MO (29510)"
Metropolitan Area,41420,"Salem, OR","Marion County, OR (41047); Polk County, OR (41053)"
Metropolitan Area,41500,"Salinas, CA","Monterey County, CA (06053)"
Metropolitan Area,41540,"Salisbury, MD","Somerset County, MD (24039); Wicomico County, MD (24045)"
Metropolitan Area,41620,"Salt Lake City, UT","Salt Lake County, UT (49035); Summit County, UT (49043); Tooele County, UT (49045)"
Metropolitan Area,41660,"San Angelo, TX","Irion County, TX (48235); Tom Green County, TX (48451)"
Metropolitan Area,41700,"San Antonio-New Braunfels, TX","Atascosa County, TX (48013); Bandera County, TX (48019); Bexar County, TX (48029); Comal County, TX (48091); Guadalupe County, TX (48187); Kendall County, TX (48259); Medina County, TX (48325); Wilson County, TX (48493)"
Metropolitan Area,41740,"San Diego-Carlsbad-San Marcos, CA","San Diego County, CA (06073)"
Metropolitan Area,41780,"Sandusky, OH","Erie County, OH (39043)"
Metropolitan Area,41860,"San Francisco-Oakland-Fremont, CA","Alameda County, CA (06001); Contra Costa County, CA (06013); Marin County, CA (06041); San Francisco County, CA (06075); San Mateo County, CA (06081)"
Metropolitan Area,41900,"San Germán-Cabo Rojo, PR","Cabo Rojo Municipio, PR (72023); Lajas Municipio, PR (72079); Sabana Grande Municipio, PR (72121); San Germán Municipio, PR (72125)"
Metropolitan Area,41940,"San Jose-Sunnyvale-Santa Clara, CA","San Benito County, CA (06069); Santa Clara County, CA (06085)"
Metropolitan Area,41980,"San Juan-Caguas-Guaynabo, PR","Aguas Buenas Municipio, PR (72007); Aibonito Municipio, PR (72009); Arecibo Municipio, PR (72013); Barceloneta Municipio, PR (72017); Barranquitas Municipio, PR (72019); Bayamón Municipio, PR (72021); Caguas Municipio, PR (72025); Camuy Municipio, PR (72027); Canóvanas Municipio, PR (72029); Carolina Municipio, PR (72031); Cataño Municipio, PR (72033); Cayey Municipio, PR (72035); Ciales Municipio, PR (72039); Cidra Municipio, PR (72041); Comerío Municipio, PR (72045); Corozal Municipio, PR (72047); Dorado Municipio, PR (72051); Florida Municipio, PR (72054); Guaynabo Municipio, PR (72061); Gurabo Municipio, PR (72063); Hatillo Municipio, PR (72065); Humacao Municipio, PR (72069); Juncos Municipio, PR (72077); Las Piedras Municipio, PR (72085); Loíza Municipio, PR (72087); Manatí Municipio, PR (72091); Maunabo Municipio, PR (72095); Morovis Municipio, PR (72101); Naguabo Municipio, PR (72103); Naranjito Municipio, PR (72105); Orocovis Municipio, PR (72107); Quebradillas Municipio, PR (72115); Río Grande Municipio, PR (72119); San Juan Municipio, PR (72127); San Lorenzo Municipio, PR (72129); Toa Alta Municipio, PR (72135); Toa Baja Municipio, PR (72137); Trujillo Alto Municipio, PR (72139); Vega Alta Municipio, PR (72143); Vega Baja Municipio, PR (72145); Yabucoa Municipio, PR (72151)"
Metropolitan Area,42020,"San Luis Obispo-Paso Robles, CA","San Luis Obispo County, CA (06079)"
Metropolitan Area,42060,"Santa Barbara-Santa Maria-Goleta, CA","Santa Barbara County, CA (06083)"
Metropolitan Area,42100,"Santa Cruz-Watsonville, CA","Santa Cruz County, CA (06087)"
Metropolitan Area,42140,"Santa Fe, NM","Santa Fe County, NM (35049)"
Metropolitan Area,42220,"Santa Rosa-Petaluma, CA","Sonoma County, CA (06097)"
Metropolitan Area,42340,"Savannah, GA","Bryan County, GA (13029); Chatham County, GA (13051); Effingham County, GA (13103)"
Metropolitan Area,42540,"Scranton--Wilkes-Barre, PA","Lackawanna County, PA (42069); Luzerne County, PA (42079); Wyoming County, PA (42131)"
Metropolitan Area,42660,"Seattle-Tacoma-Bellevue, WA","King County, WA (53033); Pierce County, WA (53053); Snohomish County, WA (53061)"
Metropolitan Area,42680,"Sebastian-Vero Beach, FL","Indian River County, FL (12061)"
Metropolitan Area,43100,"Sheboygan, WI","Sheboygan County, WI (55117)"
Metropolitan Area,43300,"Sherman-Denison, TX","Grayson County, TX (48181)"
Metropolitan Area,43340,"Shreveport-Bossier City, LA","Bossier Parish, LA (22015); Caddo Parish, LA (22017); De Soto Parish, LA (22031)"
Metropolitan Area,43580,"Sioux City, IA-NE-SD","Woodbury County, IA (19193); Dakota County, NE (31043); Dixon County, NE (31051); Union County, SD (46127)"
Metropolitan Area,43620,"Sioux Falls, SD","Lincoln County, SD (46083); McCook County, SD (46087); Minnehaha County, SD (46099); Turner County, SD (46125)"
Metropolitan Area,43780,"South Bend-Mishawaka, IN-MI","St. Joseph County, IN (18141); Cass County, MI (26027)"
Metropolitan Area,43900,"Spartanburg, SC","Spartanburg County, SC (45083)"
Metropolitan Area,44060,"Spokane, WA","Spokane County, WA (53063)"
Metropolitan Area,44100,"Springfield, IL","Menard County, IL (17129); Sangamon County, IL (17167)"
Metropolitan Area,44140,"Springfield, MA","Franklin County, MA (25011); Hampden County, MA (25013); Hampshire County, MA (25015)"
Metropolitan Area,44180,"Springfield, MO","Christian County, MO (29043); Dallas County, MO (29059); Greene County, MO (29077); Polk County, MO (29167); Webster County, MO (29225)"
Metropolitan Area,44220,"Springfield, OH","Clark County, OH (39023)"
Metropolitan Area,44300,"State College, PA","Centre County, PA (42027)"
Metropolitan Area,44600,"Steubenville-Weirton, OH-WV","Jefferson County, OH (39081); Brooke County, WV (54009); Hancock County, WV (54029)"
Metropolitan Area,44700,"Stockton, CA","San Joaquin County, CA (06077)"
Metropolitan Area,44940,"Sumter, SC","Sumter County, SC (45085)"
Metropolitan Area,45060,"Syracuse, NY","Madison County, NY (36053); Onondaga County, NY (36067); Oswego County, NY (36075)"
Metropolitan Area,45220,"Tallahassee, FL","Gadsden County, FL (12039); Jefferson County, FL (12065); Leon County, FL (12073); Wakulla County, FL (12129)"
Metropolitan Area,45300,"Tampa-St. Petersburg-Clearwater, FL","Hernando County, FL (12053); Hillsborough County, FL (12057); Pasco County, FL (12101); Pinellas County, FL (12103)"
Metropolitan Area,45460,"Terre Haute, IN","Clay County, IN (18021); Sullivan County, IN (18153); Vermillion County, IN (18165); Vigo County, IN (18167)"
Metropolitan Area,45500,"Texarkana, TX-Texarkana, AR","Miller County, AR (05091); Bowie County, TX (48037)"
Metropolitan Area,45780,"Toledo, OH","Fulton County, OH (39051); Lucas County, OH (39095); Ottawa County, OH (39123); Wood County, OH (39173)"
Metropolitan Area,45820,"Topeka, KS","Jackson County, KS (20085); Jefferson County, KS (20087); Osage County, KS (20139); Shawnee County, KS (20177); Wabaunsee County, KS (20197)"
Metropolitan Area,45940,"Trenton-Ewing, NJ","Mercer County, NJ (34021)"
Metropolitan Area,46060,"Tucson, AZ","Pima County, AZ (04019)"
Metropolitan Area,46140,"Tulsa, OK","Creek County, OK (40037); Okmulgee County, OK (40111); Osage County, OK (40113); Pawnee County, OK (40117); Rogers County, OK (40131); Tulsa County, OK (40143); Wagoner County, OK (40145)"
Metropolitan Area,46220,"Tuscaloosa, AL","Greene County, AL (01063); Hale County, AL (01065); Tuscaloosa County, AL (01125)"
Metropolitan Area,46340,"Tyler, TX","Smith County, TX (48423)"
Metropolitan Area,46540,"Utica-Rome, NY","Herkimer County, NY (36043); Oneida County, NY (36065)"
Metropolitan Area,46660,"Valdosta, GA","Brooks County, GA (13027); Echols County, GA (13101); Lanier County, GA (13173); Lowndes County, GA (13185)"
Metropolitan Area,46700,"Vallejo-Fairfield, CA","Solano County, CA (06095)"
Metropolitan Area,47020,"Victoria, TX","Calhoun County, TX (48057); Goliad County, TX (48175); Victoria County, TX (48469)"
Metropolitan Area,47220,"Vineland-Millville-Bridgeton, NJ","Cumberland County, NJ (34011)"
Metropolitan Area,47260,"Virginia Beach-Norfolk-Newport News, VA-NC","Currituck County, NC (37053); Gloucester County, VA (51073); Isle of Wight County, VA (51093); James City County, VA (51095); Mathews County, VA (51115); Surry County, VA (51181); York County, VA (51199); Chesapeake city, VA (51550); Hampton city, VA (51650); Newport News city, VA (51700); Norfolk city, VA (51710); Poquoson city, VA (51735); Portsmouth city, VA (51740); Suffolk city, VA (51800); Virginia Beach city, VA (51810); Williamsburg city, VA (51830)"
Metropolitan Area,47300,"Visalia-Porterville, CA","Tulare County, CA (06107)"
Metropolitan Area,47380,"Waco, TX","McLennan County, TX (48309)"
Metropolitan Area,47580,"Warner Robins, GA","Houston County, GA (13153)"
Metropolitan Area,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV","District of Columbia, DC (11001); Calvert County, MD (24009); Charles County, MD (24017); Frederick County, MD (24021); Montgomery County, MD (24031); Prince George's County, MD (24033); Arlington County, VA (51013); Clarke County, VA (51043); Fairfax County, VA (51059); Fauquier County, VA (51061); Loudoun County, VA (51107); Prince William County, VA (51153); Spotsylvania County, VA (51177); Stafford County, VA (51179); Warren County, VA (51187); Alexandria city, VA (51510); Fairfax city, VA (51600); Falls Church city, VA (51610); Fredericksburg city, VA (51630); Manassas city, VA (51683); Manassas Park city, VA (51685); Jefferson County, WV (54037)"
Metropolitan Area,47940,"Waterloo-Cedar Falls, IA","Black Hawk County, IA (19013); Bremer County, IA (19017); Grundy County, IA (19075)"
Metropolitan Area,48140,"Wausau, WI","Marathon County, WI (55073)"
Metropolitan Area,48300,"Wenatchee-East Wenatchee, WA","Chelan County, WA (53007); Douglas County, WA (53017)"
Metropolitan Area,48540,"Wheeling, WV-OH","Belmont County, OH (39013); Marshall County, WV (54051); Ohio County, WV (54069)"
Metropolitan Area,48620,"Wichita, KS","Butler County, KS (20015); Harvey County, KS (20079); Sedgwick County, KS (20173); Sumner County, KS (20191)"
Metropolitan Area,48660,"Wichita Falls, TX","Archer County, TX (48009); Clay County, TX (48077); Wichita County, TX (48485)"
Metropolitan Area,48700,"Williamsport, PA","Lycoming County, PA (42081)"
Metropolitan Area,48900,"Wilmington, NC","Brunswick County, NC (37019); New Hanover County, NC (37129); Pender County, NC (37141)"
Metropolitan Area,49020,"Winchester, VA-WV","Frederick County, VA (51069); Winchester city, VA (51840); Hampshire County, WV (54027)"
Metropolitan Area,49180,"Winston-Salem, NC","Davie County, NC (37059); Forsyth County, NC (37067); Stokes County, NC (37169); Yadkin County, NC (37197)"
Metropolitan Area,49340,"Worcester, MA","Worcester County, MA (25027)"
Metropolitan Area,49420,"Yakima, WA","Yakima County, WA (53077)"
Metropolitan Area,49500,"Yauco, PR","Guánica Municipio, PR (72055); Guayanilla Municipio, PR (72059); Peñuelas Municipio, PR (72111); Yauco Municipio, PR (72153)"
Metropolitan Area,49620,"York-Hanover, PA","York County, PA (42133)"
Metropolitan Area,49660,"Youngstown-Warren-Boardman, OH-PA","Mahoning County, OH (39099); Trumbull County, OH (39155); Mercer County, PA (42085)"
Metropolitan Area,49700,"Yuba City, CA","Sutter County, CA (06101); Yuba County, CA (06115)"
Metropolitan Area,49740,"Yuma, AZ","Yuma County, AZ (04027)"
Micropolitan Area,10020,"Abbeville, LA","Vermilion Parish, LA (22113)"
Micropolitan Area,10100,"Aberdeen, SD","Brown County, SD (46013); Edmunds County, SD (46045)"
Micropolitan Area,10140,"Aberdeen, WA","Grays Harbor County, WA (53027)"
Micropolitan Area,10220,"Ada, OK","Pontotoc County, OK (40123)"
Micropolitan Area,10260,"Adjuntas, PR","Adjuntas Municipio, PR (72001)"
Micropolitan Area,10300,"Adrian, MI","Lenawee County, MI (26091)"
Micropolitan Area,10460,"Alamogordo, NM","Otero County, NM (35035)"
Micropolitan Area,10540,"Albany-Lebanon, OR","Linn County, OR (41043)"
Micropolitan Area,10620,"Albemarle, NC","Stanly County, NC (37167)"
Micropolitan Area,10660,"Albert Lea, MN","Freeborn County, MN (27047)"
Micropolitan Area,10700,"Albertville, AL","Marshall County, AL (01095)"
Micropolitan Area,10760,"Alexander City, AL","Coosa County, AL (01037); Tallapoosa County, AL (01123)"
Micropolitan Area,10820,"Alexandria, MN","Douglas County, MN (27041)"
Micropolitan Area,10860,"Alice, TX","Jim Wells County, TX (48249)"
Micropolitan Area,10880,"Allegan, MI","Allegan County, MI (26005)"
Micropolitan Area,10940,"Alma, MI","Gratiot County, MI (26057)"
Micropolitan Area,10980,"Alpena, MI","Alpena County, MI (26007)"
Micropolitan Area,11060,"Altus, OK","Jackson County, OK (40065)"
Micropolitan Area,11140,"Americus, GA","Schley County, GA (13249); Sumter County, GA (13261)"
Micropolitan Area,11220,"Amsterdam, NY","Montgomery County, NY (36057)"
Micropolitan Area,11380,"Andrews, TX","Andrews County, TX (48003)"
Micropolitan Area,11420,"Angola, IN","Steuben County, IN (18151)"
Micropolitan Area,11580,"Arcadia, FL","DeSoto County, FL (12027)"
Micropolitan Area,11620,"Ardmore, OK","Carter County, OK (40019); Love County, OK (40085)"
Micropolitan Area,11660,"Arkadelphia, AR","Clark County, AR (05019)"
Micropolitan Area,11740,"Ashland, OH","Ashland County, OH (39005)"
Micropolitan Area,11780,"Ashtabula, OH","Ashtabula County, OH (39007)"
Micropolitan Area,11820,"Astoria, OR","Clatsop County, OR (41007)"
Micropolitan Area,11860,"Atchison, KS","Atchison County, KS (20005)"
Micropolitan Area,11900,"Athens, OH","Athens County, OH (39009)"
Micropolitan Area,11940,"Athens, TN","McMinn County, TN (47107)"
Micropolitan Area,11980,"Athens, TX","Henderson County, TX (48213)"
Micropolitan Area,12140,"Auburn, IN","DeKalb County, IN (18033)"
Micropolitan Area,12180,"Auburn, NY","Cayuga County, NY (36011)"
Micropolitan Area,12300,"Augusta-Waterville, ME","Kennebec County, ME (23011)"
Micropolitan Area,12380,"Austin, MN","Mower County, MN (27099)"
Micropolitan Area,12460,"Bainbridge, GA","Decatur County, GA (13087)"
Micropolitan Area,12660,"Baraboo, WI","Sauk County, WI (55111)"
Micropolitan Area,12740,"Barre, VT","Washington County, VT (50023)"
Micropolitan Area,12780,"Bartlesville, OK","Washington County, OK (40147)"
Micropolitan Area,12820,"Bastrop, LA","Morehouse Parish, LA (22067)"
Micropolitan Area,12860,"Batavia, NY","Genesee County, NY (36037)"
Micropolitan Area,12900,"Batesville, AR","Independence County, AR (05063)"
Micropolitan Area,13060,"Bay City, TX","Matagorda County, TX (48321)"
Micropolitan Area,13100,"Beatrice, NE","Gage County, NE (31067)"
Micropolitan Area,13180,"Beaver Dam, WI","Dodge County, WI (55027)"
Micropolitan Area,13220,"Beckley, WV","Raleigh County, WV (54081)"
Micropolitan Area,13260,"Bedford, IN","Lawrence County, IN (18093)"
Micropolitan Area,13300,"Beeville, TX","Bee County, TX (48025)"
Micropolitan Area,13340,"Bellefontaine, OH","Logan County, OH (39091)"
Micropolitan Area,13420,"Bemidji, MN","Beltrami County, MN (27007)"
Micropolitan Area,13500,"Bennettsville, SC","Marlboro County, SC (45069)"
Micropolitan Area,13540,"Bennington, VT","Bennington County, VT (50003)"
Micropolitan Area,13620,"Berlin, NH-VT","Coos County, NH (33007); Essex County, VT (50009)"
Micropolitan Area,13660,"Big Rapids, MI","Mecosta County, MI (26107)"
Micropolitan Area,13700,"Big Spring, TX","Howard County, TX (48227)"
Micropolitan Area,13860,"Bishop, CA","Inyo County, CA (06027)"
Micropolitan Area,13940,"Blackfoot, ID","Bingham County, ID (16011)"
Micropolitan Area,14100,"Bloomsburg-Berwick, PA","Columbia County, PA (42037); Montour County, PA (42093)"
Micropolitan Area,14140,"Bluefield, WV-VA","Tazewell County, VA (51185); Mercer County, WV (54055)"
Micropolitan Area,14180,"Blytheville, AR","Mississippi County, AR (05093)"
Micropolitan Area,14220,"Bogalusa, LA","Washington Parish, LA (22117)"
Micropolitan Area,14300,"Bonham, TX","Fannin County, TX (48147)"
Micropolitan Area,14340,"Boone, IA","Boone County, IA (19015)"
Micropolitan Area,14380,"Boone, NC","Watauga County, NC (37189)"
Micropolitan Area,14420,"Borger, TX","Hutchinson County, TX (48233)"
Micropolitan Area,14580,"Bozeman, MT","Gallatin County, MT (30031)"
Micropolitan Area,14620,"Bradford, PA","McKean County, PA (42083)"
Micropolitan Area,14660,"Brainerd, MN","Cass County, MN (27021); Crow Wing County, MN (27035)"
Micropolitan Area,14700,"Branson, MO","Stone County, MO (29209); Taney County, MO (29213)"
Micropolitan Area,14780,"Brenham, TX","Washington County, TX (48477)"
Micropolitan Area,14820,"Brevard, NC","Transylvania County, NC (37175)"
Micropolitan Area,14940,"Brigham City, UT","Box Elder County, UT (49003)"
Micropolitan Area,15020,"Brookhaven, MS","Lincoln County, MS (28085)"
Micropolitan Area,15060,"Brookings, OR","Curry County, OR (41015)"
Micropolitan Area,15100,"Brookings, SD","Brookings County, SD (46011)"
Micropolitan Area,15140,"Brownsville, TN","Haywood County, TN (47075)"
Micropolitan Area,15220,"Brownwood, TX","Brown County, TX (48049)"
Micropolitan Area,15340,"Bucyrus, OH","Crawford County, OH (39033)"
Micropolitan Area,15420,"Burley, ID","Cassia County, ID (16031); Minidoka County, ID (16067)"
Micropolitan Area,15460,"Burlington, IA-IL","Henderson County, IL (17071); Des Moines County, IA (19057)"
