tsa_id,tsa_name,date,patients_covid_total,patients_covid_ward,patients_covid_icu,beds_avail_total,beds_avail_icu,patients_all_total,patients_all_icu
A,Amarillo,2020-04-12,17.0,13.0,4.0,613.0,77.0,417.0,
A,Amarillo,2020-04-13,17.0,12.0,5.0,251.0,78.0,427.0,
A,Amarillo,2020-04-14,17.0,12.0,5.0,571.0,67.0,461.0,
A,Amarillo,2020-04-15,40.0,38.0,2.0,519.0,54.0,322.0,
A,Amarillo,2020-04-16,18.0,12.0,6.0,668.0,92.0,522.0,
A,Amarillo,2020-04-17,24.0,15.0,9.0,645.0,89.0,553.0,
A,Amarillo,2020-04-18,18.0,13.0,5.0,638.0,83.0,545.0,
A,Amarillo,2020-04-19,35.0,25.0,10.0,548.0,57.0,535.0,
A,Amarillo,2020-04-20,17.0,11.0,6.0,572.0,67.0,286.0,
A,Amarillo,2020-04-21,17.0,11.0,6.0,572.0,67.0,286.0,
A,Amarillo,2020-04-22,41.0,20.0,21.0,527.0,48.0,557.0,
A,Amarillo,2020-04-23,41.0,20.0,21.0,504.0,46.0,607.0,106.0
A,Amarillo,2020-04-24,40.0,23.0,17.0,534.0,41.0,658.0,129.0
A,Amarillo,2020-04-25,46.0,27.0,19.0,479.0,37.0,647.0,123.0
A,Amarillo,2020-04-26,59.0,33.0,26.0,462.0,34.0,648.0,126.0
A,Amarillo,2020-04-27,64.0,35.0,29.0,468.0,39.0,660.0,118.0
A,Amarillo,2020-04-28,67.0,33.0,34.0,432.0,39.0,669.0,121.0
A,Amarillo,2020-04-29,82.0,43.0,39.0,434.0,28.0,630.0,131.0
A,Amarillo,2020-04-30,84.0,47.0,37.0,586.0,76.0,594.0,123.0
A,Amarillo,2020-05-01,87.0,50.0,37.0,582.0,74.0,605.0,113.0
A,Amarillo,2020-05-02,91.0,51.0,40.0,477.0,48.0,602.0,112.0
A,Amarillo,2020-05-03,101.0,54.0,47.0,468.0,31.0,566.0,118.0
A,Amarillo,2020-05-04,94.0,50.0,44.0,466.0,42.0,571.0,107.0
A,Amarillo,2020-05-05,90.0,49.0,41.0,475.0,30.0,595.0,130.0
A,Amarillo,2020-05-06,96.0,56.0,40.0,464.0,36.0,611.0,117.0
A,Amarillo,2020-05-07,109.0,58.0,51.0,532.0,38.0,609.0,115.0
A,Amarillo,2020-05-08,112.0,64.0,48.0,507.0,36.0,661.0,116.0
A,Amarillo,2020-05-09,109.0,63.0,46.0,508.0,32.0,659.0,130.0
A,Amarillo,2020-05-10,103.0,60.0,43.0,481.0,38.0,853.0,117.0
A,Amarillo,2020-05-11,98.0,55.0,43.0,478.0,40.0,792.0,116.0
A,Amarillo,2020-05-12,94.0,51.0,43.0,495.0,43.0,583.0,111.0
A,Amarillo,2020-05-13,82.0,46.0,36.0,482.0,40.0,605.0,114.0
A,Amarillo,2020-05-14,84.0,49.0,35.0,455.0,45.0,649.0,112.0
A,Amarillo,2020-05-15,79.0,48.0,31.0,526.0,45.0,649.0,108.0
A,Amarillo,2020-05-16,80.0,47.0,33.0,516.0,47.0,653.0,109.0
A,Amarillo,2020-05-17,72.0,42.0,30.0,511.0,41.0,654.0,108.0
A,Amarillo,2020-05-18,68.0,44.0,24.0,455.0,52.0,620.0,101.0
A,Amarillo,2020-05-19,70.0,48.0,22.0,457.0,51.0,619.0,101.0
A,Amarillo,2020-05-20,75.0,54.0,21.0,423.0,48.0,643.0,110.0
A,Amarillo,2020-05-21,63.0,37.0,26.0,487.0,48.0,671.0,103.0
A,Amarillo,2020-05-22,53.0,32.0,21.0,486.0,45.0,659.0,110.0
A,Amarillo,2020-05-23,55.0,35.0,20.0,450.0,43.0,664.0,113.0
A,Amarillo,2020-05-24,55.0,33.0,22.0,476.0,49.0,612.0,107.0
A,Amarillo,2020-05-25,55.0,34.0,21.0,483.0,45.0,590.0,104.0
A,Amarillo,2020-05-26,61.0,38.0,23.0,479.0,39.0,590.0,108.0
A,Amarillo,2020-05-27,59.0,38.0,21.0,474.0,43.0,612.0,108.0
A,Amarillo,2020-05-28,63.0,35.0,28.0,495.0,33.0,665.0,118.0
A,Amarillo,2020-05-29,24.0,0.0,24.0,447.0,33.0,683.0,111.0
A,Amarillo,2020-05-30,58.0,32.0,26.0,399.0,46.0,684.0,108.0
A,Amarillo,2020-05-31,39.0,16.0,23.0,404.0,55.0,612.0,91.0
A,Amarillo,2020-06-01,47.0,28.0,19.0,415.0,56.0,589.0,92.0
A,Amarillo,2020-06-02,45.0,25.0,20.0,401.0,47.0,596.0,98.0
A,Amarillo,2020-06-03,46.0,28.0,18.0,385.0,44.0,634.0,99.0
A,Amarillo,2020-06-04,38.0,23.0,15.0,373.0,38.0,646.0,108.0
A,Amarillo,2020-06-05,31.0,16.0,15.0,378.0,43.0,622.0,98.0
A,Amarillo,2020-06-06,32.0,19.0,13.0,462.0,41.0,640.0,101.0
A,Amarillo,2020-06-07,31.0,18.0,13.0,426.0,37.0,638.0,99.0
A,Amarillo,2020-06-08,25.0,16.0,9.0,402.0,50.0,552.0,85.0
A,Amarillo,2020-06-09,29.0,14.0,15.0,399.0,46.0,577.0,92.0
A,Amarillo,2020-06-10,25.0,15.0,10.0,386.0,43.0,662.0,107.0
A,Amarillo,2020-06-11,23.0,13.0,10.0,465.0,41.0,674.0,107.0
A,Amarillo,2020-06-12,17.0,9.0,8.0,470.0,48.0,675.0,96.0
A,Amarillo,2020-06-13,18.0,11.0,7.0,470.0,55.0,672.0,92.0
A,Amarillo,2020-06-14,17.0,10.0,7.0,462.0,53.0,673.0,95.0
A,Amarillo,2020-06-15,16.0,8.0,8.0,381.0,52.0,557.0,92.0
A,Amarillo,2020-06-16,25.0,14.0,11.0,426.0,51.0,612.0,93.0
A,Amarillo,2020-06-17,23.0,15.0,8.0,381.0,52.0,682.0,100.0
A,Amarillo,2020-06-18,24.0,16.0,8.0,432.0,51.0,692.0,101.0
A,Amarillo,2020-06-19,22.0,13.0,9.0,445.0,40.0,700.0,96.0
A,Amarillo,2020-06-20,20.0,10.0,10.0,446.0,40.0,671.0,102.0
A,Amarillo,2020-06-21,22.0,12.0,10.0,446.0,40.0,663.0,102.0
A,Amarillo,2020-06-22,23.0,13.0,10.0,429.0,53.0,653.0,105.0
A,Amarillo,2020-06-23,23.0,13.0,10.0,411.0,59.0,652.0,114.0
A,Amarillo,2020-06-24,27.0,19.0,8.0,400.0,43.0,666.0,104.0
A,Amarillo,2020-06-25,25.0,16.0,9.0,459.0,31.0,705.0,118.0
A,Amarillo,2020-06-26,22.0,13.0,9.0,451.0,30.0,713.0,123.0
A,Amarillo,2020-06-27,21.0,12.0,9.0,457.0,29.0,700.0,124.0
A,Amarillo,2020-06-28,20.0,11.0,9.0,419.0,41.0,652.0,114.0
A,Amarillo,2020-06-29,22.0,12.0,10.0,389.0,51.0,648.0,110.0
A,Amarillo,2020-06-30,25.0,15.0,10.0,399.0,47.0,633.0,102.0
A,Amarillo,2020-07-01,25.0,15.0,10.0,355.0,38.0,684.0,111.0
A,Amarillo,2020-07-02,27.0,17.0,10.0,417.0,39.0,718.0,115.0
A,Amarillo,2020-07-03,23.0,11.0,12.0,414.0,35.0,730.0,115.0
A,Amarillo,2020-07-04,23.0,11.0,12.0,407.0,35.0,731.0,114.0
A,Amarillo,2020-07-05,26.0,13.0,13.0,399.0,35.0,699.0,113.0
A,Amarillo,2020-07-06,31.0,17.0,14.0,356.0,43.0,646.0,101.0
A,Amarillo,2020-07-07,38.0,24.0,14.0,392.0,42.0,636.0,106.0
A,Amarillo,2020-07-08,38.0,24.0,14.0,352.0,37.0,653.0,108.0
A,Amarillo,2020-07-09,41.0,25.0,16.0,418.0,38.0,680.0,110.0
A,Amarillo,2020-07-10,46.0,28.0,18.0,418.0,39.0,708.0,108.0
A,Amarillo,2020-07-11,48.0,30.0,18.0,421.0,39.0,711.0,113.0
A,Amarillo,2020-07-12,47.0,28.0,19.0,369.0,29.0,695.0,112.0
A,Amarillo,2020-07-13,46.0,27.0,19.0,358.0,37.0,613.0,101.0
A,Amarillo,2020-07-14,47.0,27.0,20.0,382.0,32.0,663.0,108.0
A,Amarillo,2020-07-15,49.0,28.0,21.0,372.0,39.0,667.0,110.0
A,Amarillo,2020-07-16,51.0,31.0,20.0,414.0,33.0,710.0,113.0
A,Amarillo,2020-07-17,58.0,34.0,24.0,426.0,34.0,690.0,118.0
A,Amarillo,2020-07-18,63.0,39.0,24.0,410.0,30.0,711.0,116.0
A,Amarillo,2020-07-19,62.0,37.0,25.0,312.0,36.0,655.0,108.0
A,Amarillo,2020-07-20,63.0,38.0,25.0,308.0,32.0,656.0,110.0
A,Amarillo,2020-07-21,69.0,43.0,26.0,334.0,34.0,678.0,118.0
A,Amarillo,2020-07-22,75.0,44.0,31.0,334.0,28.0,699.0,120.0
A,Amarillo,2020-07-23,65.0,33.0,32.0,350.0,27.0,734.0,126.0
A,Amarillo,2020-07-24,82.0,40.0,42.0,596.0,66.0,1048.0,182.0
A,Amarillo,2020-07-25,75.0,35.0,40.0,596.0,69.0,1073.0,175.0
A,Amarillo,2020-07-26,44.0,22.0,22.0,467.0,68.0,737.0,55.0
A,Amarillo,2020-07-27,77.0,33.0,44.0,504.0,64.0,737.0,190.0
A,Amarillo,2020-07-28,36.0,24.0,12.0,280.0,45.0,379.0,62.0
A,Amarillo,2020-07-29,37.0,28.0,9.0,223.0,51.0,333.0,59.0
A,Amarillo,2020-07-30,70.0,42.0,28.0,583.0,48.0,636.0,100.0
A,Amarillo,2020-07-31,71.0,43.0,28.0,584.0,49.0,639.0,99.0
A,Amarillo,2020-08-01,77.0,49.0,28.0,589.0,50.0,638.0,61.0
A,Amarillo,2020-08-02,77.0,48.0,29.0,599.0,53.0,638.0,147.0
A,Amarillo,2020-08-03,78.0,49.0,29.0,600.0,53.0,632.0,97.0
A,Amarillo,2020-08-04,79.0,50.0,29.0,611.0,52.0,638.0,98.0
A,Amarillo,2020-08-05,72.0,43.0,29.0,600.0,44.0,630.0,90.0
A,Amarillo,2020-08-06,75.0,39.0,36.0,617.0,48.0,648.0,86.0
A,Amarillo,2020-08-07,75.0,39.0,36.0,633.0,46.0,648.0,86.0
A,Amarillo,2020-08-08,74.0,42.0,32.0,638.0,43.0,634.0,88.0
A,Amarillo,2020-08-09,73.0,39.0,34.0,649.0,44.0,642.0,89.0
A,Amarillo,2020-08-10,73.0,39.0,34.0,662.0,45.0,632.0,88.0
A,Amarillo,2020-08-11,76.0,41.0,35.0,650.0,45.0,632.0,89.0
A,Amarillo,2020-08-12,76.0,39.0,36.0,645.0,44.0,642.0,90.0
A,Amarillo,2020-08-13,72.0,38.0,33.0,657.0,50.0,642.0,91.0
A,Amarillo,2020-08-14,55.0,24.0,30.0,640.0,50.0,651.0,88.0
A,Amarillo,2020-08-15,58.0,31.0,26.0,640.0,53.0,650.0,79.0
A,Amarillo,2020-08-16,59.0,31.0,27.0,632.0,52.0,654.0,83.0
A,Amarillo,2020-08-17,59.0,31.0,27.0,653.0,51.0,656.0,84.0
A,Amarillo,2020-08-18,60.0,32.0,27.0,630.0,52.0,651.0,83.0
A,Amarillo,2020-08-19,55.0,29.0,24.0,641.0,50.0,625.0,90.0
A,Amarillo,2020-08-20,57.0,33.0,22.0,627.0,47.0,614.0,85.0
A,Amarillo,2020-08-21,58.0,34.0,22.0,628.0,49.0,625.0,90.0
A,Amarillo,2020-08-22,56.0,34.0,20.0,643.0,53.0,631.0,91.0
A,Amarillo,2020-08-23,61.0,36.0,21.0,646.0,54.0,638.0,94.0
A,Amarillo,2020-08-24,59.0,34.0,21.0,658.0,55.0,628.0,92.0
A,Amarillo,2020-08-25,55.0,34.0,20.0,682.0,60.0,621.0,91.0
A,Amarillo,2020-08-26,51.0,32.0,19.0,640.0,53.0,620.0,88.0
A,Amarillo,2020-08-27,49.0,28.0,20.0,624.0,55.0,616.0,86.0
A,Amarillo,2020-08-28,51.0,33.0,18.0,629.0,57.0,621.0,86.0
A,Amarillo,2020-08-29,49.0,31.0,18.0,634.0,60.0,619.0,96.0
A,Amarillo,2020-08-30,47.0,31.0,16.0,664.0,54.0,622.0,94.0
A,Amarillo,2020-08-31,47.0,31.0,16.0,682.0,54.0,619.0,94.0
A,Amarillo,2020-09-01,46.0,30.0,16.0,664.0,53.0,631.0,95.0
A,Amarillo,2020-09-02,48.0,31.0,17.0,620.0,49.0,617.0,87.0
A,Amarillo,2020-09-03,51.0,31.0,19.0,631.0,56.0,643.0,95.0
A,Amarillo,2020-09-04,54.0,33.0,19.0,638.0,56.0,651.0,96.0
A,Amarillo,2020-09-05,55.0,32.0,21.0,633.0,58.0,645.0,98.0
A,Amarillo,2020-09-06,56.0,33.0,21.0,638.0,58.0,642.0,98.0
A,Amarillo,2020-09-07,57.0,33.0,21.0,652.0,57.0,644.0,99.0
A,Amarillo,2020-09-08,54.0,31.0,21.0,644.0,58.0,640.0,98.0
A,Amarillo,2020-09-09,53.0,30.0,21.0,630.0,58.0,637.0,98.0
A,Amarillo,2020-09-10,47.0,24.0,23.0,662.0,57.0,639.0,96.0
A,Amarillo,2020-09-11,44.0,22.0,22.0,672.0,60.0,631.0,99.0
A,Amarillo,2020-09-12,42.0,18.0,23.0,671.0,56.0,649.0,101.0
A,Amarillo,2020-09-13,46.0,22.0,22.0,679.0,59.0,641.0,98.0
A,Amarillo,2020-09-14,68.0,36.0,31.0,676.0,59.0,646.0,99.0
A,Amarillo,2020-09-15,72.0,36.0,34.0,648.0,60.0,653.0,100.0
A,Amarillo,2020-09-16,70.0,35.0,35.0,615.0,51.0,690.0,102.0
A,Amarillo,2020-09-17,71.0,36.0,35.0,613.0,53.0,701.0,103.0
A,Amarillo,2020-09-18,62.0,31.0,31.0,628.0,65.0,697.0,109.0
A,Amarillo,2020-09-19,63.0,28.0,35.0,644.0,62.0,680.0,105.0
B,Lubbock,2020-04-12,34.0,22.0,12.0,613.0,93.0,755.0,
B,Lubbock,2020-04-13,35.0,23.0,12.0,628.0,89.0,744.0,
B,Lubbock,2020-04-14,31.0,17.0,14.0,660.0,91.0,734.0,
B,Lubbock,2020-04-15,34.0,19.0,15.0,612.0,86.0,748.0,
B,Lubbock,2020-04-16,32.0,18.0,14.0,608.0,99.0,795.0,
B,Lubbock,2020-04-17,38.0,21.0,17.0,581.0,109.0,823.0,
B,Lubbock,2020-04-18,35.0,19.0,16.0,580.0,95.0,782.0,
B,Lubbock,2020-04-19,32.0,14.0,18.0,579.0,73.0,807.0,
B,Lubbock,2020-04-20,32.0,15.0,17.0,600.0,81.0,736.0,
B,Lubbock,2020-04-21,46.0,27.0,19.0,534.0,79.0,769.0,
B,Lubbock,2020-04-22,28.0,13.0,15.0,520.0,73.0,777.0,
B,Lubbock,2020-04-23,25.0,10.0,15.0,514.0,77.0,811.0,90.0
B,Lubbock,2020-04-24,27.0,12.0,15.0,521.0,76.0,801.0,90.0
B,Lubbock,2020-04-25,32.0,14.0,18.0,519.0,66.0,798.0,137.0
B,Lubbock,2020-04-26,26.0,8.0,18.0,512.0,52.0,765.0,116.0
B,Lubbock,2020-04-27,29.0,11.0,18.0,533.0,68.0,744.0,128.0
B,Lubbock,2020-04-28,29.0,13.0,16.0,501.0,65.0,781.0,132.0
B,Lubbock,2020-04-29,31.0,12.0,19.0,484.0,65.0,812.0,134.0
B,Lubbock,2020-04-30,38.0,8.0,30.0,477.0,70.0,816.0,132.0
B,Lubbock,2020-05-01,36.0,8.0,28.0,483.0,72.0,844.0,142.0
B,Lubbock,2020-05-02,37.0,11.0,26.0,453.0,68.0,846.0,139.0
B,Lubbock,2020-05-03,29.0,5.0,24.0,496.0,68.0,800.0,129.0
B,Lubbock,2020-05-04,30.0,6.0,24.0,553.0,85.0,745.0,118.0
B,Lubbock,2020-05-05,33.0,7.0,26.0,540.0,75.0,779.0,119.0
B,Lubbock,2020-05-06,37.0,13.0,24.0,500.0,65.0,836.0,120.0
B,Lubbock,2020-05-07,32.0,12.0,20.0,491.0,62.0,852.0,127.0
B,Lubbock,2020-05-08,28.0,11.0,17.0,485.0,69.0,831.0,122.0
B,Lubbock,2020-05-09,27.0,12.0,15.0,523.0,75.0,810.0,103.0
B,Lubbock,2020-05-10,25.0,11.0,14.0,530.0,92.0,756.0,104.0
B,Lubbock,2020-05-11,23.0,10.0,13.0,560.0,92.0,687.0,100.0
B,Lubbock,2020-05-12,25.0,10.0,15.0,521.0,82.0,699.0,108.0
B,Lubbock,2020-05-13,19.0,6.0,13.0,512.0,75.0,797.0,108.0
B,Lubbock,2020-05-14,22.0,7.0,15.0,458.0,81.0,852.0,101.0
B,Lubbock,2020-05-15,21.0,7.0,14.0,479.0,81.0,846.0,113.0
B,Lubbock,2020-05-16,20.0,4.0,16.0,473.0,76.0,808.0,118.0
B,Lubbock,2020-05-17,19.0,5.0,14.0,562.0,89.0,726.0,110.0
B,Lubbock,2020-05-18,20.0,7.0,13.0,569.0,83.0,684.0,101.0
B,Lubbock,2020-05-19,21.0,9.0,12.0,558.0,85.0,760.0,101.0
B,Lubbock,2020-05-20,25.0,11.0,14.0,483.0,36.0,836.0,118.0
B,Lubbock,2020-05-21,20.0,7.0,13.0,449.0,64.0,871.0,131.0
B,Lubbock,2020-05-22,15.0,4.0,11.0,465.0,63.0,849.0,141.0
B,Lubbock,2020-05-23,14.0,4.0,10.0,538.0,84.0,823.0,125.0
B,Lubbock,2020-05-24,13.0,6.0,7.0,511.0,36.0,793.0,125.0
B,Lubbock,2020-05-25,16.0,8.0,8.0,512.0,39.0,760.0,117.0
B,Lubbock,2020-05-26,16.0,8.0,8.0,466.0,66.0,772.0,128.0
B,Lubbock,2020-05-27,15.0,8.0,7.0,535.0,81.0,809.0,126.0
B,Lubbock,2020-05-28,14.0,7.0,7.0,467.0,64.0,861.0,123.0
B,Lubbock,2020-05-29,20.0,12.0,8.0,461.0,39.0,893.0,111.0
B,Lubbock,2020-05-30,14.0,9.0,5.0,408.0,32.0,896.0,127.0
B,Lubbock,2020-05-31,12.0,5.0,7.0,402.0,40.0,838.0,116.0
B,Lubbock,2020-06-01,14.0,5.0,9.0,446.0,53.0,753.0,100.0
B,Lubbock,2020-06-02,16.0,8.0,8.0,435.0,44.0,796.0,101.0
B,Lubbock,2020-06-03,19.0,11.0,8.0,423.0,36.0,886.0,158.0
B,Lubbock,2020-06-04,16.0,7.0,9.0,364.0,18.0,921.0,166.0
B,Lubbock,2020-06-05,13.0,6.0,7.0,374.0,33.0,951.0,139.0
B,Lubbock,2020-06-06,11.0,2.0,9.0,387.0,28.0,935.0,140.0
B,Lubbock,2020-06-07,11.0,4.0,7.0,468.0,38.0,842.0,134.0
B,Lubbock,2020-06-08,10.0,3.0,7.0,418.0,41.0,813.0,123.0
B,Lubbock,2020-06-09,10.0,3.0,7.0,424.0,42.0,786.0,114.0
B,Lubbock,2020-06-10,15.0,7.0,8.0,408.0,45.0,866.0,112.0
B,Lubbock,2020-06-11,14.0,6.0,8.0,403.0,47.0,878.0,114.0
B,Lubbock,2020-06-12,17.0,8.0,9.0,391.0,35.0,902.0,130.0
B,Lubbock,2020-06-13,18.0,8.0,10.0,393.0,34.0,882.0,133.0
B,Lubbock,2020-06-14,16.0,8.0,8.0,388.0,35.0,813.0,131.0
B,Lubbock,2020-06-15,15.0,7.0,8.0,456.0,46.0,767.0,129.0
B,Lubbock,2020-06-16,14.0,5.0,9.0,435.0,44.0,747.0,117.0
B,Lubbock,2020-06-17,16.0,9.0,7.0,394.0,43.0,861.0,135.0
B,Lubbock,2020-06-18,20.0,13.0,7.0,381.0,46.0,895.0,127.0
B,Lubbock,2020-06-19,21.0,13.0,8.0,379.0,38.0,902.0,136.0
B,Lubbock,2020-06-20,22.0,12.0,10.0,347.0,26.0,900.0,132.0
B,Lubbock,2020-06-21,22.0,14.0,8.0,410.0,52.0,865.0,139.0
B,Lubbock,2020-06-22,22.0,14.0,8.0,426.0,45.0,789.0,124.0
B,Lubbock,2020-06-23,25.0,17.0,8.0,403.0,43.0,903.0,131.0
B,Lubbock,2020-06-24,34.0,23.0,11.0,359.0,35.0,891.0,125.0
B,Lubbock,2020-06-25,37.0,20.0,17.0,369.0,28.0,934.0,135.0
B,Lubbock,2020-06-26,43.0,23.0,20.0,367.0,32.0,951.0,135.0
B,Lubbock,2020-06-27,42.0,20.0,22.0,346.0,28.0,966.0,137.0
B,Lubbock,2020-06-28,51.0,30.0,21.0,347.0,27.0,917.0,139.0
B,Lubbock,2020-06-29,49.0,28.0,21.0,357.0,34.0,863.0,132.0
B,Lubbock,2020-06-30,58.0,32.0,26.0,368.0,35.0,886.0,126.0
B,Lubbock,2020-07-01,72.0,44.0,28.0,340.0,26.0,932.0,144.0
B,Lubbock,2020-07-02,74.0,43.0,31.0,324.0,22.0,972.0,145.0
B,Lubbock,2020-07-03,98.0,59.0,39.0,308.0,22.0,982.0,155.0
B,Lubbock,2020-07-04,88.0,51.0,37.0,382.0,36.0,915.0,143.0
B,Lubbock,2020-07-05,93.0,52.0,41.0,413.0,35.0,841.0,136.0
B,Lubbock,2020-07-06,86.0,45.0,41.0,391.0,23.0,827.0,142.0
B,Lubbock,2020-07-07,97.0,53.0,44.0,389.0,21.0,852.0,150.0
B,Lubbock,2020-07-08,109.0,62.0,47.0,335.0,16.0,933.0,152.0
B,Lubbock,2020-07-09,117.0,69.0,48.0,329.0,20.0,1058.0,147.0
B,Lubbock,2020-07-10,115.0,58.0,57.0,302.0,19.0,1073.0,146.0
B,Lubbock,2020-07-11,128.0,81.0,47.0,330.0,20.0,1065.0,158.0
B,Lubbock,2020-07-12,125.0,81.0,44.0,335.0,24.0,1003.0,161.0
B,Lubbock,2020-07-13,130.0,84.0,46.0,345.0,27.0,948.0,156.0
B,Lubbock,2020-07-14,130.0,82.0,48.0,328.0,22.0,1006.0,161.0
B,Lubbock,2020-07-15,123.0,77.0,46.0,322.0,13.0,1041.0,169.0
B,Lubbock,2020-07-16,124.0,80.0,44.0,314.0,21.0,1091.0,171.0
B,Lubbock,2020-07-17,125.0,82.0,43.0,316.0,16.0,1085.0,172.0
B,Lubbock,2020-07-18,128.0,81.0,47.0,292.0,18.0,1074.0,160.0
B,Lubbock,2020-07-19,114.0,66.0,48.0,334.0,15.0,972.0,161.0
B,Lubbock,2020-07-20,128.0,78.0,50.0,346.0,19.0,923.0,161.0
B,Lubbock,2020-07-21,128.0,80.0,48.0,347.0,20.0,968.0,154.0
B,Lubbock,2020-07-22,133.0,85.0,48.0,322.0,17.0,1017.0,158.0
B,Lubbock,2020-07-23,142.0,90.0,52.0,293.0,0.0,1062.0,187.0
B,Lubbock,2020-07-24,203.0,95.0,108.0,1089.0,117.0,1124.0,162.0
B,Lubbock,2020-07-25,190.0,82.0,108.0,742.0,23.0,1073.0,182.0
B,Lubbock,2020-07-26,198.0,85.0,113.0,757.0,28.0,870.0,96.0
B,Lubbock,2020-07-27,185.0,71.0,114.0,769.0,29.0,870.0,313.0
B,Lubbock,2020-07-28,127.0,74.0,53.0,607.0,31.0,885.0,144.0
B,Lubbock,2020-07-29,105.0,55.0,50.0,569.0,26.0,927.0,145.0
B,Lubbock,2020-07-30,130.0,73.0,55.0,541.0,36.0,991.0,159.0
B,Lubbock,2020-07-31,134.0,73.0,57.0,489.0,28.0,946.0,166.0
B,Lubbock,2020-08-01,127.0,67.0,57.0,418.0,39.0,1056.0,157.0
B,Lubbock,2020-08-02,138.0,76.0,57.0,413.0,27.0,991.0,152.0
B,Lubbock,2020-08-03,162.0,104.0,54.0,453.0,30.0,900.0,156.0
B,Lubbock,2020-08-04,130.0,73.0,54.0,432.0,29.0,906.0,156.0
B,Lubbock,2020-08-05,118.0,59.0,58.0,409.0,26.0,963.0,161.0
B,Lubbock,2020-08-06,113.0,55.0,57.0,432.0,25.0,967.0,164.0
B,Lubbock,2020-08-07,123.0,65.0,57.0,413.0,25.0,933.0,165.0
B,Lubbock,2020-08-08,117.0,56.0,60.0,464.0,24.0,933.0,162.0
B,Lubbock,2020-08-09,111.0,58.0,53.0,524.0,28.0,913.0,162.0
B,Lubbock,2020-08-10,110.0,57.0,53.0,518.0,36.0,880.0,159.0
B,Lubbock,2020-08-11,109.0,56.0,53.0,461.0,27.0,918.0,144.0
B,Lubbock,2020-08-12,111.0,57.0,53.0,441.0,42.0,939.0,155.0
B,Lubbock,2020-08-13,108.0,56.0,51.0,415.0,31.0,908.0,151.0
B,Lubbock,2020-08-14,97.0,48.0,48.0,426.0,34.0,951.0,152.0
B,Lubbock,2020-08-15,86.0,49.0,35.0,459.0,31.0,930.0,146.0
B,Lubbock,2020-08-16,84.0,54.0,29.0,473.0,32.0,903.0,142.0
B,Lubbock,2020-08-17,89.0,54.0,33.0,437.0,36.0,905.0,131.0
B,Lubbock,2020-08-18,92.0,55.0,36.0,436.0,26.0,937.0,143.0
B,Lubbock,2020-08-19,98.0,63.0,34.0,441.0,30.0,947.0,145.0
B,Lubbock,2020-08-20,99.0,64.0,35.0,412.0,48.0,971.0,151.0
B,Lubbock,2020-08-21,91.0,56.0,35.0,418.0,52.0,961.0,155.0
B,Lubbock,2020-08-22,85.0,46.0,39.0,411.0,32.0,952.0,160.0
B,Lubbock,2020-08-23,80.0,43.0,37.0,473.0,43.0,938.0,148.0
B,Lubbock,2020-08-24,81.0,44.0,37.0,472.0,45.0,926.0,141.0
B,Lubbock,2020-08-25,83.0,42.0,41.0,482.0,35.0,901.0,132.0
B,Lubbock,2020-08-26,80.0,40.0,40.0,423.0,32.0,1019.0,148.0
B,Lubbock,2020-08-27,82.0,45.0,37.0,441.0,34.0,1018.0,149.0
B,Lubbock,2020-08-28,78.0,42.0,36.0,489.0,33.0,952.0,155.0
B,Lubbock,2020-08-29,86.0,55.0,31.0,442.0,29.0,963.0,157.0
B,Lubbock,2020-08-30,82.0,51.0,30.0,470.0,26.0,942.0,157.0
B,Lubbock,2020-08-31,87.0,58.0,27.0,451.0,28.0,944.0,147.0
B,Lubbock,2020-09-01,85.0,58.0,26.0,480.0,46.0,926.0,139.0
B,Lubbock,2020-09-02,89.0,61.0,27.0,412.0,36.0,925.0,151.0
B,Lubbock,2020-09-03,82.0,57.0,25.0,381.0,30.0,928.0,153.0
B,Lubbock,2020-09-04,76.0,53.0,22.0,383.0,28.0,581.0,119.0
B,Lubbock,2020-09-05,75.0,49.0,26.0,437.0,38.0,881.0,124.0
B,Lubbock,2020-09-06,64.0,38.0,26.0,527.0,42.0,814.0,114.0
B,Lubbock,2020-09-07,66.0,41.0,25.0,597.0,68.0,788.0,116.0
B,Lubbock,2020-09-08,70.0,41.0,29.0,512.0,69.0,823.0,119.0
B,Lubbock,2020-09-09,68.0,37.0,31.0,480.0,40.0,853.0,147.0
B,Lubbock,2020-09-10,85.0,49.0,36.0,528.0,36.0,926.0,148.0
B,Lubbock,2020-09-11,81.0,42.0,39.0,485.0,31.0,959.0,154.0
B,Lubbock,2020-09-12,83.0,46.0,37.0,444.0,29.0,969.0,135.0
B,Lubbock,2020-09-13,84.0,50.0,34.0,470.0,26.0,967.0,147.0
B,Lubbock,2020-09-14,90.0,51.0,39.0,481.0,26.0,956.0,145.0
B,Lubbock,2020-09-15,86.0,46.0,40.0,518.0,30.0,913.0,139.0
B,Lubbock,2020-09-16,84.0,44.0,40.0,446.0,31.0,1000.0,169.0
B,Lubbock,2020-09-17,75.0,41.0,33.0,469.0,35.0,1012.0,170.0
B,Lubbock,2020-09-18,74.0,38.0,34.0,427.0,30.0,1031.0,170.0
B,Lubbock,2020-09-19,90.0,48.0,40.0,421.0,38.0,1030.0,170.0
C,Wichita Falls,2020-04-12,5.0,4.0,1.0,348.0,20.0,240.0,
C,Wichita Falls,2020-04-13,5.0,5.0,0.0,366.0,18.0,223.0,
