tsa_id,tsa_name,date,patients_covid_total,patients_covid_ward,patients_covid_icu,beds_avail_total,beds_avail_icu,patients_all_total,patients_all_icu
L,Belton/Killeen,2020-08-26,59.0,42.0,17.0,256.0,31.0,767.0,105.0
L,Belton/Killeen,2020-08-27,45.0,27.0,18.0,246.0,26.0,809.0,115.0
L,Belton/Killeen,2020-08-28,41.0,27.0,14.0,254.0,26.0,805.0,112.0
L,Belton/Killeen,2020-08-29,43.0,27.0,16.0,265.0,30.0,820.0,115.0
L,Belton/Killeen,2020-08-30,46.0,27.0,16.0,265.0,29.0,813.0,110.0
L,Belton/Killeen,2020-08-31,42.0,27.0,15.0,281.0,32.0,805.0,106.0
L,Belton/Killeen,2020-09-01,47.0,27.0,20.0,267.0,31.0,783.0,92.0
L,Belton/Killeen,2020-09-02,50.0,31.0,19.0,281.0,32.0,791.0,104.0
L,Belton/Killeen,2020-09-03,47.0,29.0,18.0,258.0,31.0,841.0,112.0
L,Belton/Killeen,2020-09-04,50.0,30.0,20.0,272.0,29.0,863.0,115.0
L,Belton/Killeen,2020-09-05,59.0,38.0,21.0,267.0,27.0,874.0,107.0
L,Belton/Killeen,2020-09-06,51.0,30.0,21.0,273.0,30.0,843.0,97.0
L,Belton/Killeen,2020-09-07,51.0,30.0,21.0,283.0,32.0,828.0,95.0
L,Belton/Killeen,2020-09-08,45.0,24.0,21.0,277.0,31.0,797.0,103.0
L,Belton/Killeen,2020-09-09,46.0,24.0,22.0,296.0,33.0,785.0,96.0
L,Belton/Killeen,2020-09-10,40.0,18.0,22.0,300.0,29.0,807.0,97.0
L,Belton/Killeen,2020-09-11,37.0,20.0,17.0,276.0,22.0,906.0,100.0
L,Belton/Killeen,2020-09-12,32.0,20.0,12.0,265.0,23.0,905.0,109.0
L,Belton/Killeen,2020-09-13,32.0,20.0,12.0,300.0,26.0,823.0,108.0
L,Belton/Killeen,2020-09-14,33.0,19.0,14.0,305.0,27.0,818.0,99.0
L,Belton/Killeen,2020-09-15,32.0,20.0,12.0,287.0,23.0,804.0,100.0
L,Belton/Killeen,2020-09-16,37.0,27.0,10.0,284.0,26.0,786.0,94.0
L,Belton/Killeen,2020-09-17,36.0,26.0,10.0,268.0,31.0,830.0,92.0
L,Belton/Killeen,2020-09-18,37.0,25.0,12.0,277.0,32.0,836.0,90.0
L,Belton/Killeen,2020-09-19,37.0,24.0,13.0,286.0,26.0,894.0,99.0
M,Waco,2020-04-12,9.0,4.0,5.0,363.0,26.0,262.0,
M,Waco,2020-04-13,2.0,0.0,2.0,238.0,21.0,133.0,
M,Waco,2020-04-14,5.0,3.0,2.0,333.0,26.0,137.0,
M,Waco,2020-04-15,5.0,2.0,3.0,333.0,23.0,299.0,
M,Waco,2020-04-16,6.0,4.0,2.0,327.0,23.0,310.0,
M,Waco,2020-04-17,4.0,2.0,2.0,289.0,21.0,210.0,
M,Waco,2020-04-18,4.0,2.0,2.0,388.0,21.0,291.0,
M,Waco,2020-04-19,1.0,0.0,1.0,254.0,12.0,161.0,
M,Waco,2020-04-20,1.0,0.0,1.0,353.0,21.0,142.0,
M,Waco,2020-04-21,3.0,1.0,2.0,349.0,20.0,276.0,
M,Waco,2020-04-22,2.0,1.0,1.0,288.0,15.0,275.0,
M,Waco,2020-04-23,3.0,2.0,1.0,325.0,21.0,298.0,37.0
M,Waco,2020-04-24,3.0,2.0,1.0,319.0,29.0,284.0,29.0
M,Waco,2020-04-25,3.0,2.0,1.0,344.0,24.0,264.0,34.0
M,Waco,2020-04-26,3.0,2.0,1.0,248.0,19.0,284.0,35.0
M,Waco,2020-04-27,2.0,0.0,2.0,235.0,24.0,249.0,30.0
M,Waco,2020-04-28,2.0,0.0,2.0,322.0,21.0,300.0,37.0
M,Waco,2020-04-29,1.0,0.0,1.0,344.0,12.0,287.0,46.0
M,Waco,2020-04-30,1.0,0.0,1.0,323.0,19.0,297.0,39.0
M,Waco,2020-05-01,2.0,1.0,1.0,335.0,21.0,347.0,37.0
M,Waco,2020-05-02,3.0,1.0,2.0,332.0,25.0,332.0,36.0
M,Waco,2020-05-03,3.0,1.0,2.0,318.0,28.0,309.0,30.0
M,Waco,2020-05-04,2.0,0.0,2.0,363.0,31.0,250.0,26.0
M,Waco,2020-05-05,2.0,0.0,2.0,376.0,26.0,275.0,31.0
M,Waco,2020-05-06,1.0,0.0,1.0,363.0,28.0,338.0,29.0
M,Waco,2020-05-07,1.0,0.0,1.0,346.0,27.0,350.0,33.0
M,Waco,2020-05-08,1.0,0.0,1.0,322.0,22.0,367.0,36.0
M,Waco,2020-05-09,1.0,0.0,1.0,345.0,21.0,389.0,36.0
M,Waco,2020-05-10,1.0,0.0,1.0,146.0,2.0,287.0,39.0
M,Waco,2020-05-11,1.0,0.0,1.0,288.0,28.0,281.0,39.0
M,Waco,2020-05-12,1.0,0.0,1.0,333.0,22.0,363.0,36.0
M,Waco,2020-05-13,1.0,0.0,1.0,325.0,19.0,375.0,41.0
M,Waco,2020-05-14,0.0,0.0,0.0,297.0,16.0,321.0,42.0
M,Waco,2020-05-15,2.0,1.0,1.0,310.0,18.0,313.0,41.0
M,Waco,2020-05-16,2.0,2.0,0.0,341.0,11.0,317.0,45.0
M,Waco,2020-05-17,1.0,1.0,0.0,287.0,10.0,303.0,44.0
M,Waco,2020-05-18,2.0,1.0,1.0,263.0,19.0,307.0,35.0
M,Waco,2020-05-19,3.0,3.0,0.0,382.0,15.0,377.0,46.0
M,Waco,2020-05-20,1.0,1.0,0.0,275.0,20.0,381.0,38.0
M,Waco,2020-05-21,0.0,0.0,0.0,269.0,13.0,419.0,45.0
M,Waco,2020-05-22,0.0,0.0,0.0,270.0,7.0,429.0,51.0
M,Waco,2020-05-23,1.0,0.0,1.0,252.0,11.0,341.0,45.0
M,Waco,2020-05-24,1.0,0.0,1.0,201.0,9.0,315.0,45.0
M,Waco,2020-05-25,1.0,0.0,1.0,232.0,18.0,298.0,36.0
M,Waco,2020-05-26,1.0,0.0,1.0,270.0,14.0,275.0,42.0
M,Waco,2020-05-27,0.0,0.0,0.0,327.0,29.0,317.0,26.0
M,Waco,2020-05-28,0.0,0.0,0.0,217.0,3.0,254.0,25.0
M,Waco,2020-05-29,0.0,0.0,0.0,257.0,14.0,378.0,43.0
M,Waco,2020-05-30,0.0,0.0,0.0,247.0,20.0,360.0,36.0
M,Waco,2020-05-31,2.0,1.0,1.0,289.0,17.0,364.0,41.0
M,Waco,2020-06-01,2.0,1.0,1.0,300.0,12.0,343.0,46.0
M,Waco,2020-06-02,2.0,1.0,1.0,267.0,13.0,345.0,44.0
M,Waco,2020-06-03,2.0,1.0,1.0,244.0,16.0,364.0,41.0
M,Waco,2020-06-04,2.0,1.0,1.0,252.0,26.0,394.0,46.0
M,Waco,2020-06-05,2.0,1.0,1.0,290.0,29.0,368.0,43.0
M,Waco,2020-06-06,2.0,1.0,1.0,257.0,14.0,353.0,44.0
M,Waco,2020-06-07,2.0,1.0,1.0,269.0,20.0,370.0,46.0
M,Waco,2020-06-08,2.0,1.0,1.0,206.0,8.0,336.0,46.0
M,Waco,2020-06-09,2.0,1.0,1.0,246.0,7.0,357.0,51.0
M,Waco,2020-06-10,1.0,0.0,1.0,223.0,10.0,386.0,48.0
M,Waco,2020-06-11,2.0,0.0,2.0,196.0,16.0,371.0,42.0
M,Waco,2020-06-12,5.0,1.0,4.0,257.0,17.0,370.0,41.0
M,Waco,2020-06-13,5.0,1.0,4.0,261.0,20.0,373.0,38.0
M,Waco,2020-06-14,5.0,0.0,5.0,257.0,13.0,375.0,41.0
M,Waco,2020-06-15,5.0,0.0,5.0,213.0,11.0,346.0,43.0
M,Waco,2020-06-16,5.0,1.0,4.0,247.0,16.0,362.0,44.0
M,Waco,2020-06-17,7.0,4.0,3.0,209.0,15.0,402.0,43.0
M,Waco,2020-06-18,7.0,4.0,3.0,190.0,15.0,415.0,47.0
M,Waco,2020-06-19,6.0,2.0,4.0,183.0,17.0,402.0,43.0
M,Waco,2020-06-20,6.0,2.0,4.0,177.0,11.0,407.0,46.0
M,Waco,2020-06-21,8.0,2.0,6.0,211.0,9.0,371.0,48.0
M,Waco,2020-06-22,7.0,1.0,6.0,241.0,16.0,366.0,41.0
M,Waco,2020-06-23,12.0,2.0,10.0,196.0,10.0,416.0,47.0
M,Waco,2020-06-24,14.0,4.0,10.0,196.0,7.0,423.0,50.0
M,Waco,2020-06-25,14.0,4.0,10.0,186.0,7.0,422.0,57.0
M,Waco,2020-06-26,15.0,4.0,11.0,186.0,7.0,425.0,56.0
M,Waco,2020-06-27,14.0,4.0,10.0,181.0,10.0,428.0,53.0
M,Waco,2020-06-28,17.0,6.0,11.0,221.0,12.0,387.0,55.0
M,Waco,2020-06-29,24.0,9.0,15.0,219.0,13.0,356.0,50.0
M,Waco,2020-06-30,29.0,15.0,14.0,221.0,20.0,355.0,47.0
M,Waco,2020-07-01,31.0,12.0,19.0,186.0,18.0,403.0,50.0
M,Waco,2020-07-02,32.0,12.0,20.0,171.0,14.0,433.0,54.0
M,Waco,2020-07-03,29.0,11.0,18.0,185.0,17.0,411.0,49.0
M,Waco,2020-07-04,29.0,10.0,19.0,204.0,20.0,401.0,46.0
M,Waco,2020-07-05,31.0,13.0,18.0,205.0,18.0,355.0,43.0
M,Waco,2020-07-06,31.0,13.0,18.0,205.0,21.0,341.0,48.0
M,Waco,2020-07-07,33.0,11.0,22.0,193.0,11.0,347.0,58.0
M,Waco,2020-07-08,38.0,14.0,24.0,205.0,7.0,363.0,59.0
M,Waco,2020-07-09,45.0,21.0,24.0,195.0,7.0,436.0,62.0
M,Waco,2020-07-10,45.0,21.0,24.0,191.0,3.0,452.0,67.0
M,Waco,2020-07-11,54.0,31.0,23.0,194.0,7.0,408.0,55.0
M,Waco,2020-07-12,58.0,33.0,25.0,211.0,7.0,430.0,51.0
M,Waco,2020-07-13,65.0,42.0,23.0,229.0,12.0,403.0,49.0
M,Waco,2020-07-14,70.0,44.0,26.0,240.0,9.0,393.0,51.0
M,Waco,2020-07-15,76.0,49.0,27.0,207.0,2.0,418.0,54.0
M,Waco,2020-07-16,77.0,50.0,27.0,181.0,7.0,440.0,54.0
M,Waco,2020-07-17,72.0,47.0,25.0,183.0,14.0,417.0,49.0
M,Waco,2020-07-18,73.0,47.0,26.0,158.0,11.0,424.0,46.0
M,Waco,2020-07-19,75.0,50.0,25.0,157.0,12.0,422.0,45.0
M,Waco,2020-07-20,80.0,53.0,27.0,197.0,15.0,402.0,45.0
M,Waco,2020-07-21,76.0,50.0,26.0,164.0,8.0,387.0,46.0
M,Waco,2020-07-22,79.0,53.0,26.0,203.0,14.0,412.0,46.0
M,Waco,2020-07-23,79.0,51.0,28.0,107.0,6.0,0.0,0.0
M,Waco,2020-07-24,82.0,56.0,26.0,182.0,12.0,146.0,20.0
M,Waco,2020-07-25,78.0,52.0,26.0,179.0,16.0,142.0,18.0
M,Waco,2020-07-26,78.0,51.0,27.0,153.0,11.0,2.0,23.0
M,Waco,2020-07-27,83.0,56.0,27.0,141.0,12.0,212.0,22.0
M,Waco,2020-07-28,82.0,54.0,28.0,170.0,8.0,391.0,50.0
M,Waco,2020-07-29,88.0,59.0,29.0,140.0,3.0,411.0,55.0
M,Waco,2020-07-30,78.0,51.0,27.0,135.0,4.0,405.0,54.0
M,Waco,2020-07-31,71.0,41.0,30.0,165.0,10.0,395.0,57.0
M,Waco,2020-08-01,70.0,41.0,29.0,164.0,15.0,375.0,20.0
M,Waco,2020-08-02,74.0,49.0,25.0,171.0,9.0,385.0,63.0
M,Waco,2020-08-03,67.0,43.0,24.0,174.0,10.0,363.0,52.0
M,Waco,2020-08-04,68.0,44.0,24.0,174.0,11.0,362.0,54.0
M,Waco,2020-08-05,63.0,40.0,23.0,180.0,13.0,390.0,45.0
M,Waco,2020-08-06,68.0,45.0,22.0,143.0,12.0,407.0,46.0
M,Waco,2020-08-07,71.0,50.0,20.0,120.0,6.0,419.0,52.0
M,Waco,2020-08-08,75.0,52.0,22.0,150.0,2.0,359.0,52.0
M,Waco,2020-08-09,64.0,45.0,19.0,146.0,6.0,396.0,48.0
M,Waco,2020-08-10,59.0,39.0,20.0,189.0,6.0,373.0,48.0
M,Waco,2020-08-11,65.0,43.0,22.0,153.0,5.0,369.0,49.0
M,Waco,2020-08-12,64.0,41.0,23.0,125.0,3.0,388.0,51.0
M,Waco,2020-08-13,62.0,39.0,23.0,139.0,3.0,407.0,52.0
M,Waco,2020-08-14,62.0,38.0,24.0,150.0,6.0,391.0,55.0
M,Waco,2020-08-15,53.0,30.0,23.0,156.0,9.0,370.0,53.0
M,Waco,2020-08-16,51.0,27.0,24.0,172.0,9.0,370.0,54.0
M,Waco,2020-08-17,57.0,29.0,28.0,162.0,4.0,379.0,59.0
M,Waco,2020-08-18,60.0,32.0,28.0,163.0,6.0,387.0,54.0
M,Waco,2020-08-19,57.0,30.0,27.0,135.0,3.0,426.0,56.0
M,Waco,2020-08-20,55.0,29.0,26.0,131.0,5.0,405.0,54.0
M,Waco,2020-08-21,47.0,24.0,23.0,139.0,8.0,388.0,50.0
M,Waco,2020-08-22,50.0,27.0,23.0,114.0,7.0,412.0,51.0
M,Waco,2020-08-23,57.0,37.0,20.0,128.0,10.0,417.0,49.0
M,Waco,2020-08-24,60.0,37.0,23.0,142.0,10.0,395.0,48.0
M,Waco,2020-08-25,57.0,37.0,20.0,160.0,6.0,362.0,49.0
M,Waco,2020-08-26,49.0,30.0,19.0,123.0,7.0,403.0,48.0
M,Waco,2020-08-27,44.0,25.0,19.0,120.0,6.0,415.0,49.0
M,Waco,2020-08-28,40.0,21.0,19.0,105.0,6.0,413.0,49.0
M,Waco,2020-08-29,43.0,23.0,20.0,108.0,6.0,405.0,50.0
M,Waco,2020-08-30,40.0,21.0,19.0,123.0,7.0,423.0,49.0
M,Waco,2020-08-31,39.0,19.0,20.0,150.0,12.0,376.0,44.0
M,Waco,2020-09-01,38.0,20.0,18.0,149.0,14.0,375.0,41.0
M,Waco,2020-09-02,37.0,21.0,16.0,153.0,10.0,390.0,44.0
M,Waco,2020-09-03,39.0,23.0,16.0,145.0,9.0,414.0,47.0
M,Waco,2020-09-04,41.0,26.0,15.0,120.0,4.0,427.0,48.0
M,Waco,2020-09-05,42.0,27.0,15.0,178.0,2.0,373.0,52.0
M,Waco,2020-09-06,42.0,30.0,12.0,177.0,9.0,358.0,40.0
M,Waco,2020-09-07,37.0,26.0,11.0,184.0,12.0,345.0,38.0
M,Waco,2020-09-08,37.0,24.0,13.0,176.0,12.0,346.0,40.0
M,Waco,2020-09-09,35.0,23.0,12.0,168.0,16.0,336.0,39.0
M,Waco,2020-09-10,37.0,23.0,14.0,143.0,13.0,385.0,42.0
M,Waco,2020-09-11,37.0,24.0,13.0,133.0,13.0,404.0,44.0
M,Waco,2020-09-12,38.0,25.0,13.0,117.0,12.0,406.0,44.0
M,Waco,2020-09-13,33.0,21.0,12.0,119.0,15.0,412.0,41.0
M,Waco,2020-09-14,33.0,22.0,10.0,143.0,13.0,374.0,43.0
M,Waco,2020-09-15,36.0,25.0,11.0,171.0,11.0,390.0,45.0
M,Waco,2020-09-16,38.0,26.0,12.0,135.0,8.0,399.0,47.0
M,Waco,2020-09-17,39.0,25.0,14.0,112.0,5.0,417.0,51.0
M,Waco,2020-09-18,37.0,23.0,14.0,112.0,5.0,433.0,55.0
M,Waco,2020-09-19,37.0,20.0,17.0,107.0,8.0,438.0,48.0
N,Bryan/College Station,2020-04-12,24.0,16.0,8.0,278.0,15.0,234.0,
N,Bryan/College Station,2020-04-13,31.0,14.0,17.0,274.0,26.0,247.0,
N,Bryan/College Station,2020-04-14,13.0,7.0,6.0,293.0,27.0,111.0,
N,Bryan/College Station,2020-04-15,13.0,7.0,6.0,304.0,22.0,111.0,
N,Bryan/College Station,2020-04-16,16.0,10.0,6.0,287.0,22.0,243.0,
N,Bryan/College Station,2020-04-17,21.0,15.0,6.0,296.0,25.0,227.0,
N,Bryan/College Station,2020-04-18,13.0,7.0,6.0,281.0,22.0,138.0,
N,Bryan/College Station,2020-04-19,17.0,13.0,4.0,276.0,27.0,254.0,
N,Bryan/College Station,2020-04-20,9.0,8.0,1.0,260.0,29.0,116.0,
N,Bryan/College Station,2020-04-21,12.0,8.0,4.0,272.0,31.0,256.0,
N,Bryan/College Station,2020-04-22,12.0,7.0,5.0,260.0,18.0,276.0,
N,Bryan/College Station,2020-04-23,13.0,8.0,5.0,250.0,23.0,247.0,19.0
N,Bryan/College Station,2020-04-24,12.0,7.0,5.0,271.0,13.0,264.0,22.0
N,Bryan/College Station,2020-04-25,14.0,10.0,4.0,291.0,36.0,251.0,21.0
N,Bryan/College Station,2020-04-26,11.0,7.0,4.0,281.0,27.0,233.0,20.0
N,Bryan/College Station,2020-04-27,12.0,8.0,4.0,273.0,30.0,240.0,23.0
N,Bryan/College Station,2020-04-28,18.0,13.0,5.0,295.0,22.0,28.0,26.0
N,Bryan/College Station,2020-04-29,21.0,17.0,4.0,285.0,26.0,242.0,24.0
N,Bryan/College Station,2020-04-30,23.0,20.0,3.0,278.0,26.0,258.0,22.0
N,Bryan/College Station,2020-05-01,11.0,10.0,1.0,265.0,35.0,139.0,12.0
N,Bryan/College Station,2020-05-02,16.0,15.0,1.0,322.0,31.0,255.0,19.0
N,Bryan/College Station,2020-05-03,16.0,15.0,1.0,290.0,32.0,243.0,22.0
N,Bryan/College Station,2020-05-04,9.0,9.0,0.0,305.0,25.0,126.0,10.0
N,Bryan/College Station,2020-05-05,11.0,8.0,3.0,280.0,29.0,266.0,28.0
N,Bryan/College Station,2020-05-06,11.0,7.0,4.0,236.0,13.0,302.0,31.0
N,Bryan/College Station,2020-05-07,12.0,7.0,5.0,232.0,16.0,305.0,32.0
N,Bryan/College Station,2020-05-08,17.0,12.0,5.0,248.0,30.0,295.0,26.0
N,Bryan/College Station,2020-05-09,13.0,8.0,5.0,267.0,25.0,269.0,12.0
N,Bryan/College Station,2020-05-10,12.0,9.0,3.0,289.0,25.0,252.0,25.0
N,Bryan/College Station,2020-05-11,16.0,14.0,2.0,261.0,22.0,245.0,25.0
N,Bryan/College Station,2020-05-12,15.0,14.0,1.0,264.0,29.0,264.0,24.0
N,Bryan/College Station,2020-05-13,15.0,13.0,2.0,209.0,23.0,326.0,24.0
N,Bryan/College Station,2020-05-14,16.0,15.0,1.0,192.0,27.0,334.0,22.0
N,Bryan/College Station,2020-05-15,15.0,13.0,2.0,229.0,27.0,316.0,26.0
N,Bryan/College Station,2020-05-16,15.0,11.0,4.0,202.0,13.0,328.0,38.0
N,Bryan/College Station,2020-05-17,15.0,10.0,5.0,210.0,8.0,291.0,34.0
N,Bryan/College Station,2020-05-18,13.0,8.0,5.0,253.0,24.0,279.0,31.0
N,Bryan/College Station,2020-05-19,16.0,9.0,7.0,242.0,22.0,285.0,33.0
N,Bryan/College Station,2020-05-20,12.0,9.0,3.0,222.0,11.0,324.0,34.0
N,Bryan/College Station,2020-05-21,13.0,9.0,4.0,195.0,11.0,345.0,37.0
N,Bryan/College Station,2020-05-22,9.0,7.0,2.0,216.0,24.0,169.0,15.0
N,Bryan/College Station,2020-05-23,11.0,5.0,6.0,226.0,26.0,331.0,23.0
N,Bryan/College Station,2020-05-24,11.0,7.0,4.0,245.0,22.0,289.0,28.0
N,Bryan/College Station,2020-05-25,12.0,8.0,4.0,256.0,13.0,276.0,21.0
N,Bryan/College Station,2020-05-26,11.0,9.0,2.0,251.0,14.0,270.0,23.0
N,Bryan/College Station,2020-05-27,6.0,5.0,1.0,231.0,15.0,135.0,10.0
N,Bryan/College Station,2020-05-28,15.0,12.0,3.0,229.0,20.0,317.0,31.0
N,Bryan/College Station,2020-05-29,17.0,9.0,8.0,214.0,24.0,336.0,27.0
N,Bryan/College Station,2020-05-30,18.0,11.0,7.0,218.0,20.0,311.0,26.0
N,Bryan/College Station,2020-05-31,18.0,12.0,6.0,222.0,27.0,293.0,29.0
N,Bryan/College Station,2020-06-01,23.0,14.0,9.0,241.0,32.0,289.0,22.0
N,Bryan/College Station,2020-06-02,25.0,21.0,4.0,223.0,25.0,276.0,26.0
N,Bryan/College Station,2020-06-03,25.0,19.0,6.0,209.0,28.0,305.0,23.0
N,Bryan/College Station,2020-06-04,26.0,15.0,11.0,192.0,19.0,316.0,27.0
N,Bryan/College Station,2020-06-05,22.0,15.0,7.0,206.0,25.0,310.0,26.0
N,Bryan/College Station,2020-06-06,20.0,13.0,7.0,200.0,19.0,318.0,23.0
N,Bryan/College Station,2020-06-07,22.0,16.0,6.0,203.0,19.0,300.0,26.0
N,Bryan/College Station,2020-06-08,24.0,15.0,9.0,239.0,20.0,273.0,23.0
N,Bryan/College Station,2020-06-09,26.0,16.0,10.0,258.0,26.0,254.0,28.0
N,Bryan/College Station,2020-06-10,24.0,13.0,11.0,221.0,24.0,294.0,28.0
N,Bryan/College Station,2020-06-11,22.0,11.0,11.0,205.0,16.0,300.0,30.0
N,Bryan/College Station,2020-06-12,31.0,20.0,11.0,212.0,21.0,334.0,33.0
N,Bryan/College Station,2020-06-13,26.0,14.0,12.0,209.0,21.0,319.0,28.0
N,Bryan/College Station,2020-06-14,28.0,18.0,10.0,240.0,19.0,307.0,29.0
N,Bryan/College Station,2020-06-15,29.0,21.0,8.0,218.0,22.0,290.0,28.0
N,Bryan/College Station,2020-06-16,27.0,19.0,8.0,186.0,15.0,310.0,30.0
N,Bryan/College Station,2020-06-17,37.0,27.0,10.0,140.0,10.0,351.0,38.0
N,Bryan/College Station,2020-06-18,41.0,32.0,9.0,110.0,12.0,393.0,40.0
N,Bryan/College Station,2020-06-19,42.0,34.0,8.0,119.0,13.0,390.0,35.0
N,Bryan/College Station,2020-06-20,45.0,35.0,10.0,140.0,15.0,357.0,41.0
N,Bryan/College Station,2020-06-21,44.0,36.0,8.0,183.0,17.0,319.0,38.0
N,Bryan/College Station,2020-06-22,44.0,36.0,8.0,187.0,26.0,295.0,32.0
N,Bryan/College Station,2020-06-23,51.0,43.0,8.0,173.0,24.0,354.0,32.0
N,Bryan/College Station,2020-06-24,46.0,37.0,9.0,136.0,16.0,357.0,35.0
N,Bryan/College Station,2020-06-25,47.0,37.0,10.0,147.0,13.0,347.0,33.0
N,Bryan/College Station,2020-06-26,50.0,35.0,15.0,167.0,11.0,319.0,37.0
N,Bryan/College Station,2020-06-27,50.0,41.0,9.0,164.0,15.0,332.0,33.0
N,Bryan/College Station,2020-06-28,50.0,41.0,9.0,177.0,15.0,310.0,31.0
N,Bryan/College Station,2020-06-29,50.0,42.0,8.0,188.0,20.0,304.0,32.0
N,Bryan/College Station,2020-06-30,56.0,45.0,11.0,181.0,20.0,309.0,33.0
N,Bryan/College Station,2020-07-01,54.0,44.0,10.0,144.0,10.0,347.0,34.0
N,Bryan/College Station,2020-07-02,57.0,48.0,9.0,153.0,14.0,367.0,35.0
N,Bryan/College Station,2020-07-03,67.0,56.0,11.0,154.0,10.0,370.0,25.0
N,Bryan/College Station,2020-07-04,64.0,50.0,14.0,155.0,10.0,363.0,36.0
N,Bryan/College Station,2020-07-05,57.0,43.0,14.0,177.0,14.0,318.0,35.0
N,Bryan/College Station,2020-07-06,52.0,40.0,12.0,193.0,14.0,308.0,33.0
N,Bryan/College Station,2020-07-07,53.0,47.0,6.0,202.0,15.0,312.0,32.0
N,Bryan/College Station,2020-07-08,61.0,56.0,5.0,181.0,12.0,328.0,36.0
N,Bryan/College Station,2020-07-09,63.0,55.0,8.0,156.0,9.0,355.0,38.0
N,Bryan/College Station,2020-07-10,58.0,48.0,10.0,166.0,12.0,359.0,42.0
N,Bryan/College Station,2020-07-11,58.0,52.0,6.0,154.0,14.0,352.0,39.0
N,Bryan/College Station,2020-07-12,58.0,50.0,8.0,172.0,11.0,337.0,41.0
N,Bryan/College Station,2020-07-13,54.0,45.0,9.0,192.0,13.0,320.0,38.0
N,Bryan/College Station,2020-07-14,62.0,47.0,15.0,160.0,3.0,330.0,43.0
N,Bryan/College Station,2020-07-15,70.0,57.0,13.0,128.0,1.0,372.0,45.0
N,Bryan/College Station,2020-07-16,70.0,62.0,8.0,125.0,3.0,378.0,44.0
N,Bryan/College Station,2020-07-17,68.0,59.0,9.0,145.0,4.0,372.0,39.0
N,Bryan/College Station,2020-07-18,73.0,59.0,14.0,131.0,5.0,357.0,39.0
N,Bryan/College Station,2020-07-19,74.0,59.0,15.0,160.0,6.0,338.0,39.0
N,Bryan/College Station,2020-07-20,73.0,57.0,16.0,178.0,11.0,317.0,37.0
N,Bryan/College Station,2020-07-21,66.0,57.0,9.0,169.0,4.0,314.0,39.0
N,Bryan/College Station,2020-07-22,71.0,63.0,8.0,146.0,5.0,351.0,38.0
N,Bryan/College Station,2020-07-23,64.0,50.0,14.0,154.0,2.0,337.0,34.0
N,Bryan/College Station,2020-07-24,60.0,48.0,12.0,162.0,2.0,317.0,32.0
N,Bryan/College Station,2020-07-25,60.0,47.0,13.0,184.0,5.0,356.0,37.0
N,Bryan/College Station,2020-07-26,67.0,53.0,14.0,123.0,8.0,0.0,48.0
N,Bryan/College Station,2020-07-27,59.0,48.0,11.0,108.0,3.0,279.0,41.0
N,Bryan/College Station,2020-07-28,62.0,50.0,12.0,129.0,6.0,276.0,37.0
N,Bryan/College Station,2020-07-29,69.0,57.0,12.0,103.0,4.0,291.0,38.0
N,Bryan/College Station,2020-07-30,70.0,59.0,11.0,110.0,2.0,308.0,39.0
N,Bryan/College Station,2020-07-31,68.0,58.0,10.0,111.0,11.0,313.0,40.0
N,Bryan/College Station,2020-08-01,70.0,60.0,10.0,117.0,3.0,316.0,35.0
N,Bryan/College Station,2020-08-02,68.0,57.0,11.0,117.0,2.0,309.0,17.0
N,Bryan/College Station,2020-08-03,67.0,55.0,12.0,127.0,2.0,309.0,40.0
N,Bryan/College Station,2020-08-04,73.0,62.0,11.0,125.0,3.0,299.0,40.0
N,Bryan/College Station,2020-08-05,62.0,48.0,14.0,122.0,4.0,348.0,44.0
N,Bryan/College Station,2020-08-06,57.0,39.0,18.0,101.0,3.0,358.0,45.0
N,Bryan/College Station,2020-08-07,48.0,33.0,15.0,135.0,3.0,347.0,47.0
N,Bryan/College Station,2020-08-08,49.0,38.0,11.0,154.0,3.0,308.0,45.0
N,Bryan/College Station,2020-08-09,41.0,31.0,10.0,169.0,3.0,279.0,44.0
N,Bryan/College Station,2020-08-10,40.0,30.0,10.0,181.0,5.0,274.0,38.0
N,Bryan/College Station,2020-08-11,48.0,36.0,12.0,163.0,8.0,293.0,34.0
N,Bryan/College Station,2020-08-12,46.0,33.0,13.0,134.0,4.0,352.0,39.0
N,Bryan/College Station,2020-08-13,43.0,32.0,11.0,119.0,1.0,362.0,38.0
N,Bryan/College Station,2020-08-14,39.0,28.0,10.0,144.0,6.0,345.0,37.0
N,Bryan/College Station,2020-08-15,37.0,28.0,9.0,142.0,5.0,333.0,32.0
N,Bryan/College Station,2020-08-16,38.0,28.0,10.0,174.0,11.0,327.0,32.0
N,Bryan/College Station,2020-08-17,38.0,29.0,9.0,185.0,13.0,323.0,33.0
N,Bryan/College Station,2020-08-18,35.0,28.0,7.0,114.0,7.0,317.0,31.0
N,Bryan/College Station,2020-08-19,35.0,29.0,6.0,100.0,4.0,326.0,33.0
N,Bryan/College Station,2020-08-20,22.0,19.0,3.0,129.0,8.0,303.0,31.0
N,Bryan/College Station,2020-08-21,17.0,14.0,3.0,153.0,5.0,309.0,28.0
N,Bryan/College Station,2020-08-22,13.0,10.0,3.0,170.0,6.0,308.0,27.0
N,Bryan/College Station,2020-08-23,13.0,11.0,2.0,188.0,5.0,300.0,26.0
N,Bryan/College Station,2020-08-24,16.0,14.0,2.0,218.0,8.0,278.0,30.0
