state,statename,collectionDate,InpatBeds_Occ_AnyPat_Est,InpatBeds_Occ_AnyPat_LoCI,InpatBeds_Occ_AnyPat_UpCI,InpatBeds_Occ_AnyPat_Est_Avail,InBedsOccAnyPat__Numbeds_Est,InBedsOccAnyPat__Numbeds_LoCI,InBedsOccAnyPat__Numbeds_UpCI,InpatBeds_Occ_COVID_Est,InpatBeds_Occ_COVID_LoCI,InpatBeds_Occ_COVID_UpCI,InBedsOccCOVID__Numbeds_Est,InBedsOccCOVID__Numbeds_LoCI,InBedsOccCOVID__Numbeds_UpCI,ICUBeds_Occ_AnyPat_Est,ICUBeds_Occ_AnyPat_LoCI,ICUBeds_Occ_AnyPat_UpCI,ICUBeds_Occ_AnyPat_Est_Avail,ICUBedsOccAnyPat__N_ICUBeds_Est,ICUBedsOccAnyPat__N_ICUBeds_LoCI,ICUBedsOccAnyPat__N_ICUBeds_UpCI,Notes
Two-letter state abbreviation,State name,Day for which estimate is made,"Hospital inpatient bed occupancy, estimate","Hospital inpatient bed occupancy, lower 95% CI","Hospital inpatient bed occupancy, upper 95% CI","Hospital inpatient beds available, estimate","Hospital inpatient bed occupancy, percent estimate (percent of inpatient beds)","Hospital inpatient bed occupancy, lower 95% CI (percent of inpatient beds)","Hospital inpatient bed occupancy, upper 95% CI (percent of inpatient beds)","Number of patients in an inpatient care location who have suspected or confirmed COVID-19,  estimate","Number of patients in an inpatient care location who have suspected or confirmed COVID-19, lower 95% CI","Number of patients in an inpatient care location who have suspected or confirmed COVID-19, upper 95% CI","Number of patients in an inpatient care location who have suspected or confirmed COVID-19, percent estimate (percent of inpatient beds)","Number of patients in an inpatient care location who have suspected or confirmed COVID-19, lower 95% CI (percent of inpatient beds)","Number of patients in an inpatient care location who have suspected or confirmed COVID-19, upper 95% CI (percent of inpatient beds)","ICU bed occupancy, estimate","ICU bed occupancy, lower 95% CI","ICU bed occupancy, upper 95% CI","ICU beds available, estimate","ICU bed occupancy, percent estimate (percent of ICU beds)","ICU bed occupancy, lower 95% CI (percent of ICU beds)","ICU bed occupancy, upper 95% CI (percent of ICU beds)",This file contains National and State representative estimates from the CDC National Healthcare Safety Network (NHSN).
NJ,New Jersey,08APR2020,11895,3877,19913,6189,65.8,49.4,82.2,7289,1637,12941,40.3,28.1,52.5,3054,876,5232,959,76.1,52.7,99.5,
NJ,New Jersey,09APR2020,12524,4128,20920,5729,68.6,54.6,82.6,7564,1838,13291,41.4,31.1,51.8,2988,983,4994,1026,74.4,58.4,90.5,
NJ,New Jersey,10APR2020,12116,4285,19947,6379,65.5,54.9,76.1,7502,1795,13209,40.6,31.1,50.0,3087,979,5195,891,77.6,64.7,90.5,
NJ,New Jersey,11APR2020,12552,3822,21282,5910,68.0,51.4,84.5,7380,1785,12975,40.0,30.2,49.7,3075,940,5210,1005,75.4,56.1,94.6,
NJ,New Jersey,12APR2020,12318,3572,21063,6034,67.1,53.0,81.3,7440,1905,12975,40.5,32.6,48.5,2819,731,4907,898,75.8,61.6,90.1,
NJ,New Jersey,13APR2020,14648,2514,26781,5163,73.9,58.1,89.8,8878,885,16871,44.8,33.9,55.8,2386,391,4381,776,75.5,65.7,85.2,
NJ,New Jersey,14APR2020,15142,2578,27707,4271,78.0,65.1,90.9,8975,795,17156,46.2,34.2,58.2,2345,376,4314,733,76.2,68.7,83.7,
NJ,New Jersey,15APR2020,15174,2541,27807,4284,78.0,65.0,91.0,8957,831,17082,46.0,34.4,57.7,2423,396,4449,794,75.3,68.1,82.5,
NJ,New Jersey,16APR2020,15489,2395,28583,4187,78.7,65.6,91.9,8933,700,17166,45.4,33.9,56.9,2437,412,4462,766,76.1,69.2,83.0,
NJ,New Jersey,17APR2020,15209,2337,28081,3811,80.0,67.6,92.4,8500,813,16187,44.7,34.6,54.8,2578,357,4799,625,80.5,72.5,88.5,
NJ,New Jersey,18APR2020,14809,2297,27322,4106,78.3,65.6,91.0,8186,780,15592,43.3,33.4,53.2,2426,318,4535,755,76.3,70.5,82.0,
NJ,New Jersey,19APR2020,14822,2437,27208,4212,77.9,65.1,90.6,8158,878,15439,42.9,33.5,52.3,2451,305,4596,791,75.6,69.8,81.4,
NJ,New Jersey,20APR2020,15107,2643,27570,4061,78.8,66.6,91.0,8192,1066,15318,42.7,34.5,51.0,2357,346,4368,890,72.6,65.1,80.1,
NJ,New Jersey,21APR2020,15260,2537,27984,3642,80.7,69.2,92.3,8267,670,15864,43.7,32.9,54.6,2430,202,4659,635,79.3,71.6,86.9,
NJ,New Jersey,22APR2020,15583,2315,28851,3512,81.6,69.9,93.4,8444,776,16112,44.2,34.2,54.3,2410,254,4565,733,76.7,71.3,82.1,
NJ,New Jersey,23APR2020,15377,2257,28497,3568,81.2,69.2,93.2,8283,580,15986,43.7,32.7,54.7,2398,226,4570,708,77.2,72.0,82.5,
NJ,New Jersey,24APR2020,15270,2069,28471,3498,81.4,69.1,93.6,8125,611,15639,43.3,32.8,53.7,2417,216,4619,675,78.2,73.3,83.0,
NJ,New Jersey,25APR2020,14756,2010,27502,4030,78.5,65.5,91.6,7850,634,15067,41.8,31.4,52.2,2491,164,4819,615,80.2,73.9,86.5,
NJ,New Jersey,26APR2020,14878,2054,27701,3910,79.2,66.5,91.9,7727,551,14903,41.1,30.5,51.8,2308,225,4390,805,74.1,67.4,80.8,
NJ,New Jersey,27APR2020,14750,2163,27336,4037,78.5,65.6,91.4,7704,530,14879,41.0,30.3,51.7,2343,161,4525,773,75.2,68.3,82.1,
NJ,New Jersey,28APR2020,14898,2334,27462,4127,78.3,65.3,91.3,7313,545,14082,38.4,28.4,48.5,2343,254,4432,938,71.4,63.0,79.8,
NJ,New Jersey,29APR2020,14638,2343,26933,4496,76.5,62.5,90.5,7131,566,13696,37.3,27.1,47.5,2388,242,4535,873,73.2,66.3,80.2,
NJ,New Jersey,30APR2020,14373,2258,26488,4566,75.9,61.6,90.2,6788,569,13007,35.8,25.9,45.8,2423,180,4666,858,73.8,66.9,80.8,
NJ,New Jersey,01MAY2020,14370,2331,26409,4349,76.8,63.2,90.3,6359,504,12214,34.0,23.5,44.4,2259,199,4318,1008,69.1,63.0,75.3,
NJ,New Jersey,02MAY2020,12992,2266,23718,5292,71.1,53.3,88.9,6125,519,11730,33.5,22.6,44.4,2311,222,4400,996,69.9,62.9,76.9,
NJ,New Jersey,03MAY2020,13220,2358,24083,5000,72.6,55.9,89.3,6370,379,12362,35.0,22.2,47.7,2204,256,4151,1084,67.0,60.7,73.3,
NJ,New Jersey,04MAY2020,13426,2455,24397,4851,73.5,57.3,89.6,5893,563,11222,32.2,21.9,42.6,2142,224,4060,1102,66.0,58.6,73.4,
NJ,New Jersey,05MAY2020,11824,4915,18733,4787,71.2,60.4,81.9,4865,1794,7935,29.3,23.1,35.5,1895,657,3134,917,67.4,60.2,74.6,
NJ,New Jersey,06MAY2020,11434,5053,17816,4848,70.2,59.9,80.5,4659,1709,7609,28.6,21.4,35.8,1842,640,3045,977,65.4,58.5,72.3,
NJ,New Jersey,07MAY2020,11509,4929,18090,4959,69.9,58.6,81.2,4452,1612,7292,27.0,20.1,33.9,1882,666,3098,919,67.2,59.8,74.6,
NJ,New Jersey,08MAY2020,11764,5068,18459,4660,71.6,62.1,81.2,4311,1583,7039,26.3,19.4,33.1,1793,649,2938,1046,63.2,55.3,71.0,
NJ,New Jersey,09MAY2020,11307,4818,17797,7277,60.8,46.8,74.9,4158,1517,6799,22.4,16.0,28.7,1880,666,3094,1273,59.6,48.0,71.2,
NJ,New Jersey,10MAY2020,10718,4507,16929,7786,57.9,43.5,72.3,3952,1499,6404,21.4,15.1,27.6,1731,579,2884,1396,55.4,44.3,66.4,
NJ,New Jersey,11MAY2020,9676,4254,15098,9110,51.5,40.5,62.5,3494,1441,5548,18.6,14.7,22.5,1551,530,2572,1206,56.3,38.0,74.6,
NJ,New Jersey,12MAY2020,11546,4877,18215,7351,61.1,46.7,75.5,3919,1551,6287,20.7,15.9,25.6,1899,651,3147,1252,60.3,48.7,71.9,
NJ,New Jersey,13MAY2020,11212,4795,17628,7569,59.7,45.1,74.3,3752,1466,6039,20.0,14.7,25.2,1764,620,2908,1377,56.2,44.2,68.1,
NJ,New Jersey,14MAY2020,11319,4883,17755,7476,60.2,46.1,74.3,3860,1299,6421,20.5,14.1,27.0,1761,560,2962,1336,56.9,42.4,71.4,
NJ,New Jersey,15MAY2020,10055,4991,15120,7493,57.3,45.2,69.4,3617,1243,5991,20.6,11.6,29.6,1604,536,2672,1399,53.4,40.4,66.5,
NJ,New Jersey,16MAY2020,11061,4744,17378,7832,58.5,43.6,73.5,3134,1219,5048,16.6,12.3,20.9,1627,507,2747,1390,53.9,39.8,68.0,
NJ,New Jersey,17MAY2020,11022,4767,17277,7784,58.6,43.8,73.4,3123,1240,5006,16.6,12.2,21.0,1667,537,2798,1296,56.3,41.7,70.8,
