state,statename,collectionDate,InpatBeds_Occ_AnyPat_Est,InpatBeds_Occ_AnyPat_LoCI,InpatBeds_Occ_AnyPat_UpCI,InpatBeds_Occ_AnyPat_Est_Avail,InBedsOccAnyPat__Numbeds_Est,InBedsOccAnyPat__Numbeds_LoCI,InBedsOccAnyPat__Numbeds_UpCI,InpatBeds_Occ_COVID_Est,InpatBeds_Occ_COVID_LoCI,InpatBeds_Occ_COVID_UpCI,InBedsOccCOVID__Numbeds_Est,InBedsOccCOVID__Numbeds_LoCI,InBedsOccCOVID__Numbeds_UpCI,ICUBeds_Occ_AnyPat_Est,ICUBeds_Occ_AnyPat_LoCI,ICUBeds_Occ_AnyPat_UpCI,ICUBeds_Occ_AnyPat_Est_Avail,ICUBedsOccAnyPat__N_ICUBeds_Est,ICUBedsOccAnyPat__N_ICUBeds_LoCI,ICUBedsOccAnyPat__N_ICUBeds_UpCI,Notes
Two-letter state abbreviation,State name,Day for which estimate is made,"Hospital inpatient bed occupancy, estimate","Hospital inpatient bed occupancy, lower 95% CI","Hospital inpatient bed occupancy, upper 95% CI","Hospital inpatient beds available, estimate","Hospital inpatient bed occupancy, percent estimate (percent of inpatient beds)","Hospital inpatient bed occupancy, lower 95% CI (percent of inpatient beds)","Hospital inpatient bed occupancy, upper 95% CI (percent of inpatient beds)","Number of patients in an inpatient care location who have suspected or confirmed COVID-19,  estimate","Number of patients in an inpatient care location who have suspected or confirmed COVID-19, lower 95% CI","Number of patients in an inpatient care location who have suspected or confirmed COVID-19, upper 95% CI","Number of patients in an inpatient care location who have suspected or confirmed COVID-19, percent estimate (percent of inpatient beds)","Number of patients in an inpatient care location who have suspected or confirmed COVID-19, lower 95% CI (percent of inpatient beds)","Number of patients in an inpatient care location who have suspected or confirmed COVID-19, upper 95% CI (percent of inpatient beds)","ICU bed occupancy, estimate","ICU bed occupancy, lower 95% CI","ICU bed occupancy, upper 95% CI","ICU beds available, estimate","ICU bed occupancy, percent estimate (percent of ICU beds)","ICU bed occupancy, lower 95% CI (percent of ICU beds)","ICU bed occupancy, upper 95% CI (percent of ICU beds)",This file contains National and State representative estimates from the CDC National Healthcare Safety Network (NHSN).
ID,Idaho,01APR2020,1459,424,2494,3029,32.5,26.5,38.6,97,0,203,2.2,0.4,3.9,122,0,250,137,47.2,28.2,66.3,
ID,Idaho,02APR2020,1437,404,2470,3046,32.1,26.5,37.6,96,0,199,2.1,0.4,3.8,111,0,224,156,41.5,25.0,58.0,
ID,Idaho,03APR2020,1475,419,2530,2981,33.1,26.8,39.4,91,0,189,2.0,0.5,3.6,135,6,263,131,50.7,36.7,64.8,
ID,Idaho,04APR2020,1375,487,2262,2992,31.5,23.8,39.2,86,8,164,2.0,0.8,3.1,129,23,235,143,47.4,34.2,60.6,
ID,Idaho,05APR2020,1319,452,2185,2821,31.8,23.4,40.3,86,15,157,2.1,1.2,3.0,122,27,216,131,48.1,34.6,61.6,
ID,Idaho,06APR2020,1432,582,2282,2694,34.7,27.2,42.2,89,26,152,2.2,1.3,3.0,111,31,191,153,42.1,31.8,52.3,
ID,Idaho,07APR2020,1494,588,2400,2653,36.0,27.2,44.8,95,36,153,2.3,1.4,3.1,117,35,198,142,45.0,33.5,56.5,
ID,Idaho,08APR2020,1537,635,2439,2613,37.0,29.2,44.9,86,29,142,2.1,1.3,2.8,129,38,220,120,51.8,37.5,66.0,
ID,Idaho,09APR2020,1620,665,2575,2475,39.6,28.9,50.2,90,30,149,2.2,1.3,3.0,135,46,224,156,46.3,35.2,57.4,
ID,Idaho,10APR2020,1769,671,2866,2618,40.3,29.2,51.4,94,27,161,2.1,1.2,3.1,150,43,256,170,46.7,38.5,55.0,
ID,Idaho,11APR2020,1570,638,2503,2839,35.6,27.1,44.2,86,24,149,2.0,1.1,2.8,129,43,216,183,41.5,33.9,49.0,
ID,Idaho,12APR2020,1458,584,2332,2922,33.3,24.5,42.1,85,24,146,1.9,1.1,2.8,124,40,207,188,39.7,33.1,46.3,
ID,Idaho,13APR2020,1657,665,2649,2706,38.0,27.4,48.5,84,29,140,1.9,1.2,2.6,169,52,286,181,48.3,36.3,60.2,
ID,Idaho,14APR2020,1609,754,2464,2603,38.2,28.9,47.5,79,35,123,1.9,1.2,2.6,166,62,269,171,49.3,37.8,60.8,
ID,Idaho,15APR2020,1680,779,2582,2585,39.4,29.8,49.1,85,35,135,2.0,1.3,2.7,166,58,274,170,49.4,35.4,63.4,
ID,Idaho,16APR2020,1671,769,2573,2594,39.2,29.4,49.0,80,33,127,1.9,1.2,2.5,159,50,268,178,47.2,31.9,62.4,
ID,Idaho,17APR2020,1551,735,2368,2682,36.6,28.3,45.0,69,25,113,1.6,0.9,2.4,160,53,268,172,48.3,30.7,65.9,
ID,Idaho,18APR2020,1483,694,2272,2744,35.1,26.5,43.7,63,24,101,1.5,0.9,2.1,152,52,253,180,45.9,30.0,61.8,
ID,Idaho,19APR2020,1458,696,2219,2788,34.3,26.3,42.4,60,28,92,1.4,1.0,1.9,171,68,274,171,50.0,37.2,62.8,
ID,Idaho,20APR2020,1535,748,2321,2698,36.3,28.4,44.1,66,33,100,1.6,1.0,2.1,172,70,274,160,51.8,37.3,66.3,
ID,Idaho,21APR2020,1716,808,2624,2448,41.2,32.3,50.1,78,30,126,1.9,1.1,2.7,158,62,255,150,51.4,40.2,62.6,
ID,Idaho,22APR2020,1722,798,2646,2453,41.2,32.1,50.3,62,23,101,1.5,0.8,2.1,173,61,284,139,55.5,41.9,69.0,
ID,Idaho,23APR2020,1606,730,2482,2565,38.5,29.5,47.5,61,18,103,1.5,0.7,2.2,162,53,271,152,51.5,36.6,66.3,
ID,Idaho,24APR2020,1548,690,2406,2629,37.1,27.9,46.2,38,13,62,0.9,0.5,1.3,132,41,223,189,41.1,30.0,52.1,
ID,Idaho,25APR2020,1503,682,2324,2667,36.0,27.1,45.0,45,17,73,1.1,0.7,1.5,142,52,232,179,44.2,34.5,53.9,
ID,Idaho,26APR2020,1507,676,2338,2653,36.2,27.0,45.5,48,18,79,1.2,0.6,1.7,151,54,247,170,46.9,37.3,56.5,
ID,Idaho,27APR2020,1586,719,2453,2575,38.1,28.8,47.5,44,15,73,1.1,0.6,1.5,139,57,220,182,43.2,34.1,52.3,
ID,Idaho,28APR2020,1728,790,2666,2461,41.3,31.2,51.3,50,22,78,1.2,0.8,1.6,168,65,271,178,48.4,37.4,59.5,
ID,Idaho,29APR2020,1742,799,2685,2466,41.4,31.4,51.4,49,15,82,1.2,0.6,1.7,157,60,254,193,44.9,37.1,52.7,
ID,Idaho,30APR2020,1685,791,2579,2427,41.0,31.6,50.3,48,14,81,1.2,0.5,1.8,169,65,273,165,50.7,39.5,61.9,
ID,Idaho,01MAY2020,1625,766,2483,2532,39.1,29.9,48.3,42,13,70,1.0,0.5,1.5,167,63,272,163,50.6,38.3,62.9,
ID,Idaho,02MAY2020,1543,716,2370,2605,37.2,28.1,46.3,35,4,67,0.8,0.2,1.5,166,53,278,165,50.2,35.3,65.1,
ID,Idaho,03MAY2020,1505,694,2315,2545,37.2,27.8,46.5,40,12,68,1.0,0.4,1.5,151,46,256,178,46.0,31.0,61.1,
ID,Idaho,04MAY2020,1585,745,2426,2450,39.3,29.6,49.0,37,14,59,0.9,0.5,1.3,158,55,261,170,48.3,34.5,62.0,
ID,Idaho,05MAY2020,1659,786,2531,2437,40.5,31.0,50.0,53,21,85,1.3,0.9,1.7,187,70,305,140,57.2,42.8,71.5,
ID,Idaho,06MAY2020,1739,837,2641,2355,42.5,33.3,51.6,34,11,57,0.8,0.4,1.2,177,60,294,151,54.0,36.7,71.4,
ID,Idaho,07MAY2020,1693,784,2601,2399,41.4,32.2,50.5,38,12,65,0.9,0.4,1.4,169,63,274,158,51.6,38.8,64.4,
ID,Idaho,08MAY2020,1602,731,2473,2493,39.1,29.7,48.5,29,7,52,0.7,0.3,1.1,166,64,268,166,49.9,38.1,61.8,
ID,Idaho,09MAY2020,1522,691,2352,2522,37.6,27.4,47.8,29,11,48,0.7,0.4,1.1,155,56,254,172,47.3,33.8,60.8,
ID,Idaho,10MAY2020,1496,691,2300,2537,37.1,27.4,46.8,32,11,54,0.8,0.4,1.2,151,53,250,180,45.7,32.3,59.0,
ID,Idaho,11MAY2020,1648,808,2488,2420,40.5,31.8,49.2,43,6,79,1.0,0.3,1.8,158,61,255,175,47.4,35.1,59.7,
ID,Idaho,12MAY2020,1774,861,2687,2376,42.7,34.4,51.0,41,13,69,1.0,0.4,1.6,170,70,270,163,51.2,40.1,62.2,
ID,Idaho,13MAY2020,1834,895,2774,2259,44.8,35.0,54.6,33,9,57,0.8,0.3,1.3,171,64,278,160,51.6,38.5,64.8,
ID,Idaho,14MAY2020,1818,886,2749,2357,43.5,33.9,53.2,27,4,51,0.7,0.2,1.1,170,63,277,167,50.5,37.8,63.1,
ID,Idaho,15MAY2020,1738,840,2636,2421,41.8,32.3,51.3,35,10,59,0.8,0.3,1.3,175,65,285,162,52.0,38.1,65.9,
ID,Idaho,16MAY2020,1651,801,2501,2499,39.8,30.6,48.9,30,10,49,0.7,0.4,1.1,176,68,284,161,52.3,38.2,66.5,
ID,Idaho,17MAY2020,1596,755,2438,2533,38.7,28.6,48.7,42,14,69,1.0,0.5,1.5,182,67,297,155,54.0,39.0,69.0,
ID,Idaho,18MAY2020,1682,809,2554,2426,40.9,32.1,49.8,41,12,70,1.0,0.4,1.6,194,76,313,137,58.6,44.9,72.4,
ID,Idaho,19MAY2020,1800,873,2728,2309,43.8,34.4,53.2,41,12,70,1.0,0.4,1.6,174,60,288,156,52.7,37.0,68.4,
ID,Idaho,20MAY2020,1868,902,2834,2248,45.4,35.2,55.5,47,10,84,1.1,0.4,1.9,181,68,294,152,54.4,40.8,68.0,
ID,Idaho,21MAY2020,1823,870,2775,2346,43.7,33.6,53.8,37,11,63,0.9,0.4,1.4,189,65,312,147,56.2,38.0,74.5,
ID,Idaho,22MAY2020,1711,799,2623,2465,41.0,31.3,50.7,29,0,58,0.7,0.1,1.3,173,63,283,161,51.8,37.8,65.9,
ID,Idaho,23MAY2020,1631,774,2489,2525,39.3,29.4,49.1,26,3,48,0.6,0.2,1.0,162,56,268,172,48.4,34.2,62.7,
ID,Idaho,24MAY2020,1613,775,2451,2554,38.7,29.0,48.4,31,7,54,0.7,0.3,1.1,162,60,264,172,48.5,34.5,62.4,
ID,Idaho,25MAY2020,1569,747,2391,2655,37.1,27.3,46.9,21,0,43,0.5,0.1,0.9,164,59,269,153,51.7,37.6,65.8,
ID,Idaho,26MAY2020,1721,829,2613,2423,41.5,32.7,50.4,30,8,52,0.7,0.3,1.1,160,60,261,155,50.9,41.5,60.3,
ID,Idaho,27MAY2020,1885,912,2858,2284,45.2,35.8,54.6,30,7,52,0.7,0.4,1.1,181,67,295,128,58.7,47.9,69.5,
ID,Idaho,28MAY2020,1847,858,2836,2281,44.7,34.2,55.3,35,13,57,0.8,0.5,1.2,166,58,273,140,54.3,42.7,65.8,
ID,Idaho,29MAY2020,1823,873,2772,2321,44.0,33.3,54.7,37,14,60,0.9,0.6,1.2,167,59,276,164,50.5,36.5,64.5,
ID,Idaho,30MAY2020,1658,771,2546,2484,40.0,29.4,50.7,48,13,82,1.1,0.6,1.7,162,59,266,169,49.0,35.9,62.2,
ID,Idaho,31MAY2020,1663,781,2545,2475,40.2,30.1,50.3,54,7,100,1.3,0.4,2.2,152,48,255,160,48.7,34.9,62.5,
ID,Idaho,01JUN2020,1783,836,2729,2328,43.4,34.1,52.6,56,0,113,1.4,0.3,2.5,151,55,248,158,48.8,39.0,58.7,
ID,Idaho,02JUN2020,2094,586,3601,1552,57.4,45.2,69.6,39,0,91,1.1,0.0,2.2,189,21,357,154,55.0,40.3,69.7,
ID,Idaho,03JUN2020,2186,617,3754,1321,62.3,50.4,74.2,31,0,70,0.9,0.1,1.7,221,26,415,124,64.1,47.1,81.0,
ID,Idaho,04JUN2020,2142,618,3666,1472,59.3,46.5,72.1,49,1,96,1.3,0.4,2.2,206,27,384,125,62.3,46.2,78.4,
ID,Idaho,05JUN2020,1783,822,2744,2420,42.4,32.2,52.6,29,8,51,0.7,0.3,1.1,192,61,323,198,49.3,34.2,64.4,
ID,Idaho,06JUN2020,1726,793,2659,2516,40.7,30.3,51.1,28,9,47,0.7,0.3,1.0,182,56,308,211,46.3,31.1,61.5,
ID,Idaho,07JUN2020,1657,765,2549,2591,39.0,28.3,49.7,34,11,57,0.8,0.4,1.2,176,56,296,231,43.2,29.3,57.2,
ID,Idaho,08JUN2020,1736,815,2658,2543,40.6,30.7,50.5,30,10,51,0.7,0.4,1.0,187,63,312,221,45.8,30.8,60.8,
ID,Idaho,09JUN2020,1864,889,2840,2375,44.0,34.4,53.5,26,8,43,0.6,0.3,0.9,197,64,330,210,48.5,35.0,62.0,
ID,Idaho,10JUN2020,2256,652,3861,1376,62.1,48.3,75.9,32,0,66,0.9,0.4,1.3,256,45,467,235,52.2,37.6,66.7,
ID,Idaho,11JUN2020,1970,911,3029,2288,46.3,35.6,56.9,28,7,50,0.7,0.3,1.1,220,74,367,197,52.8,36.4,69.3,
ID,Idaho,12JUN2020,1898,904,2893,2322,45.0,35.4,54.6,21,4,37,0.5,0.2,0.8,198,72,324,212,48.3,35.6,61.1,
ID,Idaho,13JUN2020,1798,842,2755,2435,42.5,32.2,52.7,26,3,50,0.6,0.2,1.1,187,63,311,223,45.6,32.2,59.1,
ID,Idaho,14JUN2020,1722,803,2641,2503,40.8,30.7,50.9,28,3,53,0.7,0.2,1.2,190,67,313,219,46.5,33.7,59.2,
ID,Idaho,15JUN2020,1830,865,2795,2399,43.3,34.1,52.4,22,4,40,0.5,0.2,0.8,195,74,316,215,47.6,35.8,59.4,
ID,Idaho,16JUN2020,1989,971,3006,2256,46.9,38.1,55.6,26,5,47,0.6,0.3,1.0,196,76,317,213,47.9,35.5,60.3,
IL,Illinois,01APR2020,17513,4430,30595,14485,54.7,42.5,66.9,2998,414,5583,9.4,5.5,13.2,2455,0,5050,1746,58.4,33.7,83.2,
IL,Illinois,02APR2020,19449,5911,32986,15435,55.8,42.5,69.0,3086,598,5573,8.8,5.4,12.3,3578,219,6938,1948,64.8,44.9,84.6,
IL,Illinois,03APR2020,17345,6991,27699,15780,52.4,42.1,62.7,3022,953,5090,9.1,5.4,12.9,3363,668,6058,1789,65.3,51.6,79.0,
IL,Illinois,04APR2020,17306,7031,27581,17282,50.0,41.2,58.8,3331,1100,5562,9.6,5.6,13.6,3763,271,7254,2139,63.8,51.6,75.9,
IL,Illinois,05APR2020,17504,7083,27924,16833,51.0,41.4,60.5,3260,1123,5397,9.5,5.6,13.4,3755,284,7225,2124,63.9,49.2,78.6,
IL,Illinois,06APR2020,17097,7147,27047,15934,51.8,43.6,60.0,3132,994,5270,9.5,5.6,13.4,3296,615,5977,1870,63.8,52.8,74.8,
IL,Illinois,07APR2020,17629,7345,27913,15736,52.8,44.2,61.5,3237,1061,5413,9.7,5.7,13.7,3270,578,5961,2050,61.5,49.8,73.1,
IL,Illinois,08APR2020,18710,9125,28296,15514,54.7,48.5,60.9,3505,1411,5599,10.2,6.1,14.3,3496,862,6130,1890,64.9,54.4,75.4,
IL,Illinois,09APR2020,18448,8840,28055,14586,55.8,46.8,64.9,3592,1425,5760,10.9,6.5,15.3,2823,1045,4601,1711,62.3,51.9,72.6,
IL,Illinois,10APR2020,18266,8799,27734,14918,55.0,47.1,63.0,3599,1439,5759,10.8,6.4,15.3,2685,953,4417,1887,58.7,46.7,70.8,
IL,Illinois,11APR2020,17225,8822,25627,15623,52.4,46.3,58.6,3714,1415,6013,11.3,6.0,16.6,2552,897,4208,2020,55.8,44.0,67.6,
IL,Illinois,12APR2020,16982,8344,25620,15685,52.0,43.9,60.1,3480,1493,5467,10.7,6.4,14.9,2647,1013,4282,1876,58.5,46.8,70.3,
IL,Illinois,13APR2020,15183,8663,21702,15000,50.3,44.1,56.5,3384,1622,5146,11.2,7.0,15.4,2357,1023,3691,1488,61.3,48.4,74.2,
IL,Illinois,14APR2020,15858,9373,22342,15396,50.7,44.5,57.0,3616,1825,5408,11.6,7.8,15.3,2708,1229,4187,1711,61.3,51.6,70.9,
IL,Illinois,15APR2020,16529,9763,23296,14644,53.0,47.1,58.9,3751,1810,5692,12.0,7.9,16.2,2668,1230,4105,1801,59.7,50.2,69.2,
IL,Illinois,16APR2020,16195,9308,23082,14701,52.4,45.1,59.7,3926,2055,5798,12.7,9.2,16.2,2822,1212,4432,1892,59.9,48.7,71.0,
IL,Illinois,17APR2020,16039,9508,22569,14237,53.0,47.1,58.9,3805,2082,5529,12.6,9.4,15.8,2975,1380,4569,2004,59.7,49.8,69.7,
IL,Illinois,18APR2020,15575,9288,21862,14933,51.1,45.5,56.6,3759,2013,5506,12.3,9.3,15.3,2879,1326,4431,2122,57.6,48.9,66.2,
IL,Illinois,19APR2020,15293,8936,21649,15174,50.2,44.2,56.2,3848,2065,5631,12.6,9.5,15.8,2995,1447,4544,1999,60.0,51.9,68.0,
IL,Illinois,20APR2020,16141,9918,22364,14295,53.0,48.1,58.0,4450,2416,6484,14.6,10.7,18.5,2960,1388,4533,1825,61.9,57.1,66.6,
IL,Illinois,21APR2020,17107,10549,23665,13415,56.0,51.0,61.1,4473,2425,6521,14.7,10.8,18.5,3029,1378,4680,1869,61.8,56.4,67.2,
IL,Illinois,22APR2020,17245,10607,23882,13046,56.9,52.1,61.7,4549,2528,6569,15.0,11.3,18.7,3245,1532,4958,1725,65.3,60.8,69.8,
IL,Illinois,23APR2020,16913,9858,23967,12579,57.3,52.1,62.5,4525,2407,6643,15.3,11.3,19.4,3041,1287,4796,1613,65.3,60.0,70.7,
IL,Illinois,24APR2020,16922,9975,23869,12489,57.5,52.2,62.8,4438,2284,6592,15.1,10.9,19.2,2971,1279,4662,1559,65.6,60.4,70.7,
IL,Illinois,25APR2020,16206,9404,23009,12853,55.8,50.2,61.3,4498,2308,6689,15.5,11.3,19.6,2957,1243,4671,1556,65.5,59.9,71.1,
IL,Illinois,26APR2020,15956,9269,22643,13059,55.0,49.4,60.6,4636,2359,6914,16.0,11.5,20.4,2932,1233,4631,1590,64.8,59.0,70.7,
IL,Illinois,27APR2020,16467,9630,23303,12576,56.7,51.3,62.1,4540,2304,6775,15.6,11.3,19.9,2922,1185,4658,1582,64.9,58.2,71.5,
IL,Illinois,28APR2020,17524,10517,24531,12548,58.3,53.0,63.5,4785,2486,7085,15.9,11.5,20.3,3015,1316,4714,1685,64.1,58.1,70.2,
IL,Illinois,29APR2020,17769,10689,24849,12458,58.8,53.7,63.8,4802,2570,7034,15.9,12.0,19.8,3047,1360,4734,1596,65.6,60.4,70.8,
IL,Illinois,30APR2020,18010,13691,22328,11675,60.7,56.6,64.7,4511,3154,5867,15.2,12.4,18.0,2641,1825,3457,1739,60.3,53.9,66.6,
IL,Illinois,01MAY2020,17976,13690,22262,11822,60.3,56.5,64.1,4543,3244,5842,15.2,12.6,17.9,2745,1883,3607,1495,64.7,60.3,69.2,
IL,Illinois,02MAY2020,17336,13119,21553,12286,58.5,54.3,62.7,4606,3313,5900,15.6,13.0,18.1,2674,1802,3546,1565,63.1,56.7,69.4,
IL,Illinois,03MAY2020,17643,13450,21836,11961,59.6,55.8,63.3,4499,3248,5751,15.2,12.7,17.7,2710,1852,3568,1676,61.8,57.0,66.6,
IL,Illinois,04MAY2020,17642,13450,21834,12198,59.1,54.6,63.6,4591,3311,5870,15.4,12.9,17.9,2598,1770,3426,1752,59.7,53.6,65.9,
IL,Illinois,05MAY2020,17947,13792,22101,11963,60.0,55.5,64.5,4553,3349,5757,15.2,12.9,17.6,2722,1889,3554,1559,63.6,59.0,68.2,
IL,Illinois,06MAY2020,18347,14040,22654,11632,61.2,57.0,65.4,4802,3528,6076,16.0,13.5,18.5,2566,1761,3371,1729,59.7,53.4,66.1,
IL,Illinois,07MAY2020,18596,14292,22900,11544,61.7,57.9,65.5,4737,3393,6081,15.7,12.8,18.7,2695,1874,3516,1676,61.7,56.8,66.6,
IL,Illinois,08MAY2020,18094,13857,22331,11803,60.5,56.2,64.8,4675,3414,5935,15.6,13.0,18.3,2526,1765,3286,1853,57.7,51.6,63.7,
IL,Illinois,09MAY2020,17460,13227,21692,12509,58.3,53.9,62.6,4365,3152,5578,14.6,12.0,17.1,2570,1765,3375,1765,59.3,54.1,64.5,
IL,Illinois,10MAY2020,16902,12847,20956,13317,55.9,51.8,60.1,4417,3212,5622,14.6,12.1,17.2,2519,1742,3295,1831,57.9,52.8,63.0,
IL,Illinois,11MAY2020,17413,13338,21488,12876,57.5,53.6,61.4,4578,3336,5820,15.1,12.5,17.7,2558,1791,3325,1767,59.1,54.5,63.8,
IL,Illinois,12MAY2020,18010,13742,22277,12083,59.8,56.1,63.6,4480,3274,5686,14.9,12.5,17.3,2620,1823,3416,1706,60.5,55.6,65.5,
IL,Illinois,13MAY2020,18607,14228,22987,11513,61.8,58.1,65.4,4493,3272,5714,14.9,12.4,17.5,2652,1860,3443,1664,61.4,56.6,66.2,
IL,Illinois,14MAY2020,18414,14075,22753,11502,61.6,58.0,65.1,4360,3153,5566,14.6,12.1,17.1,2620,1824,3415,1711,60.5,55.7,65.3,
IL,Illinois,15MAY2020,18534,14147,22921,11933,60.8,57.1,64.6,4415,3229,5600,14.5,12.1,16.9,2616,1842,3390,1819,59.0,54.2,63.7,
IL,Illinois,16MAY2020,18164,13799,22530,12356,59.5,55.5,63.5,4343,3178,5508,14.2,11.9,16.6,2603,1832,3375,1903,57.8,52.8,62.7,
IL,Illinois,17MAY2020,17207,13061,21352,13498,56.0,51.4,60.7,4189,3058,5320,13.6,11.4,15.9,2561,1801,3321,1936,57.0,51.4,62.5,
IL,Illinois,18MAY2020,18124,13839,22410,12421,59.3,55.9,62.7,4314,3169,5460,14.1,11.9,16.4,2641,1881,3400,2023,56.6,51.4,61.8,
IL,Illinois,19MAY2020,18942,14431,23454,11720,61.8,58.2,65.4,4226,3087,5364,13.8,11.5,16.0,2717,1936,3498,1815,60.0,54.5,65.4,
IL,Illinois,20MAY2020,19358,14787,23928,11517,62.7,59.3,66.1,4214,3086,5341,13.6,11.5,15.8,2740,1962,3519,1746,61.1,56.5,65.6,
IL,Illinois,21MAY2020,18697,14205,23189,12339,60.2,56.2,64.2,4045,2921,5170,13.0,10.7,15.3,2715,1929,3501,1909,58.7,54.3,63.2,
IL,Illinois,22MAY2020,19196,14605,23788,11644,62.2,58.8,65.6,3976,2909,5044,12.9,10.7,15.1,2705,1893,3516,1903,58.7,54.7,62.7,
IL,Illinois,23MAY2020,17648,13248,22048,12945,57.7,53.4,61.9,3951,2878,5023,12.9,10.8,15.1,2602,1811,3394,1998,56.6,52.5,60.6,
IL,Illinois,24MAY2020,17049,12823,21275,13559,55.7,51.6,59.8,3969,2885,5053,13.0,10.8,15.2,2595,1804,3386,2039,56.0,51.7,60.3,
IL,Illinois,25MAY2020,17600,13312,21888,13571,56.5,53.2,59.8,3980,2898,5062,12.8,10.6,15.0,2578,1836,3321,2093,55.2,50.0,60.3,
IL,Illinois,26MAY2020,18421,13972,22870,12913,58.8,55.3,62.3,4025,2920,5131,12.8,10.7,15.0,2772,1946,3598,1863,59.8,54.7,64.9,
IL,Illinois,27MAY2020,19549,14812,24286,11802,62.4,58.8,65.9,3909,2816,5002,12.5,10.3,14.7,2870,2035,3705,1826,61.1,56.8,65.4,
IL,Illinois,28MAY2020,19566,14724,24408,11380,63.2,59.6,66.9,3885,2807,4962,12.6,10.3,14.8,2901,2019,3783,1754,62.3,57.8,66.8,
IL,Illinois,29MAY2020,19209,14565,23853,11743,62.1,58.4,65.7,3646,2648,4645,11.8,9.8,13.7,2692,1907,3476,1845,59.3,55.0,63.7,
IL,Illinois,30MAY2020,18063,13603,22523,12849,58.4,54.7,62.2,3506,2525,4488,11.3,9.4,13.3,2374,1649,3100,2151,52.5,46.5,58.4,
IL,Illinois,31MAY2020,17617,13268,21966,13429,56.7,53.2,60.3,3455,2483,4427,11.1,9.2,13.1,2255,1567,2944,2315,49.3,42.7,56.0,
IL,Illinois,01JUN2020,17848,13484,22213,13194,57.5,53.9,61.1,3257,2345,4169,10.5,8.7,12.3,2534,1768,3299,2005,55.8,51.5,60.1,
IL,Illinois,02JUN2020,18588,14081,23095,12604,59.6,56.2,62.9,3367,2434,4300,10.8,8.9,12.7,2655,1838,3471,1890,58.4,53.0,63.8,
IL,Illinois,03JUN2020,18836,13907,23766,13184,58.8,55.3,62.4,3368,2408,4329,10.5,8.9,12.2,2676,1728,3625,2127,55.7,51.5,60.0,
IL,Illinois,04JUN2020,19046,14373,23718,12787,59.8,56.2,63.5,3135,2276,3994,9.8,8.2,11.5,2661,1854,3469,2033,56.7,52.5,60.8,
IL,Illinois,05JUN2020,18809,14300,23318,12639,59.8,56.2,63.4,2836,2041,3631,9.0,7.4,10.6,2543,1823,3263,2184,53.8,48.4,59.2,
IL,Illinois,06JUN2020,18203,13737,22669,12882,58.6,54.7,62.4,2751,1990,3512,8.8,7.3,10.4,2528,1785,3272,1949,56.5,50.1,62.8,
IL,Illinois,07JUN2020,17483,13233,21733,13883,55.7,52.2,59.3,2667,1926,3408,8.5,7.0,10.0,2454,1740,3169,2084,54.1,48.0,60.2,
IL,Illinois,08JUN2020,17469,13271,21667,14029,55.5,51.6,59.3,2682,1934,3430,8.5,7.0,10.0,2422,1719,3125,2111,53.4,46.8,60.1,
IL,Illinois,09JUN2020,19011,14471,23552,12358,60.6,57.0,64.2,2606,1884,3327,8.3,6.9,9.7,2667,1859,3474,1897,58.4,52.3,64.6,
IL,Illinois,10JUN2020,18950,14290,23611,13565,58.3,49.7,66.9,2401,1695,3108,7.4,5.7,9.1,2316,1609,3023,2511,48.0,38.5,57.4,
IL,Illinois,11JUN2020,20023,15159,24888,12068,62.4,58.7,66.1,2454,1787,3121,7.6,6.5,8.8,2412,1696,3128,2475,49.4,43.0,55.7,
IL,Illinois,12JUN2020,19373,14697,24049,12756,60.3,56.8,63.8,2249,1637,2861,7.0,5.8,8.2,2369,1643,3096,2474,48.9,42.9,54.9,
IL,Illinois,13JUN2020,18450,13928,22972,13498,57.8,54.1,61.4,2078,1503,2653,6.5,5.4,7.6,2496,1695,3296,2263,52.4,47.4,57.5,
IL,Illinois,14JUN2020,17731,13357,22104,14219,55.5,51.8,59.2,2139,1547,2730,6.7,5.6,7.8,2414,1633,3196,2369,50.5,45.8,55.2,
IL,Illinois,15JUN2020,17573,13275,21870,13875,55.9,51.8,60.0,2085,1510,2660,6.6,5.5,7.8,2437,1672,3203,2352,50.9,46.5,55.3,
IL,Illinois,16JUN2020,18891,14320,23461,13158,58.9,54.8,63.1,2083,1513,2654,6.5,5.4,7.6,2357,1629,3085,2447,49.1,42.8,55.3,
IN,Indiana,01APR2020,7964,4074,11854,8138,49.5,43.0,55.9,2161,964,3357,13.4,10.1,16.7,1291,461,2121,1039,55.4,42.3,68.5,
IN,Indiana,02APR2020,8234,4236,12231,8437,49.4,42.7,56.1,2224,1022,3426,13.3,10.1,16.5,1423,518,2328,997,58.8,46.9,70.7,
IN,Indiana,03APR2020,8020,4103,11937,8372,48.9,42.2,55.6,2249,1067,3431,13.7,10.8,16.6,1361,483,2239,991,57.9,46.6,69.1,
IN,Indiana,04APR2020,8221,4609,11833,9623,46.1,40.1,52.1,2467,1236,3699,13.8,10.7,17.0,1632,672,2591,1395,53.9,39.9,67.9,
IN,Indiana,05APR2020,8148,4437,11858,9602,45.9,39.3,52.5,2507,1235,3780,14.1,10.7,17.6,1605,655,2554,1372,53.9,39.9,67.9,
IN,Indiana,06APR2020,8402,5347,11457,10395,44.7,40.1,49.3,2707,1464,3949,14.4,10.2,18.6,1958,956,2960,1470,57.1,49.6,64.6,
